"","Station","VisitNo","SampleID_key","SampleID_frp","QAQC.x","GearType","GearTypeAbbreviation","Habitat","SeineCode","TowDirection","HabitatMorphology","DepthOfWater","CableOut","LengthOfTrawl","Width","Netter","StartTime","EndTime","Duration","PercentOpen","DepthOfSample","LatitudeStart","LongitudeStart","LatitudeEnd","LongitudeEnd","NetMeterSerial","NetMeterStart","NetMeterEnd","Volts","DutyCycle","Amps","PulseRate","VolumeEstimated","SeineDeploymentType","GearDetail","Silt","Sand","Gravel","Cobble","Boulder","Organics","MassOfStandardLow","MassOfStandardHigh","QuestionableData.x","VegetationInSample","FlowType","DragMethod","NetNumber","CodEnd","CodEndPercent","GpsUnit","GpsAccuracy","Comments.x","Flagged_Data.x","QAQC.y","Boat","Crew","Location","Visit.Date","Weather","WindWaves","WindDirection","Tide","Secchi","SurfTemp","DO","SC","pH","Turbidity","Phycocyanin","Chlorophyll","FDOM","Microcystis","SondeNo","Wetland","DataQuality","QuestionableData.y","SiteComments","ID","Current","abbreviation","Lat","Lon","Region","Notes","site","sitetype","Region2","Comments.y","Flagged_Data.y","Visit.Date2","DateTime","year","month","Season"
"139","LIBE_UNK",7160,12161,"BIGLAM02-LIBE-14NOV2022","true","Seine","BIGLAM",""," 2. Partial twist; snag; or tear"," 2= against flow"," ",1.6,NA,NA,NA,"","10:45","",NA,NA,NA,38.272513,121.67092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",0,NA," 1-33%",NA,NA," GPS 5; ACCURACY 4M. NOT PAIRED. DOMINANT VEGETATION IN NET: CURLY POND; MILLFOIL; COONTAIL. RETRIEVAL A LITTLE FUNKY. HEAVY VEG LOADS AFFECTED PULLING OF NET WITH BOAT. CURLY PONDWEED; EURASIAN MILFOIL; AND COONTAIL. SHRIMP UNID = ROSTRUM BROKEN. 2 KILLIFISH ACCIDENTALLY RELEASED BEFORE MEASURING.",NA,"true","Mudsucker","DMC;ED;GP","Liberty",2022-11-14,"1=0-33% clouds","0=Calm; glassy"," NA"," 4=flood",98,11.4,10.58,179,7.9,6.6,0.23,0.27,6.7," 1=absent",1," Inside",NA," false"," ",NA,TRUE,NA,NA,NA,"Liberty Island",NA,"Liberty","tidal","Cache Slough","present on 27AUG2020, in Stations2.xlsx",NA,2022-11-14,"2022-11-14 10:45",2022,11,"Fall"
"140","LIBE_UNK",7161,12162,"BIGLAM03-LIBE-14NOV2022","true","Seine","BIGLAM",""," 2. Partial twist; snag; or tear"," 2= against flow"," ",2.1,NA,NA,NA,"","12:00","",NA,NA,NA,38.303124,121.67589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",0,NA," 1-33%",NA,NA," GPS 5; ACCURACY 5M. NOT PAIRED. CHUNK OF ROAD CAUGHT IN NET (CEMENT); PULLED IN FUNKY AGAIN DUE TO VEG",NA,"true","Mudsucker","DMC;ED;GP","Liberty",2022-11-14,"1=0-33% clouds","0=Calm; glassy"," NA"," 2=ebb",NA,12.3,12.33,181,8.6,1.3,0.11,0.21,6.9," 1=absent",1," Inside",2," false"," SECCHI HIT BOTTOM; 130+.",NA,TRUE,NA,NA,NA,"Liberty Island",NA,"Liberty","tidal","Cache Slough","present on 27AUG2020, in Stations2.xlsx",NA,2022-11-14,"2022-11-14 12:00",2022,11,"Fall"
"141","LIBE_UNK",6028,10285,"LAMOPE01-LIBE-04APR2022","true","Seine","LAMOPE",""," 2. Partial twist; snag; or tear"," 3= unknown"," ",1.7,NA,NA,NA,"","08:10","",NA,NA,NA,38.275576,121.674301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",1,NA," 1-33%",NA,NA," Dominant veg in sample: FILALG; EGEDEN; CERDEM % Cod end filled: 1-33% Paired? Y",NA,"true","Chinook","CB;ED;KMP;KS","Liberty",2022-04-04,"3=66-100% clouds","3= wind 8-12 mph; large wavelets"," SW"," 1=high slack",200,16.2,9.3,240,8.2,4.2,1.5,0.33,7.6," 1=absent",2," Inside",NA," false"," LIBE-01-2022  GPS #6 accuracy 4m  Paired? Y  PPG taken with fish ",NA,TRUE,NA,NA,NA,"Liberty Island",NA,"Liberty","tidal","Cache Slough","present on 27AUG2020, in Stations2.xlsx",NA,2022-04-04,"2022-04-04 08:10",2022,4,"Spring"
"142","LIBE_UNK",6029,10286,"LAMOPE02-LIBE-04APR2022","true","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 3= unknown"," ",1.2,NA,NA,NA,"","10:41","",NA,NA,NA,38.273002,121.690491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",1,NA," 34-66%",NA,NA," Dominant veg in net: EGEDEN; CERDEM; MYRSPI Cod end %: 34-66",NA,"true","Chinook","CB;ED;KMP;KS","Liberty",2022-04-04,"3=66-100% clouds","2= wind 4-7 mph; small wavelets"," SW"," 2=ebb",NA,16.1,9.7,226,8.1,2.2,0.15,0.31,7.6," 1=absent",2," Inside",NA," false"," LIBE-03-2022  GPS #6 accuracy 3m  Paired? Y  secchi hit bottom",NA,TRUE,NA,NA,NA,"Liberty Island",NA,"Liberty","tidal","Cache Slough","present on 27AUG2020, in Stations2.xlsx",NA,2022-04-04,"2022-04-04 10:41",2022,4,"Spring"
"143","LIBE_UNK",7144,12145,"LAMOPE03-LIBE-28DEC2022","true","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",1.3,NA,NA,NA,"","09:20","",NA,NA,NA,38.291881,121.683347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",3,NA," ",NA,NA," GPS #5; accuracy 2m; not paired; GearID LAM03",NA,"true","Mudsucker","MA;ED;SH;KS","Liberty",2022-12-28,"1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 1=high slack",18,8.1,10.28,218,7.5,47.1,0.48,0.81,8.4," 1=absent",2," Inside",NA," false"," depth from secchi - don't adjust!",NA,TRUE,NA,NA,NA,"Liberty Island",NA,"Liberty","tidal","Cache Slough","present on 27AUG2020, in Stations2.xlsx",NA,2022-12-28,"2022-12-28 09:20",2022,12,"Fall"
"144","LIBE_UNK",6031,10287,"LAMOPE03-LIBE-04APR2022","true","Seine","LAMOPE",""," 3. Complete twist; snag; or large tear"," "," ",NA,NA,NA,NA,"","00:00","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",NA,NA," ",NA,NA," ",NA,"true","Chinook","CB;ED;KMP;KS","Liberty",2022-04-04,"2=33-66% clouds","2= wind 4-7 mph; small wavelets"," SW"," 3=low slack",NA,16,10.03,214,8.1,3.7,0.16,0.29,7.1," 1=absent",2," Inside",NA," false"," LIBE-02-2022  GPS #6 accuracy   redo last tow but same area; first tow net twisted  redo second tow; last tow twisted again  last two not pulled in quickly enough; will redo another day",NA,TRUE,NA,NA,NA,"Liberty Island",NA,"Liberty","tidal","Cache Slough","present on 27AUG2020, in Stations2.xlsx",NA,2022-04-04,"2022-04-04 00:00",2022,4,"Spring"
"145","LIBE_UNK",6034,10291,"BEASEI02-LIBE-05APR2022","true","Seine","BEASEI",""," 2. Partial twist; snag; or tear"," 2= against flow"," ",0.4,NA,6,9,"","15:58","",NA,NA,NA,38.243349,121.684881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Crew Members"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",2,NA," 1-33%",NA,NA," seine got snagged; broke it loose; partial twisting. Environmentals from boat near site; turbidity was higher where sampled.",NA,"true","Mudsucker","JC;ED;GP;KS","Liberty",2022-04-05,"1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," N"," 3=low slack",NA,16.9,10.41,224,8.3,6.4,0.15,0.51,7," 1=absent",2," Inside",NA," false"," Paired: N . % Cod end filled: 1-33%  ",NA,TRUE,NA,NA,NA,"Liberty Island",NA,"Liberty","tidal","Cache Slough","present on 27AUG2020, in Stations2.xlsx",NA,2022-04-05,"2022-04-05 15:58",2022,4,"Spring"
"146","LIBE_UNK",6036,10294,"BEASEI01-LIBE-05APR2022","true","Seine","BEASEI",""," 1. No twists; snags; or tears"," 3= unknown"," ",1,NA,3,15,"","14:30","",NA,NA,NA,38.241773,121.682542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Crew Members"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",2,NA," 1-33%",NA,NA," RaiKill @ 41 and 22 both have a dark stripe down the side. Prickly Sculpin is less then 20cm.  % Cod end filled: 1-33% ",NA,"true","Mudsucker","JC;ED;GP;KS","Liberty",2022-04-05,"1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," N"," 2=ebb",NA,17.6,9.27,202,7.8,13.4,0.13,0.5,6.3," 1=absent",2," Inside",NA," false"," Paired: N",NA,TRUE,NA,NA,NA,"Liberty Island",NA,"Liberty","tidal","Cache Slough","present on 27AUG2020, in Stations2.xlsx",NA,2022-04-05,"2022-04-05 14:30",2022,4,"Spring"
"147","LOWE-CH-E",6033,10290,"LAMOPE02-LOWE-06APR2022","true","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",1.1,NA,NA,NA,"","09:10","",NA,NA,NA,38.344563,121.661329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Crew Members and Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",1,NA," 0%",NA,NA," 2 PRISCU < 25mm",NA,"true","Mudsucker","JC;ED;KMP;KS","Lower Yolo Ranch",2022-04-06,"1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," N"," 4=flood",33,15.6,8.25,557,8,26.2,0.25,0.75,11.6," 1=absent",2," Inside",NA," false"," LOWE-04-2022  LOWE-02-2022 code 4: inaccessible need to update shapefile  GPS #6 accuracy 4m  Paired?: Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-06,"2022-04-06 09:10",2022,4,"Spring"
"148","LOWE-CH-E",6646,11467,"LAMOPE02-LOWE-04MAY2022","true","Seine","LAMOPE",""," 2. Partial twist; snag; or tear"," 2= against flow"," ",0.6,NA,NA,NA,"","07:42","",NA,NA,NA,38.349296,121.660725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",3,NA," 0%",NA,NA," Net caught on transducer during deployment. gps 6 accuracy 3m; OSMSPP brought back to office-> lab confirmed WAKASA. Paired? N",NA,"true","Mudsucker","DMC;ED;GP;KS","Lower Yolo Ranch",2022-05-04,"1=0-33% clouds","0=Calm; glassy"," SW"," 4=flood",91,16.9,8.57,349,8.1,6.5,0.12,0.39,10.8," 1=absent",2," Inside",NA," false"," net caught on tranduscer during deployment. Paired? N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-04,"2022-05-04 07:42",2022,5,"Spring"
"149","LOWE-CH-E",6647,11468,"LAMOPE03-LOWE-04MAY2022","true","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",0.6,NA,NA,NA,"","07:58","",NA,NA,NA,38.3494,121.660624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",3,NA," 0%",NA,NA," GPS 6 accuracy 3m; MISSIL full of eggs - a lot of them",NA,"true","Mudsucker","DMC;ED;GP;KS","Lower Yolo Ranch",2022-05-04,"1=0-33% clouds","0=Calm; glassy"," SW"," 4=flood",NA,16.6,8.63,363,8,9.7,0.51,0.37,10.9," 1=absent",2," Inside",NA," false"," fishing in pond downstream of previous station; both samples LAMOPE 02/03 have same station. Paired? N. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-04,"2022-05-04 07:58",2022,5,"Spring"
"150","LOWE-CH-ENTRANCE-N",6035,10292,"LAMOPE03-LOWE-06APR2022","true","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",1.2,NA,NA,NA,"","10:02","",NA,NA,NA,38.356446,121.659184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",1,NA," 0%",NA,NA," 3 PRISCU <25 mm",NA,"true","Mudsucker","JC;ED;KMP;KS","Lower Yolo Ranch",2022-04-06,"1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," N"," 2=ebb",22,16.3,8.63,830,8.1,33.6,0.42,1.77,13.5," 1=absent",2," Inside",NA," false"," Bring back suspicious smelt in undyed Etoh -> confirmed DSM @23mm by Cynthia on 4/8/2022 -> DNA confirmed WAKASA   LOWE-03-2022  GPS #6 acuracy 4m  Paired?: Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-06,"2022-04-06 10:02",2022,4,"Spring"
"151","LOWE-CH-ENTRANCE-S",6645,11466,"LAMOPE01-LOWE-04MAY2022","true","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",2.3,NA,NA,NA,"","07:25","",NA,NA,NA,38.348232,121.662942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",3,NA," 0%",NA,NA," gps 6 accuracy 3m",NA,"true","Mudsucker","MA;DMC;ED;GP;KS","Lower Yolo Ranch",2022-05-04,"1=0-33% clouds","0=Calm; glassy"," SW"," 4=flood",89,17,8.63,345,8.1,5.6,0.1,0.36,10.8," 1=absent",2," Inside",NA," false"," clear water; low chl; we'll see how the fishing goes. Danny predicts low catch. Paired? N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-04,"2022-05-04 07:25",2022,5,"Spring"
"152","LOWE-CH-ENTRANCE-S",6648,11470,"LAMOPE04-LOWE-04MAY2022","true","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",1.5,NA,NA,NA,"","08:29","",NA,NA,NA,38.355615,121.659618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",3,NA," 0%",NA,NA," gpa 6 accuracy 3m; carp jumped out +1; ran out of tags for hitch; OSM not measured; 16 total but take final count in lab; +50 mysids; LOWE-07-2022; OSMSpp: 5 DNA confirmed WAKASA; 14 lab confirmed WAKASA;",NA,"true","Mudsucker","DMC;ED;GP;KS","Lower Yolo Ranch",2022-05-04,"1=0-33% clouds","0=Calm; glassy"," SW"," 4=flood",27,17.7,8.39,513,8.1,24.5,0.3,1.04,11.9," 1=absent",2," Inside",NA," false"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-04,"2022-05-04 08:29",2022,5,"Spring"
"153","LOWE-CH-NE",6032,10289,"LAMOPE01-LOWE-06APR2022","true","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",1,NA,NA,NA,"","08:16","",NA,NA,NA,38.353481,121.653405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Crew Members and Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",1,NA," 1-33%",NA,NA," Dominant veg in net: STUPEC; EGEDEN; POTCRI; ELODIA; % Cod end 1-33; 4 PRISCU < 25mm; RAIKIL @ 19mm",NA,"true","Mudsucker","JC;ED;KMP;KS","Lower Yolo Ranch",2022-04-06,"1=0-33% clouds","0=Calm; glassy"," N"," 4=flood",34,15.6,8.22,548,7.9,24.7,0.23,0.76,11.7," 1=absent",2," Inside",NA," false"," LOWE-01-2022  GPS #6 accuracy 5m  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-06,"2022-04-06 08:16",2022,4,"Spring"
"154","LOWE-UNK",7168,12169,"LAMOPE03-LOWE-15NOV2022","true","Seine","LAMOPE",""," 2. Partial twist; snag; or tear"," 2= against flow"," ",1.3,NA,NA,NA,"","10:20","",NA,NA,NA,38.35053,121.658247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Crew Members and Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",NA,NA," 67-100%",NA,NA," GPS 5; ACCURACY 2M. NOT PAIRED. DOMINANT VEGETATION IN NET: ELODIA. CODE 2 (DEBATABLY 3) - CAUGHT A LOG; HAD TO REMOVE DURING RETRIEVAL; BUT VEG KEPT A LOT IN THE COD END; BUT DEFINITELY A COMPROMISED SAMPLE",NA,"true","Mudsucker","MA;ED;SH;GP","Lower Yolo Ranch",2022-11-15,"1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," N"," 4=flood",66,10.6,11.04,254,7.9,6.6,0.09,0.35,8.8," 1=absent",2," Inside",NA," false"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-15,"2022-11-15 10:20",2022,11,"Fall"
"155","LOWE-UNK",7169,12170,"LAMOPE04-LOWE-15NOV2022","true","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",2.4,NA,NA,NA,"","11:15","",NA,NA,NA,38.355909,121.659317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",NA,NA," 1-33%",NA,NA," GPS 5; ACCURACY 2M. NOT PAIRED. DOMINANT VEGETATION IN NET: POTCRI",NA,"true","Mudsucker","MA;ED;SH;GP","Lower Yolo Ranch",2022-11-15,"1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," N"," 4=flood",52,9.2,11.67,694,8,8.8,0.13,0.55,12.1," 1=absent",2," Inside",NA," false"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-15,"2022-11-15 11:15",2022,11,"Fall"
"156","LOWE-UNK",7170,12171,"LAMOPE05-LOWE-15NOV2022","true","Seine","LAMOPE",""," 2. Partial twist; snag; or tear"," 2= against flow"," ",2.7,NA,NA,NA,"","12:06","",NA,NA,NA,38.345712,121.668672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Crew Members and Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",NA,NA," 1-33%",NA,NA," GPS 5; ACCURACY 2M. NOT PAIRED. CODE 2 - DEPLOYED A LITTLE FUNKY BECAUSE OF THE WAY THE WATER WAS MOVING AND NARROW CHANNEL",NA,"true","Mudsucker","MA;ED;SH;GP","Lower Yolo Ranch",2022-11-15,"1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," N"," 2=ebb",105,11.2,10.94,247,7.9,4.8,0.12,0.39,8.7," 1=absent",2," Inside",NA," false"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-15,"2022-11-15 12:06",2022,11,"Fall"
"157","LOWE-UNK",7122,12120,"LAMOPE03-LOWE-14DEC2022","true","Seine","LAMOPE",""," 2. Partial twist; snag; or tear"," 2= against flow"," ",0.9,NA,NA,NA,"","10:48","",NA,NA,NA,38.353669,121.649744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Crew Members and Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",1,NA," 34-66%",NA,NA," GPS 5 Accuracy 3m; Paired N; CODE 2 - VERY NARROW CHANNEL; KS DEPLOYED ON ONE SIDE; CROSSED. MOSQUI @58!! MOST CRAYFISH SMALL.",NA,"true","Mudsucker","CB;ED;GP;KS","Lower Yolo Ranch",2022-12-14,"1=0-33% clouds","0=Calm; glassy"," SW"," 4=flood",46,7.1,9.82,765,7.5,14.5,0.35,0.92,23.3," 1=absent",2," Inside",NA," false"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-14,"2022-12-14 10:48",2022,12,"Fall"
"158","LOWE-UNK",7118,12117,"LAMOPE01-LOWE-14DEC2022","true","Seine","LAMOPE",""," 2. Partial twist; snag; or tear"," 2= against flow"," ",1.4,NA,NA,NA,"","09:13","",NA,NA,NA,38.345674,121.668772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",1,NA," 1-33%",NA,NA," GPS 5 Accuracy 2m; Paired N; CODE 2 - DEPLOYED FUNKY; DOMINANT VEGETATION IN SAMPLE: FILALG; POTCRI",NA,"true","Mudsucker","CB;ED;GP;KS","Lower Yolo Ranch",2022-12-14,"1=0-33% clouds","0=Calm; glassy"," NA"," 4=flood",120,7.9,10.1,313,7.5,4,0.28,0.53,15.6," 1=absent",2," Inside",NA," false"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-14,"2022-12-14 09:13",2022,12,"Fall"
"159","LOWE-UNK",7120,12119,"LAMOPE02-LOWE-14DEC2022","true","Seine","LAMOPE",""," 2. Partial twist; snag; or tear"," 2= against flow"," ",0.6,NA,NA,NA,"","09:46","",NA,NA,NA,38.35387,121.654716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",1,NA," 34-66%",NA,NA," GPS 5 Accuracy 2; Paired N; CODE 2 - DIFFICULT DEPLOYMENT; VERY NARROW CHANNEL; CERTUM (?) VEG; DOMINANT VEGETATION IN SAMPLE: FILALG; POTCRI; ELODIA; CERDEM",NA,"true","Mudsucker","CB;ED;GP;KS","Lower Yolo Ranch",2022-12-14,"1=0-33% clouds","0=Calm; glassy"," SW"," 4=flood",80,7.2,10.04,393,7.4,9.3,0.3,0.92,21.8," 1=absent",2," Inside",NA," false"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-14,"2022-12-14 09:46",2022,12,"Fall"
"160","NURS-EXT-ARNO-SW",6603,11461,"LAMOPE03-NURS-28APR2022","true","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",2.3,NA,NA,NA,"","11:04","",NA,NA,NA,38.176841,121.91612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",3,NA," 0%",NA,NA," ",NA,"true","Mudsucker","MA;DC;ED;KS","Nurse-Denverton",2022-04-28,"1=0-33% clouds","2= wind 4-7 mph; small wavelets"," NW"," 4=flood",21,15.4,8.8,5010,7.5,33.8,0.27,0.84,18.4," 1=absent",2," Inside",NA," false"," Paired? N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-28,"2022-04-28 11:04",2022,4,"Spring"
"161","NURS-EXT-BRAD-E",6707,11546,"LAMOPE02-NURS-25MAY2022","true","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",0.8,NA,NA,NA,"","08:39","",NA,NA,NA,38.196383,121.913853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",3,NA," 1-33%",NA,NA," gps 6 accuracy 3m; cod end % filled 1-33 of detritus; Paired N",NA,"true","Chinook","ED;EL;GP;KS","Nurse-Denverton",2022-05-25,"1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 4=flood",35,22.5,7.26,7704,7.4,18.1,0.66,2.21,29.5," 1=absent",1," Inside",NA," false"," NURS-06-2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-25,"2022-05-25 08:39",2022,5,"Spring"
"162","NURS-EXT-BRAD-E",6708,11547,"LAMOPE03-NURS-25MAY2022","true","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 3= unknown"," ",0.5,NA,NA,NA,"","09:21","",NA,NA,NA,38.19404,121.912582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",3,NA," 1-33%",NA,NA," gps 6 accuracy 4m; detritus in net 1-33%; gastric lavage on STRBAS - nothing; Paired N; Tow Direction Unknown due to no flow; UNID in vial 2022 HCH-032 was found to be a MISSIL according to MA 11OCT2022",NA,"true","Chinook","ED;EL;GP;KS","Nurse-Denverton",2022-05-25,"1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 3=low slack",41,22.1,2.8,7996,7.2,21.7,0.31,1.58,35.1," 1=absent",1," Inside",NA," false"," water not moving; DO was low even after wiping sensor; NURS-05-2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-25,"2022-05-25 09:21",2022,5,"Spring"
"163","NURS-EXT-BRAD-E",7156,12157,"LAMOPE10-NURS-21DEC2022","true","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",2.8,NA,NA,NA,"","12:42","",NA,NA,NA,38.183407,121.902863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",3,NA," 0%",NA,NA," GPS 5; ACCURACY 3M. NOT PAIRED. ",NA,"true","Mudsucker","AC;DMC;SH;KS","Nurse-Denverton",2022-12-21,"5=fog","1=wind 1-3 mph; scaley ripples"," NE"," 4=flood",63,8.8,10.34,6579,7.4,11,0.27,0.53,14.4," 1=absent",2," Inside",NA," false"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-21,"2022-12-21 12:42",2022,12,"Fall"
"164","NURS-EXT-BRAD-E",7158,12159,"LAMOPE12-NURS-21DEC2022","true","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",1.9,NA,NA,NA,"","13:15","",NA,NA,NA,38.195519,121.912607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",3,NA," 0%",NA,NA," GPS 5; ACCURACY 2M. NOT PAIRED. SPLITTAIL CAUGHT IN WING (GILLED). MUDCRAB FOUND ON DECK.",NA,"true","Mudsucker","AC;DMC;SH;KS","Nurse-Denverton",2022-12-21,"3=66-100% clouds","1=wind 1-3 mph; scaley ripples"," NE"," 2=ebb",52,8.7,10.22,6710,7.4,12.8,0.26,0.5,13.2," 1=absent",2," ",NA," false"," HEXAGON 68",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-21,"2022-12-21 13:15",2022,12,"Fall"
"165","NURS-EXT-BRAD-W",6706,11545,"LAMOPE01-NURS-25MAY2022","true","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",1.5,NA,NA,NA,"","08:01","",NA,NA,NA,38.181896,121.922737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",3,NA," 34-66%",NA,NA," gps 6 accuracy 3m; dominant veg in net STUPEC; FILALG; SHEETALG; cod end filled 34-66%;  Paired N; NURS-04-2022",NA,"true","Chinook","ED;EL;GP;KS","Nurse-Denverton",2022-05-25,"1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 4=flood",50,22,7.58,8067,7.4,12.6,0.33,0.24,20.5," 1=absent",1," Inside",NA," false"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-25,"2022-05-25 08:01",2022,5,"Spring"
