"","SampleID","Date","Location","Station","GearTypeAbbreviation","Legend2","year","Season","tCPUEbySpp"
"407","MAC23-HONK-15MAY2023","2023-05-15","Honker-Spoonbill","HONK-SPOON","MAC","Striped Bass",2023,"Spring",249.424979265989
"408","MAC23-HONK-15MAY2023","2023-05-15","Honker-Spoonbill","HONK-SPOON","MAC","Threadfin Shad",2023,"Spring",249.424979265989
"409","MAC23-HORS-11APR2023","2023-04-11","Horseshoe Bend","HORS-S","MAC","No Catch",2023,"Spring",0
"410","MAC23-HORS-11APR2023","2023-04-11","Horseshoe Bend","HORS-S","MAC","Fish UNID",2023,"Spring",79.2205554783179
"411","MAC23-HORS-11APR2023","2023-04-11","Horseshoe Bend","HORS-S","MAC","Prickly Sculpin*",2023,"Spring",792.20555478318
"412","MAC23-NURS-03APR2023","2023-04-03","Nurse-Denverton","NURS-EXT-BRAD-E","MAC","No Catch",2023,"Spring",0
"413","MAC23-NURS-03APR2023","2023-04-03","Nurse-Denverton","NURS-EXT-BRAD-E","MAC","Prickly Sculpin*",2023,"Spring",4753.67048436792
"414","MAC23-PEYT-13APR2023","2023-04-13","Peytonia-Suisun","PEYT-SUIS","MAC","No Catch",2023,"Spring",0
"415","MAC23-PEYT-13APR2023","2023-04-13","Peytonia-Suisun","PEYT-SUIS","MAC","Prickly Sculpin*",2023,"Spring",784.578663218501
"416","MAC23-RYER-05SEP2023","2023-09-05","Ryer Island","RYER-CH-LG-M","MAC","No Catch",2023,"Fall",0
"417","MAC23-TULE-17APR2023","2023-04-17","Tule Red","TULE-CH-LG-NW","MAC","No Catch",2023,"Spring",0
"418","MAC23-TULE-17APR2023","2023-04-17","Tule Red","TULE-CH-LG-NW","MAC","Fish UNID",2023,"Spring",226.779149061601
"419","MAC23-TULE-17APR2023","2023-04-17","Tule Red","TULE-CH-LG-NW","MAC","Longfin Smelt*",2023,"Spring",1133.89574530801
"420","MAC23-TULE-17APR2023","2023-04-17","Tule Red","TULE-CH-LG-NW","MAC","Prickly Sculpin*",2023,"Spring",9297.94511152565
"421","MAC23-WTIB-12APR2023","2023-04-12","Webb Tract Island and Berms","WTIB-CH-INT","MAC","No Catch",2023,"Spring",0
"422","MAC23-WTIB-21AUG2023","2023-08-21","Webb Tract Island and Berms","WTIB-CH-S","MAC","No Catch",2023,"Summer",0
"423","MAC24-BROA-30MAY2023","2023-05-30","Broad Slough","BROA-INT","MAC","No Catch",2023,"Spring",0
"424","MAC24-BROA-30MAY2023","2023-05-30","Broad Slough","BROA-INT","MAC","Striped Bass",2023,"Spring",614.780733164401
"425","MAC24-BROA-30MAY2023","2023-05-30","Broad Slough","BROA-INT","MAC","Threadfin Shad",2023,"Spring",175.651638046972
"426","MAC24-BROW-13NOV2023","2023-11-13","Browns Island","BROW-CH-MAIN","MAC","No Catch",2023,"Fall",0
"427","MAC24-BROW-13NOV2023","2023-11-13","Browns Island","BROW-CH-MAIN","MAC","Clupeidae larvae",2023,"Fall",154.231229549788
"428","MAC24-BROW-22AUG2023","2023-08-22","Browns Island","BROW-CH-MAIN","MAC","No Catch",2023,"Summer",0
"429","MAC24-BROW-22AUG2023","2023-08-22","Browns Island","BROW-CH-MAIN","MAC","Atherinopsidae larvae",2023,"Summer",108.025156675091
"430","MAC24-GRIZ-18APR2023","2023-04-18","Grizzly Bay","GRIZ-UNK","MAC","No Catch",2023,"Spring",0
"431","MAC24-GRIZ-18APR2023","2023-04-18","Grizzly Bay","GRIZ-UNK","MAC","Fish UNID",2023,"Spring",91.1063046201231
"432","MAC24-GRIZ-18APR2023","2023-04-18","Grizzly Bay","GRIZ-UNK","MAC","Longfin Smelt*",2023,"Spring",4190.89001252566
"433","MAC24-GRIZ-18APR2023","2023-04-18","Grizzly Bay","GRIZ-UNK","MAC","Prickly Sculpin*",2023,"Spring",67418.6654188911
"434","MAC24-HONK-15MAY2023","2023-05-15","Honker-Spoonbill","HONK-SPOON","MAC","No Catch",2023,"Spring",0
"435","MAC24-HONK-15MAY2023","2023-05-15","Honker-Spoonbill","HONK-SPOON","MAC","Fish Eggs",2023,"Spring",235.603350162581
"436","MAC24-HONK-15MAY2023","2023-05-15","Honker-Spoonbill","HONK-SPOON","MAC","Fish UNID",2023,"Spring",157.068900108387
"437","MAC24-HONK-15MAY2023","2023-05-15","Honker-Spoonbill","HONK-SPOON","MAC","Striped Bass",2023,"Spring",235.603350162581
"438","MAC24-HORS-11APR2023","2023-04-11","Horseshoe Bend","HORS-M","MAC","No Catch",2023,"Spring",0
"439","MAC24-HORS-11APR2023","2023-04-11","Horseshoe Bend","HORS-M","MAC","Bigscale Logperch",2023,"Spring",83.8544024028937
"440","MAC24-HORS-11APR2023","2023-04-11","Horseshoe Bend","HORS-M","MAC","Fish UNID",2023,"Spring",167.708804805787
"441","MAC24-HORS-11APR2023","2023-04-11","Horseshoe Bend","HORS-M","MAC","Mississippi Silverside",2023,"Spring",83.8544024028937
"442","MAC24-HORS-11APR2023","2023-04-11","Horseshoe Bend","HORS-M","MAC","Sacramento Splittail*",2023,"Spring",83.8544024028937
"443","MAC24-NURS-03APR2023","2023-04-03","Nurse-Denverton","NURS-EXT-ARNO-SW","MAC","No Catch",2023,"Spring",0
"444","MAC24-NURS-03APR2023","2023-04-03","Nurse-Denverton","NURS-EXT-ARNO-SW","MAC","Prickly Sculpin*",2023,"Spring",13205.081861119
"445","MAC24-PEYT-13APR2023","2023-04-13","Peytonia-Suisun","PEYT-PEYT","MAC","No Catch",2023,"Spring",0
"446","MAC24-PEYT-13APR2023","2023-04-13","Peytonia-Suisun","PEYT-PEYT","MAC","Prickly Sculpin*",2023,"Spring",1720.71304585782
"447","MAC24-RYER-05SEP2023","2023-09-05","Ryer Island","RYER-S","MAC","No Catch",2023,"Fall",0
"448","MAC24-WTIB-12APR2023","2023-04-12","Webb Tract Island and Berms","WTIB-CH-N","MAC","No Catch",2023,"Spring",0
"449","MAC24-WTIB-12APR2023","2023-04-12","Webb Tract Island and Berms","WTIB-CH-N","MAC","Prickly Sculpin*",2023,"Spring",534.572554462393
"450","MAC24-WTIB-21AUG2023","2023-08-21","Webb Tract Island and Berms","WTIB-CH-N","MAC","No Catch",2023,"Summer",0
"451","MAC24-WTIB-21AUG2023","2023-08-21","Webb Tract Island and Berms","WTIB-CH-N","MAC","Fish UNID",2023,"Summer",108.825343020833
"452","MAC25-CHIP-15MAY2023","2023-05-15","Chipps Island","CHIP-UNK","MAC","No Catch",2023,"Spring",0
"453","MAC25-CHIP-15MAY2023","2023-05-15","Chipps Island","CHIP-UNK","MAC","Fish Eggs",2023,"Spring",70.0341210120764
"454","MAC25-CHIP-15MAY2023","2023-05-15","Chipps Island","CHIP-UNK","MAC","Fish UNID",2023,"Spring",70.0341210120764
"455","MAC25-CHIP-15MAY2023","2023-05-15","Chipps Island","CHIP-UNK","MAC","Prickly Sculpin*",2023,"Spring",490.238847084535
"456","MAC25-CHIP-15MAY2023","2023-05-15","Chipps Island","CHIP-UNK","MAC","Sacramento Splittail*",2023,"Spring",70.0341210120764
"457","MAC25-CHIP-15MAY2023","2023-05-15","Chipps Island","CHIP-UNK","MAC","Striped Bass",2023,"Spring",490.238847084535
"458","MAC25-CHIP-15MAY2023","2023-05-15","Chipps Island","CHIP-UNK","MAC","Threadfin Shad",2023,"Spring",70.0341210120764
"459","MAC25-PEYT-13APR2023","2023-04-13","Peytonia-Suisun","PEYT-PEYT","MAC","No Catch",2023,"Spring",0
"460","MAC25-PEYT-13APR2023","2023-04-13","Peytonia-Suisun","PEYT-PEYT","MAC","Fish Eggs",2023,"Spring",168.859388667332
"461","MAC25-PEYT-13APR2023","2023-04-13","Peytonia-Suisun","PEYT-PEYT","MAC","Prickly Sculpin*",2023,"Spring",5487.93013168829
