"","SampleID_frp","OrganismCode","OrganismId","SampleID_key","VisitNo","QAQC.x","GearType","GearTypeAbbreviation","Habitat","SeineCode","TowDirection","HabitatMorphology","DepthOfWater","CableOut","LengthOfTrawl","Width","Netter","StartTime","EndTime","Duration","PercentOpen","DepthOfSample","LatitudeStart","LongitudeStart","LatitudeEnd","LongitudeEnd","NetMeterSerial","NetMeterStart","NetMeterEnd","Volts","DutyCycle","Amps","PulseRate","VolumeEstimated","SeineDeploymentType","GearDetail","Silt","Sand","Gravel","Cobble","Boulder","Organics","MassOfStandardLow","MassOfStandardHigh","QuestionableData.x","VegetationInSample","FlowType","DragMethod","NetNumber","CodEnd","CodEndPercent","GpsUnit","GpsAccuracy","DepthSource","Comments","Flagged_Data","QAQC.y","Boat","Crew","Location","Visit.Date","Station","Weather","WindWaves","WindDirection","Tide","Secchi","SurfTemp","DO","SC","pH","Turbidity","Phycocyanin","Chlorophyll","FDOM","Microcystis","SondeNo","Wetland","DataQuality","QuestionableData.y","SiteComments","Visit.Date2","year","month","DateTime","Season","DepthSource2","DepthOfWater2","DepthMeters","volume","SeineCode2","Casts","rotations","rotation.final","rpm","ave_vol","FishId","TotalCatch","PlusCount","IDer","IdDate","PercentSampled","FishCatchNotes","EntryOrder","FishLength","FishWeight","Hai","FinsHai","SkinHai","EyesHai","ParasiteHai","GillsHai","DeformHai","TagYear","TagSerial","AdClip","Mortality","FishLengthComments","FishCode","Code_UCDAVIS","Code_YBFM","CommonName","Category","Species","Genus","Family","Order","Class","Phylum","Native","State.Status","Federal.Status","Status.Abrev","LifeStage","FishDiet","Legend_Clams","Legend_Fish_Color_hex","Legend_Fish","Legend_Macro","Legend_Meso","Analy","Analy2","CN","length_count","fish4$SampleID_frp","fish4$CommonName","count_check","CPUEbySpp","CPUEbySpp2","tCPUE","PercentComp","fish5$SampleID_frp","fish5$CommonName"
"364","LAMOPE12-HONK-08FEB2023","136",195,12329,7329,"true","Seine","LAMOPE","","1. No twists; snags; or tears"," 2= against flow"," ",1.7,NA,NA,NA,"","15:16","",NA,NA,NA,38.077105,121.90784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",3,NA," 0%"," ",NA,""," not paired. gps 5; accuracy 2m. ",NA,"true","Mudsucker","CB;ED;GU;GN;GP","Honker-Spoonbill","02/08/2023","HONK-HONK","1=0-33% clouds","0=Calm; glassy"," NE"," 2=ebb",26,11.9,10.79,418,7.7,25,0.33,0.61,14.9," 1=absent",2," Inside",NA," false"," LS = LEIGH SANDERS GUEST  ",2023-02-08,2023,2,"2023-02-08 15:16","Winter","",2,2,206.41862200576," 1. No twists; snags; or tears",NA,NA,NA,NA,NA,14580,1,1,"","",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","","","EXOPAL","EXOPAL","SHR","Siberian Prawn","Invertebrate","modestus","Exopalaemon","Palaemonidae","Decapoda","Malacostraca","Arthropoda","Introduced","","","","adult",TRUE,"Present",NA,"","Decapoda Adult","Decapoda","Decapoda","Decapoda","Exopalaemon",NA,"LAMOPE12-HONK-08FEB2023","Siberian Prawn",NA,48.4452415331062,0,145.335724599319,0,"LAMOPE12-HONK-08FEB2023","Siberian Prawn"
"365","LAMOPE12-HONK-12JAN2023","136",195,12265,7261,"true","Seine","LAMOPE","","2. Partial twist; snag; or tear"," 2= against flow"," ",5.6,NA,NA,NA,"","14:03","",NA,NA,NA,38.055171,121.894993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",1,NA," 0%"," ",NA,""," gps 5; accuracy 2. not paired. code 2: depth",NA,"true","Mudsucker","MA;AC;ED;GP","Honker-Spoonbill","01/12/2023","HONK-SPOON","3=66-100% clouds","1=wind 1-3 mph; scaley ripples"," NE"," 2=ebb",12,10.5,10.13,153,7.5,97.4,0.94,0.6,14.4," 1=absent",1," Inside",NA," false"," ",2023-01-12,2023,1,"2023-01-12 14:03","Winter","",5.9,5.9,332.7," 2. Partial twist; snag; or tear",NA,NA,NA,NA,NA,14401,2,2,"","",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","","","EXOPAL","EXOPAL","SHR","Siberian Prawn","Invertebrate","modestus","Exopalaemon","Palaemonidae","Decapoda","Malacostraca","Arthropoda","Introduced","","","","adult",TRUE,"Present",NA,"","Decapoda Adult","Decapoda","Decapoda","Decapoda","Exopalaemon",NA,"LAMOPE12-HONK-12JAN2023","Siberian Prawn",NA,60.1142170123234,0,0,NA,"LAMOPE12-HONK-12JAN2023","Siberian Prawn"
"366","LAMOPE12-HONK-15MAR2023","9999",345,12405,7385,"true","Seine","LAMOPE","","2. Partial twist; snag; or tear"," 2= against flow"," ",5.5,NA,NA,NA,"","13:43","",NA,NA,NA,38.05487,121.895271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",3,NA," 0%"," ",NA,""," gps 5; accuracy 3m. not paired. code 2: depth",NA,"true","Mudsucker","DMC;ED;AM;KMP","Honker-Spoonbill","03/15/2023","HONK-SPOON","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 2=ebb",18,10,11.03,127,7.5,43.3,0.5,0.5,10.2," 1=absent",1," Inside",NA," false"," ",2023-03-15,2023,3,"2023-03-15 13:43","Spring","",5.8,5.8,332.7," 2. Partial twist; snag; or tear",NA,NA,NA,NA,NA,14787,0,0,"","",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","","","NOFISH","NOFISHCTCH","NONE","No Catch","Fish","","","","","","","","","","","",FALSE,"Present",NA,"No Catch","","","","","No Catch",NA,"LAMOPE12-HONK-15MAR2023","No Catch",NA,0,0,0,NA,"LAMOPE12-HONK-15MAR2023","No Catch"
"367","LAMOPE12-HONK-17NOV2022","9999",345,12186,7186,"true","Seine","LAMOPE","","1. No twists; snags; or tears"," 2= against flow"," ",2,NA,NA,NA,"","13:31","",NA,NA,NA,38.065259,121.93021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",1,NA," 0%"," ",NA,""," ",NA,"true","Mudsucker","AC;ED;GP;KS","Honker-Spoonbill","11/17/2022","HONK-HONK","2=33-66% clouds","0=Calm; glassy"," NA"," 2=ebb",62,13.9,9.59,11752,7.7,7.2,0.09,0.34,6.9," 1=absent",2," Inside",NA," false"," ",2022-11-17,2022,11,"2022-11-17 13:31","Fall","",2.3,2.3,232.751925056618," 1. No twists; snags; or tears",NA,NA,NA,NA,NA,14231,0,0,"","",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","","","NOFISH","NOFISHCTCH","NONE","No Catch","Fish","","","","","","","","","","","",FALSE,"Present",NA,"No Catch","","","","","No Catch",NA,"LAMOPE12-HONK-17NOV2022","No Catch",NA,0,0,0,NA,"LAMOPE12-HONK-17NOV2022","No Catch"
"368","LAMOPE12-NURS-03MAY2023","110217",1381,13478,8076,"true","Seine","LAMOPE","","1. No twists; snags; or tears"," 2= against flow"," ",1.2,NA,NA,NA,"","16:13","",NA,NA,NA,38.184441,121.900581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",3,NA," 34-66%"," ",NA,""," depth from handheld. majority of veg was dead tule fragments. gps 5; accuracy 2m. not paired",NA,"true","Mudsucker","DMC;ED;AM","Nurse-Denverton","05/03/2023","NURS-EXT-BRAD-E","3=66-100% clouds","1=wind 1-3 mph; scaley ripples"," S"," 2=ebb",NA,16.6,8.66,1024,7.4,26.2,1.14,1.83,34.7," 1=absent",1," Inside",NA," false"," ",2023-05-03,2023,5,"2023-05-03 16:13","Spring","Handheld depth finder",1.2,1.2,128.699383986074," 1. No twists; snags; or tears",NA,NA,NA,NA,NA,15378,1,0,"","",NA,"",29999,30,NA,"true",0,0,0,0,0,0,NA,"","false","false","","KILSPP","","KLF","Killifish spp.","Fish","","Lucania","Cyprinodontidae","Cyprinodontiformes","Osteichthyes","Chordata","Introduced","","","","adult",NA,"",NA,"Killifish spp.","","","","","",1,"LAMOPE12-NURS-03MAY2023","Killifish spp.",0,77.7004496080734,77.7004496080734,2641.8152866745,0.0294117647058824,"LAMOPE12-NURS-03MAY2023","Killifish spp."
"369","LAMOPE12-NURS-16MAR2023","9999",345,12464,7444,"true","Seine","LAMOPE","","2. Partial twist; snag; or tear"," 2= against flow"," ",3.6,NA,NA,NA,"","13:50","",NA,NA,NA,38.174587,121.92253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",3,NA," 0%"," ",NA,""," gps 5; accuracy 3m. not paired. ",NA,"true","Mudsucker","AC;ED;AM;GP","Nurse-Denverton","03/16/2023","NURS-LHB-SW","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," N"," 2=ebb",29,13.2,9.29,1241,7.4,28,0.38,0.76,24.3," 1=absent",1," Inside",NA," false"," ",2023-03-16,2023,3,"2023-03-16 13:50","Spring","",3.9,3.9,332.7," 2. Partial twist; snag; or tear",NA,NA,NA,NA,NA,14859,0,0,"","",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","","","NOFISH","NOFISHCTCH","NONE","No Catch","Fish","","","","","","","","","","","",FALSE,"Present",NA,"No Catch","","","","","No Catch",NA,"LAMOPE12-NURS-16MAR2023","No Catch",NA,0,0,0,NA,"LAMOPE12-NURS-16MAR2023","No Catch"
"370","LAMOPE12-NURS-21DEC2022","197",315,12159,7158,"true","Seine","LAMOPE","","1. No twists; snags; or tears"," 2= against flow"," ",1.9,NA,NA,NA,"","13:15","",NA,NA,NA,38.195519,121.912607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",3,NA," 0%"," ",NA,""," gps 5; accuracy 2m. not paired. splittail caught in wing (gilled). mudcrab found on deck.",NA,"true","Mudsucker","AC;DMC;SH;KS","Nurse-Denverton","12/21/2022","NURS-EXT-BRAD-E","3=66-100% clouds","1=wind 1-3 mph; scaley ripples"," NE"," 2=ebb",52,8.7,10.22,6710,7.4,12.8,0.26,0.5,13.2," 1=absent",2," ",NA," false"," HEXAGON 68",2022-12-21,2022,12,"2022-12-21 13:15","Fall","",2.2,2.2,224.14454593097," 1. No twists; snags; or tears",NA,NA,NA,NA,NA,14160,47,17,"","",NA,"",26812,63,NA,"true",0,0,0,0,0,0,NA,"","false","false","","MISSIL","ISS","MSS","Mississippi Silverside","Fish","berryllia","Menidia","Atherinopsidae","Atheriniformes","Actinopterygii","Chordata","Introduced","","","","larvae",FALSE,"Present",NA,"Mississippi Silverside","Fish Larvae","Fish Larvae","fish","fish","Mississippi Silverside",30,"LAMOPE12-NURS-21DEC2022","Mississippi Silverside",0,2096.86119306578,2096.86119306578,2141.47526100335,0.979166666666667,"LAMOPE12-NURS-21DEC2022","Mississippi Silverside"
"371","LAMOPE12-NURS-21NOV2022","238",480,12201,7201,"true","Seine","LAMOPE","","1. No twists; snags; or tears"," 2= against flow"," ",2,NA,NA,NA,"","13:35","",NA,NA,NA,38.197995,121.920481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",1,NA," 0%"," ",NA,""," gps 5; accuracy 2m. not paired.",NA,"true","Mudsucker","ED;SH;GP;KS","Nurse-Denverton","11/21/2022","NURS-UNK","1=0-33% clouds","0=Calm; glassy"," NE"," 2=ebb",NA,NA,NA,NA,NA,NA,NA,NA,NA," ",2," Inside",NA," false"," WATER QUALITY SAME AS PREVIOUS SET",2022-11-21,2022,11,"2022-11-21 13:35","Fall","",2.3,2.3,232.751925056618," 1. No twists; snags; or tears",NA,NA,NA,NA,NA,14253,1,0,"","",NA,"",27454,444,NA,"true",0,0,0,0,0,0,NA,"","false","false","","STRBAS","SB","STB","Striped Bass","Fish","saxatilis","Morone","Moronidae","Perciformes","Actinopterygii","Chordata","Introduced","","","","larvae",FALSE,"Present",NA,"Striped Bass","Fish Larvae","Fish Larvae","fish","fish","Striped Bass",1,"LAMOPE12-NURS-21NOV2022","Striped Bass",0,42.9641988893001,42.9641988893001,42.9641988893001,1,"LAMOPE12-NURS-21NOV2022","Striped Bass"
"372","LAMOPE12-PEYT-28FEB2023","9999",345,12372,7352,"true","Seine","LAMOPE","","2. Partial twist; snag; or tear"," 2= against flow"," ",4.5,NA,NA,NA,"","14:11","",NA,NA,NA,38.223295,122.032035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",3,NA," 0%"," ",NA,""," gps 5; accuracy 2m. not paired.",NA,"true","Mudsucker","AC;DMC;ED;GU;GN","Peytonia-Suisun","02/28/2023","PEYT-SUIS","4=rain","2= wind 4-7 mph; small wavelets"," SW"," 2=ebb",15,8.7,9.75,2857,7.7,48.6,0.55,2.42,37," 1=absent",2," Inside",NA," false"," Guest: Leigh Sanders",2023-02-28,2023,2,"2023-02-28 14:11","Winter","",4.8,4.8,332.7," 2. Partial twist; snag; or tear",NA,NA,NA,NA,NA,14700,0,0,"","",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","","","NOFISH","NOFISHCTCH","NONE","No Catch","Fish","","","","","","","","","","","",FALSE,"Present",NA,"No Catch","","","","","No Catch",NA,"LAMOPE12-PEYT-28FEB2023","No Catch",NA,0,0,0,NA,"LAMOPE12-PEYT-28FEB2023","No Catch"
"373","LAMOPE13-BROA-12JAN2023","136",195,12266,7262,"true","Seine","LAMOPE","","2. Partial twist; snag; or tear"," 2= against flow"," ",3.4,NA,NA,NA,"","14:26","",NA,NA,NA,38.048597,121.848221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",1,NA," 0%"," ",NA,""," gps 5; accuracy 2. not paired. seine code 2 -depth",NA,"true","Mudsucker","MA;AC;ED;GP","Broad Slough","01/12/2023","BROA-INT","3=66-100% clouds","1=wind 1-3 mph; scaley ripples"," E"," 4=flood",21,10.6,9.85,211,7.4,62.4,0.81,0.69,22.6," 1=absent",1," Inside",NA," false"," ",2023-01-12,2023,1,"2023-01-12 14:26","Winter","",3.7,3.7,332.7," 2. Partial twist; snag; or tear",NA,NA,NA,NA,NA,14404,2,2,"","",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","","","EXOPAL","EXOPAL","SHR","Siberian Prawn","Invertebrate","modestus","Exopalaemon","Palaemonidae","Decapoda","Malacostraca","Arthropoda","Introduced","","","","adult",TRUE,"Present",NA,"","Decapoda Adult","Decapoda","Decapoda","Decapoda","Exopalaemon",NA,"LAMOPE13-BROA-12JAN2023","Siberian Prawn",NA,60.1142170123234,0,90.1713255184851,0,"LAMOPE13-BROA-12JAN2023","Siberian Prawn"
"374","LAMOPE13-BROA-15MAR2023","9999",345,12406,7386,"true","Seine","LAMOPE","","2. Partial twist; snag; or tear"," 2= against flow"," ",8.3,NA,NA,NA,"","14:10","",NA,NA,NA,38.062048,121.849328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",3,NA," 0%"," ",NA,""," gps 5; accuracy 3m. not paired. code 2 b/c of depth; wind blew us over the net",NA,"true","Mudsucker","DMC;ED;AM;KMP","Broad Slough","03/15/2023","BROA-EXT","1=0-33% clouds","2= wind 4-7 mph; small wavelets"," W"," 2=ebb",38,11.7,10.42,207,7.6,17.5,0.41,0.56,20.6," 1=absent",1," Inside",NA," false"," ",2023-03-15,2023,3,"2023-03-15 14:10","Spring","",8.6,8.6,332.7," 2. Partial twist; snag; or tear",NA,NA,NA,NA,NA,14788,0,0,"","",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","","","NOFISH","NOFISHCTCH","NONE","No Catch","Fish","","","","","","","","","","","",FALSE,"Present",NA,"No Catch","","","","","No Catch",NA,"LAMOPE13-BROA-15MAR2023","No Catch",NA,0,0,0,NA,"LAMOPE13-BROA-15MAR2023","No Catch"
"375","LAMOPE13-BROW-05APR2023","8",115,12535,7495,"true","Seine","LAMOPE","","1. No twists; snags; or tears"," 2= against flow"," ",1,NA,NA,NA,"","15:28","",NA,NA,NA,38.03895,121.857156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",3,NA," 0%"," ",NA,""," ",NA,"true","Mudsucker","AC;ED;AM;GN","Browns Island","04/05/2023","BROW-TP","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 4=flood",67,13,8.03,828,6.9,9.4,0.23,0.71,23.3," 1=absent",2," Inside",NA," false"," ",2023-04-05,2023,4,"2023-04-05 15:28","Spring","",1.3,1.3,139.010648691434," 1. No twists; snags; or tears",NA,NA,NA,NA,NA,14943,15,15,"","",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","","","CORBIC","CORBICULA","","Corbicula","Fish","fluminea","Corbicula","Corbiculidae","Veneroida","Bivalvia","Mollusca","","","","","adult",FALSE,"Corbicula",NA,"","Bivalvia","Other","Bivalvia","Mollusca","Corbicula",NA,"LAMOPE13-BROW-05APR2023","Corbicula",NA,1079.05402508379,0,0,NA,"LAMOPE13-BROW-05APR2023","Corbicula"
"376","LAMOPE13-CHIP-08FEB2023","9999",345,12330,7330,"true","Seine","LAMOPE","","1. No twists; snags; or tears"," 2= against flow"," ",2.5,NA,NA,NA,"","15:32","",NA,NA,NA,38.067256,121.91267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",3,NA," 0%"," ",NA,""," not paired. gps 5; accuracy 4m. ",NA,"true","Mudsucker","CB;ED;GU;GN;GP","Chipps Island","02/08/2023","CHIP-UNK","1=0-33% clouds","0=Calm; glassy"," NE"," 2=ebb",24,10.8,10.83,389,7.7,29.6,0.32,0.56,14.6," 1=absent",2," Inside",NA," false"," Guest: Leigh Sanders",2023-02-08,2023,2,"2023-02-08 15:32","Winter","",2.8,2.8,273.23299231529," 1. No twists; snags; or tears",NA,NA,NA,NA,NA,14581,0,0,"","",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","","","NOFISH","NOFISHCTCH","NONE","No Catch","Fish","","","","","","","","","","","",FALSE,"Present",NA,"No Catch","","","","","No Catch",NA,"LAMOPE13-CHIP-08FEB2023","No Catch",NA,0,0,0,NA,"LAMOPE13-CHIP-08FEB2023","No Catch"
"377","LAMOPE13-HONK-17NOV2022","197",315,12187,7187,"true","Seine","LAMOPE","","1. No twists; snags; or tears"," 2= against flow"," ",1.7,NA,NA,NA,"","13:46","",NA,NA,NA,38.077629,121.918252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",1,NA," 0%"," ",NA,""," ",NA,"true","Mudsucker","AC;ED;GP;KS","Honker-Spoonbill","11/17/2022","HONK-HONK","2=33-66% clouds","0=Calm; glassy"," NA"," 2=ebb",66,13.9,9.62,11347,7.7,7,0.11,0.45,6.9," 1=absent",2," Inside",NA," false"," ",2022-11-17,2022,11,"2022-11-17 13:46","Fall","",2,2,206.41862200576," 1. No twists; snags; or tears",NA,NA,NA,NA,NA,14232,4,0,"","",NA,"",27389,69,NA,"true",0,0,0,0,0,0,NA,"","false","false","","MISSIL","ISS","MSS","Mississippi Silverside","Fish","berryllia","Menidia","Atherinopsidae","Atheriniformes","Actinopterygii","Chordata","Introduced","","","","larvae",FALSE,"Present",NA,"Mississippi Silverside","Fish Larvae","Fish Larvae","fish","fish","Mississippi Silverside",4,"LAMOPE13-HONK-17NOV2022","Mississippi Silverside",0,193.780966132425,193.780966132425,193.780966132425,1,"LAMOPE13-HONK-17NOV2022","Mississippi Silverside"
"378","LAMOPE13-NURS-21NOV2022","197",315,12202,7202,"true","Seine","LAMOPE","","1. No twists; snags; or tears"," 2= against flow"," ",2.2,NA,NA,NA,"","13:53","",NA,NA,NA,38.196199,121.913549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",1,NA," 0%"," ",NA,""," ",NA,"true","Mudsucker","ED;SH;GP;KS","Nurse-Denverton","11/21/2022","NURS-UNK","1=0-33% clouds","0=Calm; glassy"," NE"," 2=ebb",68,11.4,9.78,9936,7.5,7.8,0.19,0.83,14.6," 1=absent",2," Inside",NA," false"," ",2022-11-21,2022,11,"2022-11-21 13:53","Fall","",2.5,2.5,249.455517634," 1. No twists; snags; or tears",NA,NA,NA,NA,NA,14256,54,24,"","",NA,"",27484,72,NA,"true",0,0,0,0,0,0,NA,"","false","false","","MISSIL","ISS","MSS","Mississippi Silverside","Fish","berryllia","Menidia","Atherinopsidae","Atheriniformes","Actinopterygii","Chordata","Introduced","","","","larvae",FALSE,"Present",NA,"Mississippi Silverside","Fish Larvae","Fish Larvae","fish","fish","Mississippi Silverside",30,"LAMOPE13-NURS-21NOV2022","Mississippi Silverside",0,2164.71459569912,2164.71459569912,2244.88921035465,0.964285714285714,"LAMOPE13-NURS-21NOV2022","Mississippi Silverside"
"379","LAMOPE13-PEYT-28FEB2023","197",315,12373,7353,"true","Seine","LAMOPE","","1. No twists; snags; or tears"," 2= against flow"," ",0.9,NA,NA,NA,"","14:28","",NA,NA,NA,38.2082,122.034395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",3,NA," 0%"," ",NA,""," gps 5; accuracy 2m. not paired.",NA,"true","Mudsucker","AC;DMC;ED;GU;GN","Peytonia-Suisun","02/28/2023","PEYT-SUIS","3=66-100% clouds","2= wind 4-7 mph; small wavelets"," SW"," 2=ebb",19,8.8,10.05,2975,7.8,44.7,0.48,2.06,39.4," 1=absent",2," Inside",NA," false"," LEIGH SANDERS IS GUEST",2023-02-28,2023,2,"2023-02-28 14:28","Winter","",1.2,1.2,128.699383986074," 1. No twists; snags; or tears",NA,NA,NA,NA,NA,14701,1,0,"","",NA,"",28506,79,NA,"true",0,0,0,0,0,0,NA,"","false","false","","MISSIL","ISS","MSS","Mississippi Silverside","Fish","berryllia","Menidia","Atherinopsidae","Atheriniformes","Actinopterygii","Chordata","Introduced","","","","larvae",FALSE,"Present",NA,"Mississippi Silverside","Fish Larvae","Fish Larvae","fish","fish","Mississippi Silverside",1,"LAMOPE13-PEYT-28FEB2023","Mississippi Silverside",0,77.7004496080734,77.7004496080734,77.7004496080734,1,"LAMOPE13-PEYT-28FEB2023","Mississippi Silverside"
"380","LAMOPE13-WINT-18MAY2023","9999",345,13423,8023,"true","Seine","LAMOPE","","1. No twists; snags; or tears"," 2= against flow"," ",2.5,NA,NA,NA,"","13:41","",NA,NA,NA,38.030086,121.841663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",3,NA," 0%"," ",NA,""," gps 6 accuracy 3m. depth from handheld.",NA,"true","Mudsucker","MA;ED;SH;KMP","Winter Island","05/18/2023","WINT-CH-INT","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NW"," 4=flood",69,19.6,8.75,129,7.5,8.9,0.11,0.55,9.2," 1=absent",2," Inside",NA," false"," ",2023-05-18,2023,5,"2023-05-18 13:41","Spring","Handheld depth finder",2.5,2.5,249.455517634," 1. No twists; snags; or tears",NA,NA,NA,NA,NA,15234,0,0,"","",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","","","NOFISH","NOFISHCTCH","NONE","No Catch","Fish","","","","","","","","","","","",FALSE,"Present",NA,"No Catch","","","","","No Catch",NA,"LAMOPE13-WINT-18MAY2023","No Catch",NA,0,0,0,NA,"LAMOPE13-WINT-18MAY2023","No Catch"
"381","LAMOPE14-BROA-12JAN2023","967",436,12267,7263,"true","Seine","LAMOPE","","2. Partial twist; snag; or tear"," 2= against flow"," ",3.8,NA,NA,NA,"","14:42","",NA,NA,NA,38.038558,121.844333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",1,NA," 0%"," ",NA,""," gps 5; accuracy 2. not paired. seine code 2 - depth",NA,"true","Mudsucker","MA;AC;ED;GP","Broad Slough","01/12/2023","BROA-INT","3=66-100% clouds","1=wind 1-3 mph; scaley ripples"," E"," 4=flood",17,10.6,10.14,206,7.4,68.7,0.85,0.71,22.6," 1=absent",1," Inside",NA," false"," ",2023-01-12,2023,1,"2023-01-12 14:42","Winter","",4.1,4.1,332.7," 2. Partial twist; snag; or tear",NA,NA,NA,NA,NA,14405,1,0,"","",NA,"",28117,466,NA,"true",0,0,0,0,0,0,NA,"","false","false","","SACPIK","SPM","SAPM","Sacramento Pikeminnow","Fish","grandis","Ptychocheilus","Cyprinidae","Cypriniformes","Actinopterygii","Chordata","Native","","","","",FALSE,"Present",NA,"Sacramento Pikeminnow","Fish Larvae","Fish Larvae","fish","fish","Sacramento Pikeminnow",1,"LAMOPE14-BROA-12JAN2023","Sacramento Pikeminnow",0,30.0571085061617,30.0571085061617,30.0571085061617,1,"LAMOPE14-BROA-12JAN2023","Sacramento Pikeminnow"
"382","LAMOPE14-BROA-15MAR2023","9999",345,12407,7387,"true","Seine","LAMOPE","","2. Partial twist; snag; or tear"," 2= against flow"," ",5.5,NA,NA,NA,"","14:26","",NA,NA,NA,38.0474,121.842021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",3,NA," 0%"," ",NA,""," gps 5; accuracy 5m. not paired. code 2: depth",NA,"true","Mudsucker","DMC;ED;AM;KMP","Broad Slough","03/15/2023","BROA-EXT","1=0-33% clouds","2= wind 4-7 mph; small wavelets"," W"," 2=ebb",38,10.9,10.45,167,7.5,28.9,0.48,0.66,16.7," 1=absent",1," Inside",NA," false"," ",2023-03-15,2023,3,"2023-03-15 14:26","Spring","",5.8,5.8,332.7," 2. Partial twist; snag; or tear",NA,NA,NA,NA,NA,14789,0,0,"","",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","","","NOFISH","NOFISHCTCH","NONE","No Catch","Fish","","","","","","","","","","","",FALSE,"Present",NA,"No Catch","","","","","No Catch",NA,"LAMOPE14-BROA-15MAR2023","No Catch",NA,0,0,0,NA,"LAMOPE14-BROA-15MAR2023","No Catch"
