"SampleID_key","SampleID_frp","VisitNo","QAQC","GearType","GearTypeAbbreviation","Habitat","SeineCode","TowDirection","HabitatMorphology","DepthOfWater","CableOut","LengthOfTrawl","Width","Netter","StartTime","EndTime","Duration","PercentOpen","DepthOfSample","LatitudeStart","LongitudeStart","LatitudeEnd","LongitudeEnd","NetMeterSerial","NetMeterStart","NetMeterEnd","Volts","DutyCycle","Amps","PulseRate","VolumeEstimated","SeineDeploymentType","GearDetail","Silt","Sand","Gravel","Cobble","Boulder","Organics","MassOfStandardLow","MassOfStandardHigh","QuestionableData","VegetationInSample","FlowType","DragMethod","NetNumber","CodEnd","CodEndPercent","GpsUnit","GpsAccuracy","DepthSource","Comments","newStation","fixedLatStart","fixedLongStart","fixedLatEnd","fixedLongEnd"
13275,"EAV24-PEYT-13APR2023",7928,"true","MI","EAV",""," "," "," Channel edge",0.4,NA,NA,NA,"","12:31","",NA,NA,0.2,38.231794,122.027476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," 3",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," Garmin 6",3," "," ~35 stems for eav","PEYT-PEYT",38.2268473333333,-122.036235,NA,NA
13276,"PPG24-PEYT-13APR2023",7928,"true","MI","PPG",""," "," "," Channel edge",0.9,NA,NA,NA,"","12:31","",NA,NA,0.9,38.231794,122.027476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," 1",95,0,0,0,0,5,NA,NA," false"," "," ","","",NA," "," Garmin 6",3," "," ","PEYT-PEYT",38.2268473333333,-122.036235,NA,NA
13277,"MAC25-PEYT-13APR2023",7929,"true","Trawl","MAC",""," "," 2= against flow"," Channel",3.3,NA,NA,NA,"","13:43","13:53",10,NA,NA,38.230068,122.033946,38.226402,122.035253,31511,459047,481494,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","1.Boat","5",5," "," Garmin 6",3," "," ","PEYT-PEYT",38.2251213333333,-122.042705,38.2214553333333,-122.044012
13278,"ZOOP25-PEYT-13APR2023",7929,"true","Trawl","ZOOP",""," "," 2= against flow"," Channel",2.9,NA,NA,NA,"","13:43","13:48",5,NA,NA,38.230068,122.033946,38.228475,122.034245,31512,179165,188446,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","1.Boat","1",1," "," Garmin 6",3," "," ","PEYT-PEYT",38.2251213333333,-122.042705,38.2235283333333,-122.043004
13279,"NT25-PEYT-13APR2023",7929,"true","Trawl","NT",""," "," 2= against flow"," Channel",2.9,NA,NA,NA,"","13:43","13:48",5,NA,NA,38.230068,122.033946,38.228475,122.034245,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","1.Boat","",NA," "," Garmin 6",3," "," ","PEYT-PEYT",38.2251213333333,-122.042705,38.2235283333333,-122.043004
13280,"EAV21-BROA-30MAY2023",7930,"true","MI","EAV",""," "," "," Channel edge",0.8,NA,NA,NA,"","11:18","",NA,NA,0.4,38.029703,121.840152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," 3",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," Garmin 5",3," "," 52 STEMS SAMPLED.","BROA-INT",38.029703,-121.840152,NA,NA
13281,"EAV25-PEYT-13APR2023",7929,"true","MI","EAV",""," "," "," Channel edge",0.4,NA,NA,NA,"","13:59","",NA,NA,0.2,38.228758,122.03405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," 3",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," ",NA," "," eav = 15 stems","PEYT-PEYT",38.2238113333333,-122.042809,NA,NA
13282,"PPG25-PEYT-13APR2023",7929,"true","MI","PPG",""," "," "," Channel edge",1.2,NA,NA,NA,"","13:59","",NA,NA,1.2,38.228758,122.03405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," 1",90,0,0,0,0,10,NA,NA," false"," "," ","","",NA," "," Garmin 6",3," "," ","PEYT-PEYT",38.2238113333333,-122.042809,NA,NA
13283,"PPG21-BROA-30MAY2023",7930,"true","MI","PPG",""," "," "," Channel edge",2,NA,NA,NA,"","11:18","",NA,NA,2,38.029703,121.840152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," 1",30,10,0,0,0,60,NA,NA," false"," "," ","","",NA," "," Garmin 5",3," "," ","BROA-INT",38.029703,-121.840152,NA,NA
13284,"PHY31-BROA-30MAY2023",7930,"true","Phyto","PHY",""," "," "," Channel edge",2,NA,NA,NA,"","","",NA,NA,2,38.029703,121.840152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," Garmin 5",3," "," benthic","BROA-INT",38.029703,-121.840152,NA,NA
13285,"PHY32-BROA-30MAY2023",7930,"true","Phyto","PHY",""," "," "," Channel edge",0.8,NA,NA,NA,"","","",NA,NA,0.1,38.029703,121.840152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," Garmin 5",3," "," epiphytic","BROA-INT",38.029703,-121.840152,NA,NA
13286,"PHY33-BROA-30MAY2023",7930,"true","Phyto","PHY",""," "," "," Channel edge",0.8,NA,NA,NA,"","","",NA,NA,0.1,38.029703,121.840152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," Garmin 5",3," "," pelagic","BROA-INT",38.029703,-121.840152,NA,NA
13287,"EAV11-MINE-27APR2023",7931,"true","MI","EAV",""," "," "," Channel edge",1.1,NA,NA,NA,"","08:36","",NA,NA,0.6,38.239235,121.658782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," 3",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," Garmin 6",3," "," ~ 25 stems sampled","MINE-S",38.2342883333333,-121.667541,NA,NA
13288,"PPG11-MINE-27APR2023",7931,"true","MI","PPG",""," "," "," Channel edge",1.2,NA,NA,NA,"","08:36","",NA,NA,1.2,38.239235,121.658782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," 1",70,0,0,0,0,30,NA,NA," false"," "," ","","",NA," "," Garmin 6",3," "," ","MINE-S",38.2342883333333,-121.667541,NA,NA
13289,"FAV11-MINE-27APR2023",7932,"true","MI","FAV",""," "," "," Channel edge",2.4,NA,NA,NA,"","09:21","",NA,NA,0.3,38.250478,121.653363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," 3",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," Garmin 6",3," "," fav likely alligatorweed but not 100% sure; plant sample is in the jar for ID in lab","MINE-SPUR-S",38.2455313333333,-121.662122,NA,NA
13290,"PPG12-MINE-27APR2023",7932,"true","MI","PPG",""," "," "," Channel edge",3,NA,NA,NA,"","09:21","",NA,NA,3,38.250478,121.653363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," 1",50,0,0,0,0,50,NA,NA," false"," "," ","","",NA," "," Garmin 6",3," "," ","MINE-SPUR-S",38.2455313333333,-121.662122,NA,NA
13291,"EAV12-MINE-27APR2023",7933,"true","MI","EAV",""," "," "," Channel edge",0.8,NA,NA,NA,"","10:27","",NA,NA,0.4,38.295313,121.633932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," 3",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," Garmin 6",3," "," ~22 stems sampled","MINE-N",38.2903663333333,-121.642691,NA,NA
13292,"PPG13-MINE-27APR2023",7933,"true","MI","PPG",""," "," "," Channel edge",0.9,NA,NA,NA,"","10:27","",NA,NA,0.9,38.295313,121.633932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," 1",85,0,0,0,0,15,NA,NA," false"," "," ","","",NA," "," Garmin 6",3," "," ","MINE-N",38.2903663333333,-121.642691,NA,NA
13293,"EAV22-BROA-30MAY2023",7934,"true","MI","EAV",""," "," "," Channel edge",0.7,NA,NA,NA,"","11:49","",NA,NA,0.4,38.031041,121.838158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," 3",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," Garmin 5",2," "," 80 stems sampled.","BROA-INT",38.031041,-121.838158,NA,NA
13294,"PPG22-BROA-30MAY2023",7934,"true","MI","PPG",""," "," "," Channel edge",1.3,NA,NA,NA,"","11:49","",NA,NA,1.3,38.031041,121.838158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," 1",50,10,0,0,0,40,NA,NA," false"," "," ","","",NA," "," Garmin 5",2," "," ","BROA-INT",38.031041,-121.838158,NA,NA
13295,"PHY34-BROA-30MAY2023",7934,"true","Phyto","PHY",""," "," "," Channel edge",1.3,NA,NA,NA,"","","",NA,NA,1.3,38.031041,121.838158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," Garmin 5",2," "," BENTHIC","BROA-INT",38.031041,-121.838158,NA,NA
13296,"PHY35-BROA-30MAY2023",7934,"true","Phyto","PHY",""," "," "," Channel edge",0.7,NA,NA,NA,"","","",NA,NA,0.1,38.031041,121.838158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," Garmin 5",2," "," EPIPHYTIC; PHRAG","BROA-INT",38.031041,-121.838158,NA,NA
13297,"PHY36-BROA-30MAY2023",7934,"true","Phyto","PHY",""," "," "," Channel edge",0.3,NA,NA,NA,"","","",NA,NA,0.1,38.031041,121.838158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," Garmin 5",2," "," PELAGIC","BROA-INT",38.031041,-121.838158,NA,NA
13298,"EAV23-BROA-30MAY2023",7937,"true","MI","EAV",""," "," "," Channel edge",1,NA,NA,NA,"","00:00","",NA,NA,0.5,38.048061,121.847749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," 3",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," Garmin 5",2," "," 40 stems sampled; no species info","BROA-INT",38.048061,-121.847749,NA,NA
13299,"PPG23-BROA-30MAY2023",7937,"true","MI","PPG",""," "," "," Channel edge",2.2,NA,NA,NA,"","00:00","",NA,NA,2.2,38.048061,121.847749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," 1",50,0,0,0,0,50,NA,NA," false"," "," ","","",NA," "," ",NA," "," ","BROA-INT",38.048061,-121.847749,NA,NA
13300,"EAV13-MINE-27APR2023",7936,"true","MI","EAV",""," "," "," Channel edge",0.4,NA,NA,NA,"","11:12","",NA,NA,0.3,38.282378,121.628982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," 3",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," Garmin 6",3," "," eav species is a rush of some sort that is abundant at shore but not one of the big 3. photos and samples taken to further id (Aischa) in a baggie. update 5/8/23: eav is juncus spp. according to Aischa. ~50 individuals sampled","MINE-M",38.2774313333333,-121.637741,NA,NA
13301,"PHY37-BROA-30MAY2023",7937,"true","Phyto","PHY",""," "," "," Channel edge",2.2,NA,NA,NA,"","","",NA,NA,2.2,38.048061,121.847749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," Garmin 5",2," "," benthic; was entered as PHY37-WINT-30MAY2023. Corrected to match datasheet and inventory- cb.","BROA-INT",38.048061,-121.847749,NA,NA
13302,"PHY38-BROA-30MAY2023",7937,"true","Phyto","PHY",""," "," "," Channel edge",1,NA,NA,NA,"","","",NA,NA,0.1,38.048061,121.847749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," Garmin 5",2," "," epiphytic; Tule","BROA-INT",38.048061,-121.847749,NA,NA
13303,"PHY39-BROA-30MAY2023",7937,"true","Phyto","PHY",""," "," "," Channel edge",1,NA,NA,NA,"","","",NA,NA,0.1,38.048061,121.847749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," Garmin 5",2," "," pelagic","BROA-INT",38.048061,-121.847749,NA,NA
13304,"PPG14-MINE-27APR2023",7936,"true","MI","PPG",""," "," "," Channel edge",0.8,NA,NA,NA,"","11:12","",NA,NA,0.8,38.282378,121.628982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," 1",20,40,20,0,0,20,NA,NA," false"," "," ","","",NA," "," Garmin 6",3," "," ","MINE-M",38.2774313333333,-121.637741,NA,NA
13305,"EAV24-BROA-30MAY2023",7938,"true","MI","EAV",""," "," "," Channel edge",1.2,NA,NA,NA,"","13:07","",NA,NA,0.9,38.05278,121.849239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," 3",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," Garmin 5",2," "," 38 stems sampled.","BROA-INT",38.05278,-121.849239,NA,NA
13306,"PPG24-BROA-30MAY2023",7938,"true","MI","PPG",""," "," "," Channel edge",0.7,NA,NA,NA,"","13:07","",NA,NA,0.7,38.05278,121.849239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," 1",40,0,0,0,0,60,NA,NA," false"," "," ","","",NA," "," Garmin 5",2," "," ","BROA-INT",38.05278,-121.849239,NA,NA
13307,"MAC11-MINE-27APR2023",7939,"true","Trawl","MAC",""," "," 2= against flow"," Channel",5.3,NA,NA,NA,"","11:43","11:55",10,NA,NA,38.238532,121.660373,38.239203,121.658395,31511,774951,791296,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","1.Boat","5",5," "," Garmin 6",3," "," ","MINE-S",38.2335853333333,-121.669132,38.2342563333333,-121.667154
13308,"PHY40-BROA-30MAY2023",7938,"true","Phyto","PHY",""," "," "," Channel edge",0.7,NA,NA,NA,"","","",NA,NA,0.7,38.05278,121.849239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," Garmin 5",2," "," benthic","BROA-INT",38.05278,-121.849239,NA,NA
13309,"ZOOP11-MINE-27APR2023",7939,"true","Trawl","ZOOP",""," "," 2= against flow"," Channel",6.3,NA,NA,NA,"","11:43","11:50",5,NA,NA,38.238532,121.660373,38.238748,121.659288,31512,224594,231001,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","1.Boat","1",1," "," Garmin 6",3," "," ","MINE-S",38.2335853333333,-121.669132,38.2338013333333,-121.668047
13310,"PHY41-BROA-30MAY2023",7938,"true","Phyto","PHY",""," "," "," Channel edge",1.8,NA,NA,NA,"","","",NA,NA,0.1,38.05278,121.849239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," Garmin 5",2," "," epiphytic; Phrag","BROA-INT",38.05278,-121.849239,NA,NA
13311,"PHY42-BROA-30MAY2023",7938,"true","Phyto","PHY",""," "," "," Channel edge",1.8,NA,NA,NA,"","","",NA,NA,0.1,38.05278,121.849239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," Garmin 5",2," "," pelagic","BROA-INT",38.05278,-121.849239,NA,NA
13312,"NT11-MINE-27APR2023",7939,"true","Trawl","NT",""," "," 2= against flow"," Channel",6.3,NA,NA,NA,"","11:43","11:50",5,NA,NA,38.238532,121.660373,38.238748,121.659288,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","1.Boat","",NA," "," Garmin 6",3," "," ","MINE-S",38.2335853333333,-121.669132,38.2338013333333,-121.668047
13313,"PHY43-BROA-30MAY2023",7940,"true","Phyto","PHY",""," "," "," Channel edge",1.8,NA,NA,NA,"","","",NA,NA,1.8,38.045054,121.846703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," Garmin 5",3," "," benthic","BROA-INT",38.045054,-121.846703,NA,NA
13314,"PHY44-BROA-30MAY2023",7940,"true","Phyto","PHY",""," "," "," Channel edge",1.5,NA,NA,NA,"","","",NA,NA,0.1,38.045054,121.846703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," Garmin 5",3," "," epiphytic; tule","BROA-INT",38.045054,-121.846703,NA,NA
13315,"PHY45-BROA-30MAY2023",7940,"true","Phyto","PHY",""," "," "," Channel edge",1.8,NA,NA,NA,"","","",NA,NA,0.1,38.045054,121.846703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," Garmin 5",3," "," pelagic","BROA-INT",38.045054,-121.846703,NA,NA
13316,"MAC12-MINE-27APR2023",7941,"true","Trawl","MAC",""," "," 2= against flow"," Channel",2.5,NA,NA,NA,"","12:37","12:48",10,NA,NA,38.245728,121.656248,38.248674,121.655065,31511,791333,807313,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","1.Boat","5",5," "," Garmin 6",3," "," ","MINE-SPUR-S",38.2407813333333,-121.665007,38.2437273333333,-121.663824
13317,"ZOOP12-MINE-27APR2023",7941,"true","Trawl","ZOOP",""," "," 2= against flow"," Channel",2.5,NA,NA,NA,"","12:37","12:43",5,NA,NA,38.245728,121.656248,38.247368,121.657181,31512,231001,237151,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","1.Boat","1",9," "," Garmin 6",3," "," ","MINE-SPUR-S",38.2407813333333,-121.665007,38.2424213333333,-121.66594
13318,"NT12-MINE-27APR2023",7941,"true","Trawl","NT",""," "," 2= against flow"," Channel",2.5,NA,NA,NA,"","12:37","12:43",5,NA,NA,38.245728,121.656248,38.247368,121.657181,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","1.Boat","",NA," "," Garmin 6",3," "," ","MINE-SPUR-S",38.2407813333333,-121.665007,38.2424213333333,-121.66594
13319,"MAC21-BROA-30MAY2023",7942,"true","Trawl","MAC",""," "," 2= against flow"," Channel",4.5,NA,NA,NA,"","14:19","14:29",10,NA,NA,38.031516,121.838296,38.035146,121.841657,31511,162473,180534,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","1.Boat","5",5," "," Garmin 5",2," "," ","BROA-INT",38.031516,-121.838296,38.035146,-121.841657
13320,"MAC13-MINE-27APR2023",7943,"true","Trawl","MAC",""," "," 2= against flow"," Channel",6.5,NA,NA,NA,"","13:27","13:37",10,NA,NA,38.259928,121.643641,38.260851,121.64341,31511,807346,828692,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","1.Boat","5",5," "," Garmin 6",3," "," ","MINE-M",38.2549813333333,-121.6524,38.2559043333333,-121.652169
13321,"ZOOP13-MINE-27APR2023",7943,"true","Trawl","ZOOP",""," "," 2= against flow"," Channel",7.2,NA,NA,NA,"","13:27","13:32",5,NA,NA,38.259928,121.643641,38.260526,121.643525,31512,237158,245684,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","1.Boat","1",1," "," Garmin 6",3," "," ","MINE-M",38.2549813333333,-121.6524,38.2555793333333,-121.652284
13322,"ZOOP21-BROA-30MAY2023",7942,"true","Trawl","ZOOP",""," "," 2= against flow"," Channel",5.9,NA,NA,NA,"","14:19","14:24",5,NA,NA,38.031516,121.838296,38.033304,121.839979,31512,335911,341004,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","1.Boat","1",1," "," Garmin 5",2," "," Zoop was out of water for 30 seconds; but trawl extended was 30 seconds.","BROA-INT",38.031516,-121.838296,38.033304,-121.839979
13323,"NT13-MINE-27APR2023",7943,"true","Trawl","NT",""," "," 2= against flow"," Channel",7.2,NA,NA,NA,"","13:27","13:32",5,NA,NA,38.259928,121.643641,38.260526,121.643525,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","1.Boat","",NA," "," Garmin 6",3," "," ","MINE-M",38.2549813333333,-121.6524,38.2555793333333,-121.652284
13324,"NT21-BROA-30MAY2023",7942,"true","Trawl","NT",""," "," 2= against flow"," Channel",5.9,NA,NA,NA,"","14:19","14:24",5,NA,NA,38.031516,121.838296,38.033304,121.839979,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","1.Boat","3",5," "," Garmin 5",2," "," ","BROA-INT",38.031516,-121.838296,38.033304,-121.839979
13325,"MAC14-MINE-27APR2023",7944,"true","Trawl","MAC",""," "," 2= against flow"," Channel",6.5,NA,NA,NA,"","14:24","14:34",10,NA,NA,38.291496,121.634992,38.291706,121.635442,31511,828729,850253,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","1.Boat","5",5," "," Garmin 6",3," "," ","MINE-N",38.2865493333333,-121.643751,38.2867593333333,-121.644201
13326,"MAC22-BROA-30MAY2023",7945,"true","Trawl","MAC",""," "," 2= against flow"," Channel",4.3,NA,NA,NA,"","14:55","15:05",10,NA,NA,38.036355,121.842361,38.041618,121.845371,31511,180519,200864,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","1.Boat","5",5," "," Garmin 5",3," "," ","BROA-INT",38.036355,-121.842361,38.041618,-121.845371
13327,"ZOOP14-MINE-27APR2023",7944,"true","Trawl","ZOOP",""," "," 2= against flow"," Channel",7.2,NA,NA,NA,"","14:24","14:29",5,NA,NA,38.291496,121.634992,38.29174,121.635449,31512,245681,254785,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," true"," 1.Surface","1.Boat","1",1," "," Garmin 6",3," "," ","MINE-N",38.2865493333333,-121.643751,38.2867933333333,-121.644208
13328,"ZOOP22-BROA-30MAY2023",7945,"true","Trawl","ZOOP",""," "," 2= against flow"," Channel",4.3,NA,NA,NA,"","14:55","15:00",5,NA,NA,38.036355,121.842361,38.03865,121.844107,31512,341018,346841,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","1.Boat","1",1," "," Garmin 5",3," "," Zoop had safety line tangled around net during first 30 seconds so added 30 secs to end of trawl.","BROA-INT",38.036355,-121.842361,38.03865,-121.844107
13329,"NT14-MINE-27APR2023",7944,"true","Trawl","NT",""," "," 2= against flow"," Channel",7.2,NA,NA,NA,"","14:24","14:29",5,NA,NA,38.291496,121.634992,38.29174,121.635449,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," true"," 1.Surface","1.Boat","",NA," "," Garmin 6",3," "," ","MINE-N",38.2865493333333,-121.643751,38.2867933333333,-121.644208
13330,"NT22-BROA-30MAY2023",7945,"true","Trawl","NT",""," "," 2= against flow"," Channel",4.3,NA,NA,NA,"","14:55","15:00",5,NA,NA,38.036355,121.842361,38.03865,121.844107,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","1.Boat","3",5," "," Garmin 5",3," "," ","BROA-INT",38.036355,-121.842361,38.03865,-121.844107
13331,"MAC23-BROA-30MAY2023",7946,"true","Trawl","MAC",""," "," 2= against flow"," Channel",6,NA,NA,NA,"","15:37","15:47",10,NA,NA,38.053522,121.849187,38.049124,121.847589,31511,200878,224903,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","1.Boat","5",5," "," Garmin 5",2," "," ","BROA-INT",38.053522,-121.849187,38.049124,-121.847589
13332,"ZOOP23-BROA-30MAY2023",7946,"true","Trawl","ZOOP",""," "," 2= against flow"," Channel",6,NA,NA,NA,"","15:37","15:42",5,NA,NA,38.053522,121.849187,38.051484,121.848383,31512,346871,353464,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","1.Boat","1",1," "," Garmin 5",2," "," ","BROA-INT",38.053522,-121.849187,38.051484,-121.848383
13334,"NT23-BROA-30MAY2023",7946,"true","Trawl","NT",""," "," 2= against flow"," Channel",6,NA,NA,NA,"","15:37","15:42",5,NA,NA,38.053522,121.849187,38.051484,121.848383,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","1.Boat","3",5," "," Garmin 5",2," "," ","BROA-INT",38.053522,-121.849187,38.051484,-121.848383
13335,"MAC24-BROA-30MAY2023",7947,"true","Trawl","MAC",""," "," 2= against flow"," Channel",4.5,NA,NA,NA,"","16:16","16:26",10,NA,NA,38.041171,121.845095,38.037267,121.843124,31511,224916,246495,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","1.Boat","5",5," "," Garmin 5",3," "," ","BROA-INT",38.041171,-121.845095,38.037267,-121.843124
13336,"ZOOP24-BROA-30MAY2023",7947,"true","Trawl","ZOOP",""," "," 2= against flow"," Channel",4.7,NA,NA,NA,"","16:16","16:21",5,NA,NA,38.041171,121.845095,38.039275,121.844456,31512,353494,360976,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","1.Boat","1",1," "," Garmin 5",3," "," ","BROA-INT",38.041171,-121.845095,38.039275,-121.844456
13337,"NT24-BROA-30MAY2023",7947,"true","Trawl","NT",""," "," 2= against flow"," Channel",4.7,NA,NA,NA,"","16:16","16:21",5,NA,NA,38.041171,121.845095,38.039275,121.844456,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","1.Boat","3",5," "," Garmin 5",3," "," ","BROA-INT",38.041171,-121.845095,38.039275,-121.844456
13338,"EAV25-WINT-30MAY2023",7948,"true","MI","EAV",""," "," "," Channel edge",0.6,NA,NA,NA,"","16:53","",NA,NA,0.3,38.047798,121.848565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," 3",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," ",NA," "," 36 stems sampled; 30 tule; 6 typha.","WINT-CH-BREACH-E",38.047798,-121.848565,NA,NA
13339,"PPG25-WINT-30MAY2023",7948,"true","MI","PPG",""," "," "," Channel edge",1.6,NA,NA,NA,"","16:53","",NA,NA,1.6,38.047798,121.848565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," 1",10,0,0,0,0,90,NA,NA," false"," "," ","","",NA," "," Garmin 5",2," "," ","WINT-CH-BREACH-E",38.047798,-121.848565,NA,NA
