"VisitNo","QAQC","Boat","Crew","Location","Visit.Date","Station","Weather","WindWaves","WindDirection","Tide","Secchi","SurfTemp","DO","SC","pH","Turbidity","Phycocyanin","Chlorophyll","FDOM","Microcystis","SondeNo","Wetland","DataQuality","QuestionableData","SiteComments","newStation","newLocation"
8134,"true","Mudsucker","DMC;GU;SH","Liberty Island","08/01/2023","LIBE_UNK","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 2=ebb",80,22.8,4.94,190,7.4,7.9,0.22,0.51,13.2," 1=absent",2," Inside",NA," false"," ","LIBE-UNK","Liberty Island"
8308,"true","Mudsucker","DMC;SH","Liberty Island","10/17/2023","LIBE_UNK","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 2=ebb",52,18.7,7.88,172,7.6,8.9,0.32,0.5,9," 1=absent",1," Inside",NA," false"," ","LIBE-UNK","Liberty Island"
8080,"true","Mudsucker","DMC;ED;GU;AM","Liberty Island","05/25/2023","LIBE_UNK","1=0-33% clouds","3= wind 8-12 mph; large wavelets"," SW"," 1=high slack",142,17.5,9.75,139,8.7,3.3,0.13,0.25,5.9," 1=absent",2," Inside",NA," false"," ","LIBE-UNK","Liberty Island"
8309,"true","Mudsucker","DMC;SH","Liberty Island","10/17/2023","LIBE_UNK","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NW"," 2=ebb",77,18.9,8.43,180,7.8,6.3,0.08,0.19,9.3," 1=absent",1," Inside",NA," false"," ","LIBE-UNK","Liberty Island"
8470,"true","Chinook","DMC;ED;DD;GU;AM","Liberty Island","12/20/2023","LIBE_UNK","4=rain","2= wind 4-7 mph; small wavelets"," NW"," 4=flood",NA,11.4,10.52,204,7.8,2.2,0.16,0.42,8.1," 1=absent",2," Inside",NA," false"," guest: leigh sanders taking eDNA. chl µg/L: 1.77; pc µg/L: 0.14. secchi hitting veg. ","LIBE-UNK","Liberty Island"
8545,"true","Mudsucker","AC;DMC;DD;DH","Liberty Island","11/07/2023","LIBE_UNK","1=0-33% clouds","3= wind 8-12 mph; large wavelets"," N"," 2=ebb",NA,16.4,11.99,158,8.8,2.1,0.14,0.38,6.5," 1=absent",2," Inside",NA," false"," secchi hit bottom","LIBE-UNK","Liberty Island"
7642,"true","Other","DMC;GU","Liberty Island","04/20/2023","LIBE_UNK","1=0-33% clouds","2= wind 4-7 mph; small wavelets"," N"," 2=ebb",NA,14.2,11.27,375,8.3,7.4,0.45,2.05,11," 1=absent",2," Inside",NA," false"," boat: DWR North River; guest: JA; GPS#5; accuracy 5m; no secchi","LIBE-UNK","Liberty Island"
8133,"true","Mudsucker","DMC;GU;SH","Liberty Island","08/01/2023","LIBE_UNK","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 2=ebb",91,22.4,7.17,162,8.9,4.9,0.18,0.54,10.9," 1=absent",2," Inside",NA," false"," guest: Brian Armstrong","LIBE-UNK","Liberty Island"
8469,"true","Chinook","DMC;ED;DD;GU;AM","Liberty Island","12/20/2023","LIBE_UNK","3=66-100% clouds","1=wind 1-3 mph; scaley ripples"," NA"," 4=flood",114,10.8,10.33,198,7.7,4.4,0.13,0.34,7.9," 1=absent",2," Inside",NA," false"," guest: leigh sanders. chl mg/L: 1.43 pc mg/L: 0.13","LIBE-UNK","Liberty Island"
8543,"true","Mudsucker","AC;DMC;DD;DH","Liberty Island","11/07/2023","LIBE_UNK","1=0-33% clouds","3= wind 8-12 mph; large wavelets"," N"," 2=ebb",NA,15.7,11.06,148,8.2,2,0.14,0.25,5.7," 1=absent",2," Inside",NA," false"," turbidity: 1.98","LIBE-UNK","Liberty Island"
8307,"true","Mudsucker","DMC;SH","Liberty Island","10/17/2023","LIBE_UNK","1=0-33% clouds","0=Calm; glassy"," W"," 2=ebb",76,18.7,6.43,222,7.4,7.4,0.23,0.44,12.8," 1=absent",1," Inside",NA," false"," in channel of N","LIBE-UNK","Liberty Island"
8312,"true","Mudsucker","DMC;SH","Lower Yolo Ranch","10/17/2023","LOWE-CH-E","1=0-33% clouds","0=Calm; glassy"," NW"," 2=ebb",46,17.7,6.7,385,7.3,10.6,0.24,0.5,15.8," 1=absent",1," Inside",NA," false"," ","LOWE-CH-E","Lower Yolo Ranch"
8438,"true","Mudsucker","AC;DMC;DH;SH;AM","Lower Yolo Ranch","12/06/2023","LOWE-CH-ENTRANCE-N","3=66-100% clouds","0=Calm; glassy"," SE"," 4=flood",NA,11.5,10.5,284,7.8,4,0.15,0.34,9.7," 1=absent",2," Inside",NA," false"," ","LOWE-CH-ENTRANCE-N","Lower Yolo Ranch"
8437,"true","Mudsucker","AC;DMC;DH;SH;AM","Lower Yolo Ranch","12/06/2023","LOWE-CH-NE","3=66-100% clouds","1=wind 1-3 mph; scaley ripples"," S"," 4=flood",95,11.5,10.51,256,7.8,11.8,0.21,0.51,8.5," 1=absent",2," Inside",NA," false"," ","LOWE-CH-NE","Lower Yolo Ranch"
7963,"true","Mudsucker","AC;ED;AM;SS","Lower Yolo Ranch","04/26/2023","LOWE-CH-NE","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NW"," 2=ebb",30,21.5,7.62,772,8,13.6,0.43,0.89,17.6," 1=absent",1," Inside",NA," false"," ","LOWE-CH-NE","Lower Yolo Ranch"
8030,"true","Mudsucker","AC;ED;AM","Lower Yolo Ranch","05/26/2023","LOWE-CH-ENTRANCE-N","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 2=ebb",49,18.6,9.08,626,8.4,9.9,0.19,0.66,23.7," 1=absent",2," Inside",NA," false"," ","LOWE-CH-ENTRANCE-N","Lower Yolo Ranch"
7649,"true","NorthRiver","DMC;GU","Lower Yolo Ranch","04/20/2023","LOWE-UNK","1=0-33% clouds","0=Calm; glassy"," N"," 2=ebb",NA,15.8,8.67,685,8,13.9,0.31,1.6,15.7," 1=absent",2," Inside",NA," false"," main channel near breach; guest: JA; GPS #5; accuracy ?; no secchi; no veg data","LOWE-CH-ENTRANCE-S","Lower Yolo Ranch"
8582,"true","SeaArk","DD;SH;GN","Lower Yolo Ranch","11/06/2023","LOWE-UNK","2=33-66% clouds","2= wind 4-7 mph; small wavelets"," SW"," 4=flood",145,17.4,9.68,445,7.9,2.5,0.23,0.43,12.5," 1=absent",1," Inside",NA," false"," point samples only","LOWE-CH-ENTRANCE-N","Lower Yolo Ranch"
8375,"true","Mudsucker","DMC;ED;DH;AM","Lower Yolo Ranch","11/20/2023","LOWE-UNK","1=0-33% clouds","2= wind 4-7 mph; small wavelets"," N"," 4=flood",95,10.5,9.88,469,7.8,3.2,0.21,0.5,13.5," 1=absent",2," Inside",NA," false"," ","LOWE-CH-ENTRANCE-N","Lower Yolo Ranch"
8581,"true","SeaArk","DD;SH;GN","Lower Yolo Ranch","11/06/2023","LOWE-UNK","2=33-66% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 4=flood",120,17.3,9.14,240,7.7,3.5,0.17,0.24,11," 1=absent",1," Inside",NA," false"," ","LOWE-UNK","Lower Yolo Ranch"
8436,"true","Mudsucker","AC;DMC;DH;SH;AM","Lower Yolo Ranch","12/06/2023","LOWE-CH-ENTRANCE-S","3=66-100% clouds","1=wind 1-3 mph; scaley ripples"," S"," 4=flood",141,11.4,10.45,256,7.8,4.7,0.19,0.38,8.9," 1=absent",2," Inside",NA," false"," ","LOWE-CH-ENTRANCE-S","Lower Yolo Ranch"
8333,"true","Mudsucker","DMC;GU;SH","Lower Yolo Ranch","08/01/2023","LOWE-CH-ENTRANCE-N","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 2=ebb",70,22.7,6.85,292,7.5,8.1,0.21,0.68,15.9," 1=absent",2," Inside",NA," false"," LOWE-CH-MAIN; terminous of main channel","LOWE-CH-ENTRANCE-N","Lower Yolo Ranch"
8586,"true","SeaArk","DD;SH;GN","Lower Yolo Ranch","11/06/2023","LOWE-UNK","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",115,17,9.34,219,7.7,3,0.12,0.27,10.6," 1=absent",1," Inside",NA," false"," ","LOWE-CH-ENTRANCE-N","Lower Yolo Ranch"
8439,"true","Mudsucker","AC","Lower Yolo Ranch","12/06/2023","LOWE-CH-W","3=66-100% clouds","0=Calm; glassy"," S"," 4=flood",NA,11.5,10.74,305,7.9,4.8,0.16,0.39,9.4," 1=absent",2," Inside",NA," false"," secchi hit bottom @ 103 cm","LOWE-CH-W","Lower Yolo Ranch"
8311,"true","Mudsucker","DMC;SH","Lower Yolo Ranch","10/17/2023","LOWE-CH-ENTRANCE-N","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NW"," 2=ebb",127,19.1,8.29,344,7.8,3.4,0.17,0.38,13.4," 1=absent",1," Inside",NA," false"," at terminus of main channel; did not take nutrients at terminus since water was ebbing out of neighboring ditch","LOWE-CH-ENTRANCE-N","Lower Yolo Ranch"
8029,"true","Mudsucker","AC;ED;AM","Lower Yolo Ranch","05/26/2023","LOWE-CH-NE","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 4=flood",51,18.1,6.8,498,7.8,11.7,0.16,0.57,19.4," 1=absent",2," Inside",NA," false"," ","LOWE-CH-NE","Lower Yolo Ranch"
7961,"true","Mudsucker","AC;ED;AM;SS","Lower Yolo Ranch","04/26/2023","LOWE-CH-E","1=0-33% clouds","0=Calm; glassy"," NA"," 1=high slack",40,18.2,6.25,880,7.7,10,0.55,1.11,40.1," 1=absent",1," Inside",NA," false"," ","LOWE-CH-E","Lower Yolo Ranch"
8310,"true","Mudsucker","DMC;SH","Lower Yolo Ranch","10/17/2023","LOWE-CH-W","1=0-33% clouds","0=Calm; glassy"," NW"," 2=ebb",64,16.7,6.51,325,7.3,10.4,0.16,0.53,17.9," 1=absent",1," Inside",NA," false"," last bend of northern branch of western channel","LOWE-CH-W","Lower Yolo Ranch"
8031,"true","Mudsucker","AC;ED;AM","Lower Yolo Ranch","05/26/2023","LOWE-CH-ENTRANCE-N","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 2=ebb",NA,19.5,8.28,562,8,13.6,0.17,0.67,23.5," 1=absent",2," Inside",NA," false"," ","LOWE-CH-ENTRANCE-N","Lower Yolo Ranch"
7405,"true","Mudsucker","DMC;ED;AM;GP","Lower Yolo Ranch","03/17/2023","LOWE-CH-ENTRANCE-N","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NW"," 2=ebb",NA,12.6,8.78,221,7.5,88.7,0.71,1.33,12.6," 1=absent",1," Inside",NA," false"," ","LOWE-CH-ENTRANCE-N","Lower Yolo Ranch"
8587,"true","SeaArk","DD;SH;GN","Lower Yolo Ranch","11/06/2023","LOWE-UNK","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",171,17.1,9.34,220,7.7,2.8,0.13,0.26,10.6," 1=absent",1," Inside",NA," false"," ","LOWE-CH-NE","Lower Yolo Ranch"
8205,"true","SeaArk","DD;SH;GN","Lower Yolo Ranch","08/16/2023","LOWE-CH-ENTRANCE-N","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",74,24.8,5.35,214,7.4,5.3,0.13,0.55,13.3," 1=absent",1," Inside",NA," false"," ","LOWE-CH-ENTRANCE-N","Lower Yolo Ranch"
7404,"true","Mudsucker","DMC;ED;AM;GP","Lower Yolo Ranch","03/17/2023","LOWE-UNK","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NW"," 2=ebb",NA,13.3,8.27,416,7.7,33.8,0.67,1.7,19.5," 1=absent",1," Inside",NA," false"," no secchi taken","LOWE-UNK","Lower Yolo Ranch"
7875,"true","Mudsucker","DMC;DD;GN;AAC","Lower Yolo Ranch","05/09/2023","LOWE-UNK","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",52,21.5,9.03,854,7.9,9.5,0.34,0.8,23.1," 1=absent",1," Inside",NA," false"," ","LOWE-CH-ENTRANCE-N","Lower Yolo Ranch"
7285,"true","Mudsucker","ED;GU;GN;GP","Lower Yolo Ranch","01/25/2023","LOWE-CH-ENTRANCE-S","1=0-33% clouds","0=Calm; glassy"," N"," 2=ebb",9,8.1,7.56,308,7.4,101.8,1.14,0.92,18," 1=absent",1," Inside",NA," false"," LEIGH SANDERS IS GUEST","LOWE-CH-ENTRANCE-S","Lower Yolo Ranch"
8588,"true","SeaArk","DD;SH;GN","Lower Yolo Ranch","11/06/2023","LOWE-UNK","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",142,17.3,9.43,221,7.8,3,0.14,0.29,10.6," 1=absent",1," Inside",NA," false"," ","LOWE-CH-W","Lower Yolo Ranch"
8028,"true","Mudsucker","AC;ED;AM","Lower Yolo Ranch","05/26/2023","LOWE-CH-W","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 4=flood",20,16.9,7.32,676,8,48.1,0.68,2.04,24.8," 1=absent",2," Inside",NA," false"," ","LOWE-CH-W","Lower Yolo Ranch"
8207,"true","SeaArk","DD;SH;GN","Lower Yolo Ranch","08/16/2023","LOWE-CH-W","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",74,24.6,5.27,216,7.3,5.5,0.12,0.57,13.2," 1=absent",1," Inside",NA," false"," ","LOWE-CH-W","Lower Yolo Ranch"
7962,"true","Mudsucker","AC","Lower Yolo Ranch","04/26/2023","LOWE-CH-NE","1=0-33% clouds","0=Calm; glassy"," NW"," 2=ebb",35,20.6,6.77,754,7.9,14.9,0.49,0.94,18," 1=absent",1," Inside",NA," false"," ","LOWE-CH-NE","Lower Yolo Ranch"
8334,"true","Mudsucker","DMC;GU;SH","Lower Yolo Ranch","08/01/2023","LOWE-CH-E","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 2=ebb",59,21.6,5.91,206,7.4,6.9,0.17,0.55,12.4," ",2," Inside",NA," false"," pond in east side near second breach","LOWE-CH-E","Lower Yolo Ranch"
8376,"true","Mudsucker","DMC;ED;DH;AM","Lower Yolo Ranch","11/20/2023","LOWE-UNK","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," N"," 4=flood",70,12.5,9.44,245,7.6,7.1,0.15,0.41,11.2," 1=absent",2," Inside",NA," false"," WQ was taken in slightly disturbed water","LOWE-UNK","Lower Yolo Ranch"
7651,"true","Other","DMC;GU","Lower Yolo Ranch","04/20/2023","LOWE-UNK","1=0-33% clouds","0=Calm; glassy"," N"," 2=ebb",NA,17.1,9.48,689,8.2,20.4,0.36,1.92,14.3," 1=absent",2," Inside",NA," false"," boat: DWR North River; guest: JA; GPS #5; accuracy 2m; no secchi","LOWE-CH-ENTRANCE-N","Lower Yolo Ranch"
7873,"true","Mudsucker","DMC;DD;GN;AAC","Lower Yolo Ranch","05/09/2023","LOWE-UNK","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",39,18.3,7.21,617,7.7,18.8,0.57,0.73,20.9," 1=absent",1," Inside",NA," false"," ","LOWE-CH-ENTRANCE-S","Lower Yolo Ranch"
8377,"true","Mudsucker","DMC;ED;DH;AM","Lower Yolo Ranch","11/20/2023","LOWE-UNK","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," N"," 4=flood",139,13,9.47,238,7.7,3.9,0.12,0.34,11," 1=absent",2," Inside",NA," false"," ","LOWE-CH-W","Lower Yolo Ranch"
8135,"true","Mudsucker","DMC;GU;SH","Lower Yolo Ranch","08/01/2023","LOWE-CH-W","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 2=ebb",63,21.1,4.93,222,7.2,10.7,0.24,0.74,15.1," 1=absent",2," Inside",NA," false"," ","LOWE-CH-W","Lower Yolo Ranch"
8208,"true","SeaArk","DD;SH;GN","Lower Yolo Ranch","08/16/2023","LOWE-CH-ENTRANCE-S","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",76,24.7,5.03,221,7.2,8,0.15,0.53,13.6," 1=absent",1," Inside",NA," false"," ","LOWE-CH-ENTRANCE-S","Lower Yolo Ranch"
8583,"true","SeaArk","DD;SH;GN","Lower Yolo Ranch","11/06/2023","LOWE-UNK","2=33-66% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 4=flood",180,16.8,8.94,220,7.6,3.1,0.14,0.26,10.6," 1=absent",1," Inside",NA," false"," point samples only","LOWE-CH-ENTRANCE-S","Lower Yolo Ranch"
7652,"true","Other","DMC;GU","Lower Yolo Ranch","04/20/2023","LOWE-CH-E","1=0-33% clouds","0=Calm; glassy"," N"," 2=ebb",NA,16.4,9.1,804,8,7.9,0.15,1,18.2," 1=absent",2," Inside",NA," false"," boat: DWR North River; guest: JA; GPS #5; accuracy 2m; no secchi","LOWE-CH-E","Lower Yolo Ranch"
8585,"true","SeaArk","DD;SH;GN","Lower Yolo Ranch","11/06/2023","LOWE-UNK","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",183,16.6,8.92,218,7.6,2.7,0.12,0.27,10.8," 1=absent",1," Inside",NA," false"," ","LOWE-CH-ENTRANCE-S","Lower Yolo Ranch"
7650,"true","Other","DMC;GU","Lower Yolo Ranch","04/20/2023","LOWE-CH-W","1=0-33% clouds","0=Calm; glassy"," N"," 2=ebb",NA,16.1,9.07,741,7.9,10,0.3,1.64,18.5," 1=absent",2," Inside",NA," false"," boat: DWR North River; guest: JA; GPS #5; accuracy 2m; no secchi","LOWE-CH-W","Lower Yolo Ranch"
7284,"true","Mudsucker","ED;GU;GN;GP","Lower Yolo Ranch","01/25/2023","LOWE-CH-NE","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," N"," 2=ebb",14,7.6,5.35,310,7.2,75.2,1.05,0.76,21.5," 1=absent",1," Inside",NA," false"," ","LOWE-CH-NE","Lower Yolo Ranch"
8206,"true","SeaArk","DD;SH;GN","Lower Yolo Ranch","08/16/2023","LOWE-CH-NE","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",110,24.5,5.08,209,7.3,4.3,0.16,0.52,12.9," 1=absent",1," Inside",NA," false"," ","LOWE-CH-NE","Lower Yolo Ranch"
8027,"true","Mudsucker","AC;ED;AM","Lower Yolo Ranch","05/26/2023","LOWE-CH-ENTRANCE-S","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 4=flood",51,18.9,7.34,447,8,12.3,0.18,0.52,16.7," 1=absent",2," Inside",NA," false"," ","LOWE-CH-ENTRANCE-S","Lower Yolo Ranch"
7871,"true","Mudsucker","DMC;DD;GN;AAC","Lower Yolo Ranch","05/09/2023","LOWE-CH-NE","1=0-33% clouds","0=Calm; glassy"," NW"," 2=ebb",38,18,7.31,620,7.7,14.2,0.64,0.72,21.3," 1=absent",1," Inside",NA," false"," ","LOWE-CH-NE","Lower Yolo Ranch"
7870,"true","Mudsucker","DMC;DD;GN;AAC","Lower Yolo Ranch","05/09/2023","LOWE-CH-W","3=66-100% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",44,17.7,7.75,624,7.8,13.3,0.65,0.9,20.9," 1=absent",1," Inside",NA," false"," ","LOWE-CH-W","Lower Yolo Ranch"
7283,"true","Mudsucker","ED;GU;GN;GP","Lower Yolo Ranch","01/25/2023","LOWE-CH-W","1=0-33% clouds","0=Calm; glassy"," N"," 2=ebb",7,7.3,5.3,290,7.2,214.5,1.66,1.68,14.2," 1=absent",1," Inside",NA," false"," LEIGH SANDERS (GUEST)","LOWE-CH-W","Lower Yolo Ranch"
7869,"true","Mudsucker","DMC;DD;GU;GN","Lower Yolo Ranch","05/09/2023","LOWE-CH-NE","3=66-100% clouds","0=Calm; glassy"," SW"," 4=flood",38,17.6,7.21,626,7.7,18.3,0.68,0.94,21.2," 1=absent",1," Inside",NA," false"," point samples only; AC is guest boat op ","LOWE-CH-NE","Lower Yolo Ranch"
8584,"true","SeaArk","DD;SH;GN","Lower Yolo Ranch","11/06/2023","LOWE-UNK","1=0-33% clouds","2= wind 4-7 mph; small wavelets"," SW"," 4=flood",100,17.1,9.08,223,7.7,3.1,0.14,0.28,10.7," 1=absent",1," Inside",NA," false"," ","LOWE-UNK","Lower Yolo Ranch"
7660,"true","Truck","DMC;GN","Miner Slough","04/25/2023","MINE-UNK","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 2=ebb",NA,15.7,10.19,120,7.7,9.3,0.56,0.52,5.1," 1=absent",1," Inside",NA," false"," boat: truck; GPS - Google; no secchi","MINE-N","Miner Slough"
7939,"true","Kvichak","DMC;GU;GN","Miner Slough","04/27/2023","MINE-S","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NA"," 2=ebb",86,15.7,9.83,112,7.6,9.2,0.47,0.32,5," 1=absent",1," Inside",NA," false"," mac sample dropped but doesnt appear to have lost any. start gps happened a couple of minutes earlier than start of trawl","MINE-S","Miner Slough"
7932,"true","Kvichak","DMC;GU;GN","Miner Slough","04/27/2023","MINE-SPUR-S","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SE"," 4=flood",118,18.6,6.55,136,7.1,2.7,0.46,0.59,7.6," 1=absent",1," Inside",NA," false"," point samples only","MINE-SPUR-S","Miner Slough"
7943,"true","Kvichak","DMC;GU;GN","Miner Slough","04/27/2023","MINE-M","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NA"," 2=ebb",62,16,9.88,112,7.5,10.8,0.5,0.35,5," 1=absent",1," Inside",NA," false"," ","MINE-M","Miner Slough"
7944,"true","Kvichak","DMC;GU;GN","Miner Slough","04/27/2023","MINE-N","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NA"," 2=ebb",57,16,10,112,7.5,12.7,0.52,0.35,5," 1=absent",1," Inside",NA," false"," ","MINE-N","Miner Slough"
7931,"true","Kvichak","DMC;GU;GN","Miner Slough","04/27/2023","MINE-S","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SE"," 4=flood",113,15.3,8.87,118,7.3,6.5,0.45,0.41,5.4," 1=absent",1," Inside",NA," false"," Richard/Benjamin are guest boat op for day","MINE-S","Miner Slough"
7657,"true","Truck","DMC;GN","Miner Slough","04/25/2023","MINE-UNK","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 2=ebb",NA,15.5,9.99,120,7.7,10.3,0.44,0.47,5.1," ",1," Inside",NA," false"," boat: truck; GPS - Google; no secchi","MINE-M","Miner Slough"
7933,"true","Kvichak","DMC;GU;GN","Miner Slough","04/27/2023","MINE-N","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SE"," 1=high slack",70,15.7,9.87,112,7.6,10,0.43,0.33,5," 1=absent",1," Inside",NA," false"," point samples only. point samples taken slightly north of station due to lack of eav to sample","MINE-N","Miner Slough"
7658,"true","Truck","DMC;GN","Miner Slough","04/25/2023","MINE-UNK","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 2=ebb",NA,15.6,10.09,120,7.6,10.3,0.49,0.65,5," 1=absent",1," Inside",NA," false"," boat: truck; GPS - Google; no secchi","MINE-N","Miner Slough"
7936,"true","Kvichak","DMC;GU;GN","Miner Slough","04/27/2023","MINE-M","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," E"," 4=flood",65,15.7,9.82,112,7.6,9.9,0.45,0.35,5," 1=absent",1," Inside",NA," false"," point samples only","MINE-M","Miner Slough"
7941,"true","Kvichak","DMC;GU;GN","Miner Slough","04/27/2023","MINE-SPUR-S","1=0-33% clouds","0=Calm; glassy"," E"," 2=ebb",101,18.1,8.78,124,7.3,4.2,0.44,0.31,5.7," 1=absent",1," Inside",NA," false"," mac was out of water for 15 s completely (no correction needed). larval fish in mac","MINE-SPUR-S","Miner Slough"
7659,"true","Truck","DMC;GN","Miner Slough","04/25/2023","MINE-UNK","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 2=ebb",NA,15.7,10.11,119,7.6,9.2,0.47,0.6,5," 1=absent",1," Inside",NA," false"," boat: truck; GPS - Google; no secchi","MINE-N","Miner Slough"
7690,"true","SeaArk","DMC;GP","Nurse-Denverton","03/27/2023","NURS-UNK","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NW"," 2=ebb",19,11.4,9.24,765,7.4,43.3,0.69,0.93,23.3," 1=absent",1," Inside",NA," false"," GPS #5; accuracy 2m; middle of LHB","NURS-LHB-NE","Nurse-Denverton"
7443,"true","Mudsucker","AC;ED;AM;GP","Nurse-Denverton","03/16/2023","NURS-EXT-BRAD-W","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NE"," 2=ebb",22,12.9,9.57,1221,7.4,30.3,0.45,0.89,23.5," 1=absent",1," Inside",NA," false"," ","NURS-EXT-BRAD-W","Nurse-Denverton"
7273,"true","Mudsucker","AC;ED;GP;KS","Nurse-Denverton","01/19/2023","NURS-LHB-NE","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NE"," 4=flood",13,10.2,8.68,886,7.3,89.5,1.04,0.97,23.2," 1=absent",1," Inside",NA," false"," ","NURS-LHB-NE","Nurse-Denverton"
7442,"true","Mudsucker","AC;ED;AM;GP","Nurse-Denverton","03/16/2023","NURS-LHB-NE","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NE"," 2=ebb",30,12.9,9.27,1232,7.3,27.3,0.53,1.21,24.4," 1=absent",1," Inside",NA," false"," ","NURS-LHB-NE","Nurse-Denverton"
7689,"true","SeaArk","DMC;GP","Nurse-Denverton","03/27/2023","NURS-UNK","1=0-33% clouds","0=Calm; glassy"," NW"," 2=ebb",17,12.4,8.96,1007,7.3,52.6,0.82,1.6,30.1," 1=absent",1," Inside",NA," false"," GPS #5; accuracy 2m","NURS-EXT-BRAD-E","Nurse-Denverton"
7816,"true","Mudsucker","DC;ED;AM;SS","Nurse-Denverton","04/03/2023","NURS-EXT-ARNO-SW","2=33-66% clouds","1=wind 1-3 mph; scaley ripples"," N"," 2=ebb",19,13.4,9.87,1003,7.5,38.9,0.37,1.32,23.1," 1=absent",2," Inside",NA," false"," ","NURS-EXT-ARNO-SW","Nurse-Denverton"
7468,"true","Mudsucker","CB;AC;ED;GU","Nurse-Denverton","04/04/2023","NURS-LHB-NE","1=0-33% clouds","3= wind 8-12 mph; large wavelets"," SW"," 4=flood",23,12.9,10.2,724,7.6,28.8,0.3,0.96,1761," 1=absent",2," Inside",NA," false"," GUEST = DANIE COYE","NURS-LHB-NE","Nurse-Denverton"
8491,"true","Mudsucker","AC;ED;AM;SS","Nurse-Denverton","12/26/2023","NURS-EXT-BRAD-E","3=66-100% clouds","1=wind 1-3 mph; scaley ripples"," NE"," 4=flood",67,9.7,7.81,7773,7.1,15.1,0.26,0.97,30.4," 1=absent",2," Inside",NA," false"," ","NURS-EXT-BRAD-E","Nurse-Denverton"
8076,"true","Mudsucker","DMC;ED;AM","Nurse-Denverton","05/03/2023","NURS-EXT-BRAD-E","3=66-100% clouds","1=wind 1-3 mph; scaley ripples"," S"," 2=ebb",NA,16.6,8.66,1024,7.4,26.2,1.14,1.83,34.7," 1=absent",1," Inside",NA," false"," ","NURS-EXT-BRAD-E","Nurse-Denverton"
7444,"true","Mudsucker","AC;ED;AM;GP","Nurse-Denverton","03/16/2023","NURS-LHB-SW","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," N"," 2=ebb",29,13.2,9.29,1241,7.4,28,0.38,0.76,24.3," 1=absent",1," Inside",NA," false"," ","NURS-LHB-SW","Nurse-Denverton"
