"","SampleID_frp","OrganismID","VisitNo","QAQC","Boat","Crew","Location","Visit.Date","Station","Weather","WindWaves","WindDirection","Tide","Secchi","SurfTemp","DO","SC","pH","Turbidity","Phycocyanin","Chlorophyll","FDOM","Microcystis","SondeNo","Wetland","DataQuality","QuestionableData","SiteComments","newStation","newLocation","SampleID_key","GearType","GearTypeAbbreviation","Habitat","SeineCode","TowDirection","HabitatMorphology","DepthOfWater","CableOut","LengthOfTrawl","Width","Netter","StartTime","EndTime","Duration","PercentOpen","DepthOfSample","LatitudeStart","LongitudeStart","LatitudeEnd","LongitudeEnd","NetMeterSerial","NetMeterStart","NetMeterEnd","Volts","DutyCycle","Amps","PulseRate","VolumeEstimated","SeineDeploymentType","GearDetail","Silt","Sand","Gravel","Cobble","Boulder","Organics","MassOfStandardLow","MassOfStandardHigh","VegetationInSample","FlowType","DragMethod","NetNumber","CodEnd","CodEndPercent","GpsUnit","GpsAccuracy","DepthSource","Comments","fixedLatStart","fixedLongStart","fixedLatEnd","fixedLongEnd","X","CommonName.x","subsample","Count","AdjCount","LAB_NAME","Date","effort","CPUE","Visit.Date2","year","month","OrganismCode","FishCode","Code_UCDAVIS","Code_YBFM","CommonName.y","Category","Species","Genus","Family","Order","Class","Phylum","Native","State.Status","Federal.Status","Status.Abrev","LifeStage","FishDiet","Legend_Clams","Legend_Fish_Color_hex","Legend_Fish","Legend_Macro","Legend_Meso","Analy","Analy2","CN","Legend2"
"985","MAC13-CHIP-15MAY2023",210,7912,"true","Mudsucker","DC;DD;GN;SS","Chipps Island","05/15/2023","CHIP-UNK","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",43,18.8,6.68,242,6.9,14.4,0.23,0.62,11.9," 1=absent",1," Inside",NA," false"," ","CHIP-UNK","Chipps Island",13206,"Trawl","MAC",""," "," 2= against flow"," Channel",2.7,NA,NA,NA,"","16:20","16:30",10,NA,NA,38.060786,121.908996,NA,NA,31511,151891,162447,NA,NA,NA,NA,NA," ",NA,NA,NA,NA,NA,NA,NA,NA,NA," false"," 1.Surface","4.Flux",5,5," 0%"," Garmin 5",2," "," ",38.060786,-121.908996,NA,NA,1582,"Gnorimosphaeroma",100,1,1,"FRP","2023-05-15",55.6988024847037,0.0179537073579746,2023-05-15,2023,5,"178","","","","Gnorimosphaeroma","Invertebrate","insulare","Gnorimosphaeroma","Sphaeromatidae","Isopoda","Malacostraca","Arthropoda","","","","","adult",FALSE,"Present",NA,"","Isopoda","Isopoda","Isopoda","Isopoda","Gnorimosphaeroma",""
"986","MAC22-GRIZ-18APR2023",210,7861,"true","Mudsucker","AC;ED;GU;AM","Grizzly Bay","04/18/2023","GRIZ-UNK","1=0-33% clouds","3= wind 8-12 mph; large wavelets"," SW"," 2=ebb",14,14.5,10.15,347,7.9,101.4,0.48,1.29,6.4," 1=absent",2," Inside",NA," false"," Guest: Anthony Elias-Linarez.","GRIZ-UNK","Grizzly Bay",13056,"Trawl","MAC",""," "," 2= against flow"," Channel",1.7,NA,NA,NA,"","15:47","15:57",10,NA,NA,38.13185,121.995491,38.135787,121.991011,31511,555717,577238,NA,NA,NA,NA,NA," ",NA,NA,NA,NA,NA,NA,NA,NA,NA," false"," 1.Surface","1.Boat",5,5," "," Garmin 6",4," "," ",38.1269033333333,-122.00425,38.1308403333333,-121.99977,2415,"Gnorimosphaeroma",100,4,4,"FRP","2023-04-18",113.555696122898,0.0352250053196004,2023-04-18,2023,4,"178","","","","Gnorimosphaeroma","Invertebrate","insulare","Gnorimosphaeroma","Sphaeromatidae","Isopoda","Malacostraca","Arthropoda","","","","","adult",FALSE,"Present",NA,"","Isopoda","Isopoda","Isopoda","Isopoda","Gnorimosphaeroma",""
"987","MAC12-WINT-13NOV2023",210,8619,"true","Mudsucker","MA;DH;AM;GN","Winter Island","11/13/2023","WINT-UNK","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," N"," 2=ebb",78,16.3,8.89,5823,7.6,7.4,0.12,0.49,6.4," 1=absent",2," Inside",NA," false"," ","WINT-CH-INT","Winter Island",14152,"Trawl","MAC",""," "," 2= against flow"," Channel",2,NA,NA,NA,"","14:57","15:08",10,NA,NA,38.035155,121.84453,38.039218,121.846877,31506,957813,974971,NA,NA,NA,NA,NA," ",NA,NA,NA,NA,NA,NA,NA,NA,NA," false"," 1.Surface","1.Boat",11,11," "," ",5," "," lifted net out of water for 5 seconds 100%",38.035155,-121.84453,38.039218,-121.846877,1487,"Gnorimosphaeroma",100,6,6,"FRP","2023-11-13",90.5342983168384,0.0662732258552675,2023-11-13,2023,11,"178","","","","Gnorimosphaeroma","Invertebrate","insulare","Gnorimosphaeroma","Sphaeromatidae","Isopoda","Malacostraca","Arthropoda","","","","","adult",FALSE,"Present",NA,"","Isopoda","Isopoda","Isopoda","Isopoda","Gnorimosphaeroma",""
"988","MAC13-TULE-05SEP2023",210,8227,"true","Mudsucker","DD;GU;DH;SH;GN","Tule Red","09/05/2023","TULE-CH-SM-11","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",73,19.8,4.44,11941,7,9.1,0.15,0.54,23.7," 1=absent",2," Inside",NA," false"," Guest is Natalie Kolm","TULE-CH-SM-11","Tule Red",13673,"Trawl","MAC",""," "," 2= against flow"," ",2.2,NA,49,NA,"","10:22","00:00",NA,NA,NA,38.11984,121.982107,NA,NA,31506,729848,731667,NA,NA,NA,NA,NA," ",NA,NA,NA,NA,NA,NA,NA,NA,NA," false"," 1.Surface","5.Boogie board",11,11," "," Garmin 6",2," "," ",38.11984,-121.982107,NA,NA,1815,"Gnorimosphaeroma",100,3,3,"FRP","2023-09-05",9.62112750161874,0.311813766057591,2023-09-05,2023,9,"178","","","","Gnorimosphaeroma","Invertebrate","insulare","Gnorimosphaeroma","Sphaeromatidae","Isopoda","Malacostraca","Arthropoda","","","","","adult",FALSE,"Present",NA,"","Isopoda","Isopoda","Isopoda","Isopoda","Gnorimosphaeroma",""
"989","MAC12-DECK-11APR2023",210,7914,"true","SeaArk","GU;SH;GN","Decker Island","04/11/2023","DECK-CH-INT","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," "," 2=ebb",86,14.9,8.66,169,7.1,9.6,0.13,0.45,11.2," 1=absent",2," Inside",NA," false"," 2/10 nt were submerged","DECK-CH-INT","Decker Island",13216,"Trawl","MAC",""," "," 2= against flow"," Channel",1.5,NA,50,NA,"","12:00","00:00",NA,NA,NA,38.08443,121.723975,NA,NA,31506,70412,73321,NA,NA,NA,NA,NA," ",NA,NA,NA,NA,NA,NA,NA,NA,NA," false"," 1.Surface","5.Boogie board",11,11," "," Garmin 5",2," "," ",38.08443,-121.723975,NA,NA,1267,"Gnorimosphaeroma",100,1,1,"FRP","2023-04-11",9.8174770424681,0.101859163578813,2023-04-11,2023,4,"178","","","","Gnorimosphaeroma","Invertebrate","insulare","Gnorimosphaeroma","Sphaeromatidae","Isopoda","Malacostraca","Arthropoda","","","","","adult",FALSE,"Present",NA,"","Isopoda","Isopoda","Isopoda","Isopoda","Gnorimosphaeroma",""
"990","MAC24-GRIZ-18APR2023",210,7863,"true","Mudsucker","AC;ED;AE;AM","Grizzly Bay","04/18/2023","GRIZ-UNK","1=0-33% clouds","3= wind 8-12 mph; large wavelets"," NW"," 2=ebb",12,14.8,10.16,311,7.9,124.6,0.54,1.3,5.5," 1=absent",2," Inside",NA," false"," ","GRIZ-UNK","Grizzly Bay",13064,"Trawl","MAC",""," "," 2= against flow"," Channel",1.1,NA,NA,NA,"","17:33","17:42",9.7,NA,NA,38.131854,121.99402,38.13543,121.989979,31511,599287,620089,NA,NA,NA,NA,NA," ",NA,NA,NA,NA,NA,NA,NA,NA,NA," false"," 1.Surface","1.Boat",5,5," "," Garmin 6",NA," "," Cut MAC trawl short 20 seconds because boat hit bottom.",38.1269073333333,-122.002779,38.1304833333333,-121.998738,2719,"Gnorimosphaeroma",100,7,7,"FRP","2023-04-18",109.761887958205,0.0637744132340862,2023-04-18,2023,4,"178","","","","Gnorimosphaeroma","Invertebrate","insulare","Gnorimosphaeroma","Sphaeromatidae","Isopoda","Malacostraca","Arthropoda","","","","","adult",FALSE,"Present",NA,"","Isopoda","Isopoda","Isopoda","Isopoda","Gnorimosphaeroma",""
"991","MAC13-DECK-21AUG2023",213,8161,"true","SeaArk","DH;SH;AM;GN","Decker Island","08/21/2023","DECK-TP","1=0-33% clouds","0=Calm; glassy"," S"," 2=ebb",76,22.7,4.55,209,6.9,7.8,0.17,0.47,10.1," 1=absent",2," Inside",NA," false"," ","DECK-TP","Decker Island",13601,"Trawl","MAC",""," "," 2= against flow"," Channel",1.8,NA,50,NA,"","10:08","00:00",NA,NA,NA,38.08443,121.723887,NA,NA,31506,626547,628949,NA,NA,NA,NA,NA," ",NA,NA,NA,NA,NA,NA,NA,NA,NA," false"," 1.Surface","5.Boogie board",11,11," "," Garmin 6",2," "," 10 casts at 5m each for 50m total",38.08443,-121.723887,NA,NA,1629,"Gomphidae larvae",100,1,1,"FRP","2023-08-21",9.8174770424681,0.101859163578813,2023-08-21,2023,8,"209","","","","Gomphidae larvae","Invertebrate","","","Gompidae","Odanata","Insecta","Arthropoda","","","","","larvae",FALSE,"Present",NA,"","Insecta Larvae","Insecta","Odanata","Insecta","Gomphidae larvae",""
"992","MAC12-BRAD-29MAR2023",215,7542,"true","Mudsucker","DMC;AM;GN;GP","Bradmoor Island","03/29/2023","BRAD-N","3=66-100% clouds","1=wind 1-3 mph; scaley ripples"," SE"," 2=ebb",26,11.7,9.49,907,7.5,34.1,0.71,1.17,26.2," 1=absent",1," Inside",NA," false"," ","BRAD-N","Bradmoor Island",12566,"Trawl","MAC",""," "," 2= against flow"," Channel",2.1,NA,NA,NA,"","10:48","10:58",10,NA,NA,38.202965,121.910205,38.199733,121.916032,31511,18210,44621,NA,NA,NA,NA,NA," ",NA,NA,NA,NA,NA,NA,NA,NA,NA," true"," 1.Surface","1.Boat",5,5," "," Garmin 6",3," "," ",38.1980183333333,-121.918964,38.1947863333333,-121.924791,1212,"Grandidierella",100,1,1,"FRP","2023-03-29",139.357812848002,0.00717577277917459,2023-03-29,2023,3,"246","","","","Grandidierella","Invertebrate","spp.","Grandidierella","Aoridae","Amphipoda","Malacostraca","Arthropoda","","","","","adult",TRUE,"Present",NA,"","Amphipoda Adult","Amphipoda","Aoridae","Amphipoda","Aoridae",""
"993","MAC13-ARNO-03APR2023",215,7587,"true","SeaArk","DMC;SH;GN","Arnold Slough","04/03/2023","ARNO-CH-SE","2=33-66% clouds","1=wind 1-3 mph; scaley ripples"," NW"," 2=ebb",23,13.5,10.09,960,7.7,38,0.56,1.25,25.7," 1=absent",1," Inside",NA," false"," same location as second trawl due to lack of trawlable areas","ARNO-CH-SE","Arnold Slough",12635,"Trawl","MAC",""," "," 3= unknown"," Channel",1.9,NA,NA,NA,"","16:05","16:15",10,NA,NA,38.184989,121.897327,38.180982,121.899077,31511,200200,220434,NA,NA,NA,NA,NA," ",NA,NA,NA,NA,NA,NA,NA,NA,NA," false"," 1.Surface","1.Boat",5,5," "," Garmin 6",3," "," ",38.1800423333333,-121.906086,38.1760353333333,-121.907836,1530,"Grandidierella",100,1,1,"FRP","2023-04-03",106.764832273162,0.00936638009641099,2023-04-03,2023,4,"246","","","","Grandidierella","Invertebrate","spp.","Grandidierella","Aoridae","Amphipoda","Malacostraca","Arthropoda","","","","","adult",TRUE,"Present",NA,"","Amphipoda Adult","Amphipoda","Aoridae","Amphipoda","Aoridae",""
"994","MAC14-TULE-14NOV2023",215,8629,"true","Mudsucker","CB;AC;DH;GN","Tule Red","11/14/2023","TULE-UNK","2=33-66% clouds","1=wind 1-3 mph; scaley ripples"," NE"," 2=ebb",59,15.6,10.03,14692,8,15.7,0.42,1.54,8.8," 1=absent",1," Inside",NA," false"," boat did not move much due to how fast current is    ","TULE-CH-LG-NW","Tule Red",14168,"Trawl","MAC",""," "," 2= against flow"," Channel",1.9,NA,NA,NA,"","16:08","16:18",10,NA,NA,38.134055,121.994244,38.133956,121.995321,31506,54663,70077,NA,NA,NA,NA,NA," ",NA,NA,NA,NA,NA,NA,NA,NA,NA," false"," 1.Surface","1.Boat",11,11," "," ",5," "," ",38.134055,-121.994244,38.133956,-121.995321,2137,"Grandidierella",100,5,5,"FRP","2023-11-14",81.3320710022,0.0614763639778059,2023-11-14,2023,11,"246","","","","Grandidierella","Invertebrate","spp.","Grandidierella","Aoridae","Amphipoda","Malacostraca","Arthropoda","","","","","adult",TRUE,"Present",NA,"","Amphipoda Adult","Amphipoda","Aoridae","Amphipoda","Aoridae",""
"995","MAC21-NURS-03APR2023",215,7813,"true","Mudsucker","DC;ED;AM;SS","Nurse-Denverton","04/03/2023","NURS-EXT-BRAD-W","2=33-66% clouds","1=wind 1-3 mph; scaley ripples"," E"," 1=high slack",22,13,9.84,902,7.6,38,0.33,1.31,20.2," 1=absent",2," Inside",NA," false"," ","NURS-EXT-BRAD-W","Nurse-Denverton",12886,"Trawl","MAC",""," "," 2= against flow"," Channel",3,NA,NA,NA,"","14:50","15:00",10,NA,NA,38.196983,121.924059,38.2,121.918273,31506,172,20280,NA,NA,NA,NA,NA," ",NA,NA,NA,NA,NA,NA,NA,NA,NA," true"," 1.Surface","1.Boat",11,11," "," Garmin 5",2," ","  the mac went through a little STUPEC; pulled 10 seconds early to avoid more; tide ebbing  by end of tows",38.196983,-121.924059,38.2,-121.918273,2324,"Grandidierella",100,1,1,"FRP","2023-04-03",106.099992455705,0.0094250713582047,2023-04-03,2023,4,"246","","","","Grandidierella","Invertebrate","spp.","Grandidierella","Aoridae","Amphipoda","Malacostraca","Arthropoda","","","","","adult",TRUE,"Present",NA,"","Amphipoda Adult","Amphipoda","Aoridae","Amphipoda","Aoridae",""
"996","MAC22-NURS-03APR2023",215,7814,"true","Mudsucker","DC;ED;AM;SS","Nurse-Denverton","04/03/2023","NURS-LHB-NE","2=33-66% clouds","1=wind 1-3 mph; scaley ripples"," N"," 2=ebb",26,13.5,9.88,783,7.6,33,0.31,0.94,17.9," 1=absent",2," Inside",NA," false"," ","NURS-LHB-NE","Nurse-Denverton",12892,"Trawl","MAC",""," "," 2= against flow"," Channel",1.3,NA,NA,NA,"","15:44","15:54",10,NA,NA,38.179983,121.919188,38.183077,121.913336,31506,20310,46537,NA,NA,NA,NA,NA," ",NA,NA,NA,NA,NA,NA,NA,NA,NA," true"," 1.Surface","1.Boat",11,11," "," Garmin 5",3," "," very small amount STUPEC in MAC",38.179983,-121.919188,38.183077,-121.913336,2452,"Grandidierella",100,2,2,"FRP","2023-04-03",138.386935654256,0.014452231278513,2023-04-03,2023,4,"246","","","","Grandidierella","Invertebrate","spp.","Grandidierella","Aoridae","Amphipoda","Malacostraca","Arthropoda","","","","","adult",TRUE,"Present",NA,"","Amphipoda Adult","Amphipoda","Aoridae","Amphipoda","Aoridae",""
"997","MAC14-BLAC-30MAR2023",215,7562,"true","Mudsucker","CB;AC;DMC;GP","Blacklock","03/30/2023","BLAC-CH-EXT","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 2=ebb",28,11.9,9.12,915,7.4,29.1,0.22,0.79,22.4," 1=absent",2," Inside",NA," false"," ","BLAC-CH-EXT","Blacklock Marsh",12606,"Trawl","MAC",""," "," 2= against flow"," Channel",1.8,NA,NA,NA,"","12:51","12:59",8.9,NA,NA,38.185092,121.903511,38.183027,121.906143,31511,132405,146151,NA,NA,NA,NA,NA," ",NA,NA,NA,NA,NA,NA,NA,NA,NA," "," 1.Surface","1.Boat",5,5," "," Garmin 6",3," "," 8 MIN 52 SEC MAC",38.1801453333333,-121.91227,38.1780803333333,-121.914902,1927,"Grandidierella",100,1,1,"FRP","2023-03-30",72.5308581806307,0.0137872351862927,2023-03-30,2023,3,"246","","","","Grandidierella","Invertebrate","spp.","Grandidierella","Aoridae","Amphipoda","Malacostraca","Arthropoda","","","","","adult",TRUE,"Present",NA,"","Amphipoda Adult","Amphipoda","Aoridae","Amphipoda","Aoridae",""
"998","MAC22-TULE-17APR2023",215,7866,"true","Chinook","AC;LC;DNC;ED;SS","Tule Red","04/17/2023","TULE-CH-LG-M","3=66-100% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",11,14.5,10.25,341,7.9,85.7,0.5,1.21,6.9," 1=absent",2," Inside",NA," false"," ","TULE-CH-LG-M","Tule Red",13073,"Trawl","MAC",""," "," 2= against flow"," Channel",2.2,NA,NA,NA,"","14:36","14:46",10,NA,NA,38.136129,121.982147,38.133494,121.979255,31511,502740,524526,NA,NA,NA,NA,NA," ",NA,NA,NA,NA,NA,NA,NA,NA,NA," false"," 1.Surface","1.Boat",5,5," "," Garmin 6",3," "," Some fish in MAC net cod end w/ sample",38.1311823333333,-121.990906,38.1285473333333,-121.988014,2503,"Grandidierella",25,1,4,"FRP","2023-04-17",114.953970342152,0.0347965362839952,2023-04-17,2023,4,"246","","","","Grandidierella","Invertebrate","spp.","Grandidierella","Aoridae","Amphipoda","Malacostraca","Arthropoda","","","","","adult",TRUE,"Present",NA,"","Amphipoda Adult","Amphipoda","Aoridae","Amphipoda","Aoridae",""
"999","MAC24-GRIZ-18APR2023",215,7863,"true","Mudsucker","AC;ED;AE;AM","Grizzly Bay","04/18/2023","GRIZ-UNK","1=0-33% clouds","3= wind 8-12 mph; large wavelets"," NW"," 2=ebb",12,14.8,10.16,311,7.9,124.6,0.54,1.3,5.5," 1=absent",2," Inside",NA," false"," ","GRIZ-UNK","Grizzly Bay",13064,"Trawl","MAC",""," "," 2= against flow"," Channel",1.1,NA,NA,NA,"","17:33","17:42",9.7,NA,NA,38.131854,121.99402,38.13543,121.989979,31511,599287,620089,NA,NA,NA,NA,NA," ",NA,NA,NA,NA,NA,NA,NA,NA,NA," false"," 1.Surface","1.Boat",5,5," "," Garmin 6",NA," "," Cut MAC trawl short 20 seconds because boat hit bottom.",38.1269073333333,-122.002779,38.1304833333333,-121.998738,2715,"Grandidierella",100,2,2,"FRP","2023-04-18",109.761887958205,0.0182212609240246,2023-04-18,2023,4,"246","","","","Grandidierella","Invertebrate","spp.","Grandidierella","Aoridae","Amphipoda","Malacostraca","Arthropoda","","","","","adult",TRUE,"Present",NA,"","Amphipoda Adult","Amphipoda","Aoridae","Amphipoda","Aoridae",""
"1000","MAC14-ARNO-03APR2023",215,7588,"true","SeaArk","DMC;SH;GN","Arnold Slough","04/03/2023","ARNO-CH-NE","2=33-66% clouds","1=wind 1-3 mph; scaley ripples"," NE"," 2=ebb",27,13.8,10.08,985,7.7,35.5,0.62,1.42,26.1," 1=absent",1," Inside",NA," false"," flow changes direction midway through tow. ","ARNO-CH-NE","Arnold Slough",12638,"Trawl","MAC",""," "," 3= unknown"," Channel",1.3,NA,NA,NA,"","17:12","17:18",5,NA,NA,38.181689,121.899052,38.184147,121.897769,31511,239789,250620,NA,NA,NA,NA,NA," ",NA,NA,NA,NA,NA,NA,NA,NA,NA," false"," 1.Surface","1.Boat",5,5," "," Garmin 6",3," "," flow changes direction midway through tow. zoop/nt done sequentially. redid nt/mac because hit bottom. now trawling the opposite direction as we did for zoop. mac redid 2x because hit bottom again. larval fish in samples",38.1767423333333,-121.907811,38.1792003333333,-121.906528,1914,"Grandidierella",100,1,1,"FRP","2023-04-03",57.1498417688354,0.0174978612197193,2023-04-03,2023,4,"246","","","","Grandidierella","Invertebrate","spp.","Grandidierella","Aoridae","Amphipoda","Malacostraca","Arthropoda","","","","","adult",TRUE,"Present",NA,"","Amphipoda Adult","Amphipoda","Aoridae","Amphipoda","Aoridae",""
"1001","MAC13-BRAD-29MAR2023",215,7543,"true","Mudsucker","DMC;AM;GN;GP","Bradmoor Island","03/29/2023","BRAD-SS","3=66-100% clouds","1=wind 1-3 mph; scaley ripples"," SE"," 2=ebb",27,11,9.7,857,7.5,32.5,0.68,1.16,25.2," 1=absent",1," Inside",NA," false"," ","BRAD-SS","Bradmoor Island",12571,"Trawl","MAC",""," "," 2= against flow"," Channel",1.1,NA,NA,NA,"","12:20","12:27",6,NA,NA,38.187651,121.914845,38.189511,121.912602,31511,44970,61081,NA,NA,NA,NA,NA," ",NA,NA,NA,NA,NA,NA,NA,NA,NA," true"," 1.Surface","1.Boat",5,5," "," Garmin 6",3," "," MAC AND NT OUT FOR 10 SEC TO AVOID SAV. MAC ENDED EARLY BECAUSE CHANNEL BECAME TOO SHALLOW",38.1827043333333,-121.923604,38.1845643333333,-121.921361,1552,"Grandidierella",100,1,1,"FRP","2023-03-29",85.0097960241627,0.011763350187498,2023-03-29,2023,3,"246","","","","Grandidierella","Invertebrate","spp.","Grandidierella","Aoridae","Amphipoda","Malacostraca","Arthropoda","","","","","adult",TRUE,"Present",NA,"","Amphipoda Adult","Amphipoda","Aoridae","Amphipoda","Aoridae",""
"1002","MAC14-BRAD-29MAR2023",215,7544,"true","Mudsucker","DMC;AM;GN;GP","Bradmoor Island","03/29/2023","BRAD-N","3=66-100% clouds","1=wind 1-3 mph; scaley ripples"," SE"," 2=ebb",24,11.5,8.83,1195,7.3,40.9,0.87,1.88,34.4," 1=absent",1," Inside",NA," false"," No point samples","BRAD-N","Bradmoor Island",12576,"Trawl","MAC",""," "," 2= against flow"," Channel",1.6,NA,NA,NA,"","13:08","13:18",10,NA,NA,38.203094,121.910194,38.200451,121.915134,31511,61230,87756,NA,NA,NA,NA,NA," ",NA,NA,NA,NA,NA,NA,NA,NA,NA," false"," 1.Surface","1.Boat",5,5," "," Garmin 6",3," "," ",38.1981473333333,-121.918953,38.1955043333333,-121.923893,1934,"Grandidierella",100,1,1,"FRP","2023-03-29",139.964611094093,0.0071446631558011,2023-03-29,2023,3,"246","","","","Grandidierella","Invertebrate","spp.","Grandidierella","Aoridae","Amphipoda","Malacostraca","Arthropoda","","","","","adult",TRUE,"Present",NA,"","Amphipoda Adult","Amphipoda","Aoridae","Amphipoda","Aoridae",""
"1003","MAC23-PEYT-13APR2023",215,7926,"true","Mudsucker","MA;ED;GU;AM","Peytonia-Suisun","04/13/2023","PEYT-SUIS","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NW"," 2=ebb",28,15.6,7.43,1993,7.6,36,0.44,2.08,39.2," 1=absent",1," Inside",NA," false"," ","PEYT-SUIS","Peytonia-Suisun",13260,"Trawl","MAC",""," "," 2= against flow"," Channel",2.6,NA,NA,NA,"","11:33","11:43",10,NA,NA,38.225887,122.023355,38.228748,122.024703,31511,415255,436995,NA,NA,NA,NA,NA," ",NA,NA,NA,NA,NA,NA,NA,NA,NA," false"," 1.Surface","1.Boat",5,5," "," Garmin 6",3," "," ",38.2209403333333,-122.032114,38.2238013333333,-122.033462,2639,"Grandidierella",100,1,1,"FRP","2023-04-13",114.711251043715,0.00871754070242779,2023-04-13,2023,4,"246","","","","Grandidierella","Invertebrate","spp.","Grandidierella","Aoridae","Amphipoda","Malacostraca","Arthropoda","","","","","adult",TRUE,"Present",NA,"","Amphipoda Adult","Amphipoda","Aoridae","Amphipoda","Aoridae",""
"1004","MAC13-LOWE-16AUG2023",218,8207,"true","SeaArk","DD;SH;GN","Lower Yolo Ranch","08/16/2023","LOWE-CH-W","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",74,24.6,5.27,216,7.3,5.5,0.12,0.57,13.2," 1=absent",1," Inside",NA," false"," ","LOWE-CH-W","Lower Yolo Ranch",13635,"Trawl","MAC",""," "," 2= against flow"," Channel",1.3,NA,NA,NA,"","10:04","10:14",10,NA,NA,38.343401,121.665096,38.34531,121.669495,31511,281088,303409,NA,NA,NA,NA,NA," ",NA,NA,NA,NA,NA,NA,NA,NA,NA," true"," 1.Surface","1.Boat",5,5," 1-33%"," Garmin 6",4," "," MAC codend less than 1/3 full of filamentous algae",38.343401,-121.665096,38.34531,-121.669495,1727,"Gyraulus",100,2,2,"FRP","2023-08-16",117.776901313099,0.016981258444584,2023-08-16,2023,8,"143","","","","Gyraulus","Invertebrate","","Gyraulus","Planorbidae","","Gastropoda","Mollusca","","","","","adult",FALSE,"Present",NA,"","Mollusca","Mollusca","Gastropoda","Mollusca","Gyraulus",""
"1005","MAC11-DECK-21AUG2023",218,8153,"true","SeaArk","DH;SH;AM;GN","Decker Island","08/21/2023","DECK-TP","1=0-33% clouds","0=Calm; glassy"," S"," 2=ebb",111,23,5.59,188,7.1,4.9,0.15,0.46,6.7," 1=absent",2," Inside",NA," false"," ","DECK-TP","Decker Island",13585,"Trawl","MAC",""," "," 2= against flow"," Channel",1.8,NA,50,NA,"","08:41","00:00",NA,NA,NA,38.084399,121.723872,NA,NA,31506,621233,623721,NA,NA,NA,NA,NA," ",NA,NA,NA,NA,NA,NA,NA,NA,NA," false"," 1.Surface","5.Boogie board",11,11," "," Garmin 6",2," "," 10 casts of 5m for 50m distance",38.084399,-121.723872,NA,NA,952,"Gyraulus",100,2,2,"FRP","2023-08-21",9.8174770424681,0.203718327157626,2023-08-21,2023,8,"143","","","","Gyraulus","Invertebrate","","Gyraulus","Planorbidae","","Gastropoda","Mollusca","","","","","adult",FALSE,"Present",NA,"","Mollusca","Mollusca","Gastropoda","Mollusca","Gyraulus",""
"1006","MAC13-LIBE-07NOV2023",218,8544,"true","Mudsucker","AC;DMC;DD;DH","Liberty Island","11/07/2023","LIBE_UNK","1=0-33% clouds","3= wind 8-12 mph; large wavelets"," N"," 2=ebb",NA,16.5,11.6,159,8.6,1.7,0.12,0.34,6.4," 1=absent",2," Inside",NA," false"," ","LIBE-UNK","Liberty Island",14069,"Trawl","MAC",""," "," 2= against flow"," Channel",1.4,NA,NA,NA,"","15:29","15:29",10,NA,NA,38.252758,121.675051,38.256414,121.67381,31507,69947,86354,NA,NA,NA,NA,NA," ",NA,NA,NA,NA,NA,NA,NA,NA,NA," true"," 1.Surface","1.Boat",5,5," "," ",5," "," top gromet of net was out of water for a few seconds to avoid SAV.",38.252758,-121.675051,38.256414,-121.67381,1653,"Gyraulus",100,1,1,"FRP","2023-11-07",86.5716419445371,0.0115511266453819,2023-11-07,2023,11,"143","","","","Gyraulus","Invertebrate","","Gyraulus","Planorbidae","","Gastropoda","Mollusca","","","","","adult",FALSE,"Present",NA,"","Mollusca","Mollusca","Gastropoda","Mollusca","Gyraulus",""
"1007","MAC13-LIBE-17AUG2023",218,8181,"true","Mudsucker","GU;DH;SH;AM;GN","Liberty Island","08/17/2023","LIBE_UNK","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",157,23.2,7.54,136,7.6,2.9,0.09,0.31,6.1," 1=absent",2," Inside",NA," false"," ","LIBE-UNK","Liberty Island",13621,"Trawl","MAC",""," "," 2= against flow"," Channel",4,NA,NA,NA,"","10:10","10:15",5,NA,NA,38.243141,121.683209,38.245347,121.682458,31511,362548,374113,NA,NA,NA,NA,NA," ",NA,NA,NA,NA,NA,NA,NA,NA,NA," true"," 1.Surface","1.Boat",5,5," "," Garmin 6",4," "," MAC trawl cut short because cod-end filled 50% with filamentous algae",38.243141,-121.683209,38.245347,-121.682458,1688,"Gyraulus",100,3,3,"FRP","2023-08-17",61.0227975308449,0.0491619545708898,2023-08-17,2023,8,"143","","","","Gyraulus","Invertebrate","","Gyraulus","Planorbidae","","Gastropoda","Mollusca","","","","","adult",FALSE,"Present",NA,"","Mollusca","Mollusca","Gastropoda","Mollusca","Gyraulus",""
