"","VisitNo","SampleID_key","SampleID_frp","QAQC.x","GearType","GearTypeAbbreviation","Habitat","SeineCode","TowDirection","HabitatMorphology","DepthOfWater","CableOut","LengthOfTrawl","Width","Netter","StartTime","EndTime","Duration","PercentOpen","DepthOfSample","LatitudeStart","LongitudeStart","LatitudeEnd","LongitudeEnd","NetMeterSerial","NetMeterStart","NetMeterEnd","Volts","DutyCycle","Amps","PulseRate","VolumeEstimated","SeineDeploymentType","GearDetail","Silt","Sand","Gravel","Cobble","Boulder","Organics","MassOfStandardLow","MassOfStandardHigh","QuestionableData.x","VegetationInSample","FlowType","DragMethod","NetNumber","CodEnd","CodEndPercent","GpsUnit","GpsAccuracy","DepthSource","Comments","Flagged_Data","QAQC.y","Boat","Crew","Location","Visit.Date","Station","Weather","WindWaves","WindDirection","Tide","Secchi","SurfTemp","DO","SC","pH","Turbidity","Phycocyanin","Chlorophyll","FDOM","Microcystis","SondeNo","Wetland","DataQuality","QuestionableData.y","SiteComments","Visit.Date2","year","month","DateTime","Season"
"308",7884,13130,"ZOOP13-STAI-24APR2023","true","Trawl","ZOOP",""," "," 2= against flow"," Channel",3.9,NA,NA,NA,"","12:56","13:01",5,NA,NA,38.332989,121.675599,38.334928,121.675601,31508,129816,135179,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","1.Boat","4",9," "," Garmin 5",2," "," ",NA,"true","Other","DMC;DNC;GU;AM","Stairsteps-Liberty Cut","04/24/2023","STAI-M","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 2=ebb",70,20.1,8.67,718,8.3,7.3,0.37,2.31,16.5," 1=absent",2," Inside",NA," false"," No Points samples; Boat CDFW levees North River; Guest Brianne O.",2023-04-24,2023,4,"2023-04-24 12:56","Spring"
"309",7885,13133,"ZOOP14-STAI-24APR2023","true","Trawl","ZOOP",""," "," 2= against flow"," Channel",6.2,NA,NA,NA,"","13:42","13:47",5,NA,NA,38.326008,121.667291,38.328016,121.667396,31508,135179,141102,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","1.Boat","4",9," "," Garmin 5",2," "," ",NA,"true","Other","DMC;DNC;GU;AM","Stairsteps-Liberty Cut","04/24/2023","STAI-LIBE","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 2=ebb",56,20.1,8.63,720,8.4,9.2,0.4,2.52,15.6," 1=absent",2," Inside",NA," false"," Guest Brianne O.; boat CDFW leveees North River",2023-04-24,2023,4,"2023-04-24 13:42","Spring"
"310",7885,13134,"NT14-STAI-24APR2023","true","Trawl","NT",""," "," 2= against flow"," Channel",6.2,NA,NA,NA,"","13:42","13:47",5,NA,NA,38.326008,121.667291,38.328016,121.667396,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","1.Boat","3",NA," "," Garmin 5",2," "," ",NA,"true","Other","DMC;DNC;GU;AM","Stairsteps-Liberty Cut","04/24/2023","STAI-LIBE","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 2=ebb",56,20.1,8.63,720,8.4,9.2,0.4,2.52,15.6," 1=absent",2," Inside",NA," false"," Guest Brianne O.; boat CDFW leveees North River",2023-04-24,2023,4,"2023-04-24 13:42","Spring"
"311",7885,13132,"MAC14-STAI-24APR2023","true","Trawl","MAC",""," "," 2= against flow"," Channel",5.9,NA,NA,NA,"","13:42","13:52",10,NA,NA,38.326008,121.667291,38.330231,121.667248,31511,678844,697846,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","1.Boat","5",5," "," Garmin 5",2," "," ",NA,"true","Other","DMC;DNC;GU;AM","Stairsteps-Liberty Cut","04/24/2023","STAI-LIBE","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 2=ebb",56,20.1,8.63,720,8.4,9.2,0.4,2.52,15.6," 1=absent",2," Inside",NA," false"," Guest Brianne O.; boat CDFW leveees North River",2023-04-24,2023,4,"2023-04-24 13:42","Spring"
"312",7886,13137,"NT23-FLYW-27APR2023","true","Trawl","NT",""," "," 2= against flow"," Channel",1.4,NA,NA,NA,"","13:29","13:34",5,NA,NA,38.360596,121.640189,38.360884,121.642934,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," true"," 1.Surface","1.Boat","3",NA," "," Garmin 5",2," "," ",NA,"true","Mudsucker","BA;AC;DC;ED;AE","Flyway Farms","04/27/2023","FLYW-CH-ENTRANCE","1=0-33% clouds","0=Calm; glassy"," NW"," 2=ebb",39,23.2,7.73,760,8.9,10,0.21,1.68,16.1," 1=absent",2," Inside",NA," false"," ",2023-04-27,2023,4,"2023-04-27 13:29","Spring"
"313",7886,13136,"ZOOP23-FLYW-27APR2023","true","Trawl","ZOOP",""," "," 2= against flow"," Channel",1.4,NA,NA,NA,"","13:29","13:34",5,NA,NA,38.360596,121.640189,38.360884,121.642934,31508,178617,185007,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," true"," 1.Surface","1.Boat","4",9," "," Garmin 5",2," "," ",NA,"true","Mudsucker","BA;AC;DC;ED;AE","Flyway Farms","04/27/2023","FLYW-CH-ENTRANCE","1=0-33% clouds","0=Calm; glassy"," NW"," 2=ebb",39,23.2,7.73,760,8.9,10,0.21,1.68,16.1," 1=absent",2," Inside",NA," false"," ",2023-04-27,2023,4,"2023-04-27 13:29","Spring"
"314",7886,13135,"MAC23-FLYW-27APR2023","true","Trawl","MAC",""," "," 2= against flow"," Channel edge",1.4,NA,NA,NA,"","13:29","13:34",5,NA,NA,38.360596,121.640189,38.360884,121.642934,31506,309383,318877,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," true"," 1.Surface","1.Boat","11",11," "," Garmin 5",2," "," mac 5 minutes; hit end of station",NA,"true","Mudsucker","BA;AC;DC;ED;AE","Flyway Farms","04/27/2023","FLYW-CH-ENTRANCE","1=0-33% clouds","0=Calm; glassy"," NW"," 2=ebb",39,23.2,7.73,760,8.9,10,0.21,1.68,16.1," 1=absent",2," Inside",NA," false"," ",2023-04-27,2023,4,"2023-04-27 13:29","Spring"
"315",7887,13139,"PPG21-FLYW-27APR2023","true","MI","PPG",""," "," "," Channel edge",1.9,NA,NA,NA,"","10:28","",NA,NA,1.9,38.360862,121.641276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," 2",100,0,0,0,0,0,NA,NA," false"," "," ","","",NA," "," ",NA," "," ",NA,"true","Mudsucker","BA;AC;DC;ED;AE","Flyway Farms","04/27/2023","FLYW-CH-ENTRANCE","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NW"," 4=flood",41,22,6.24,764,9.1,11.7,0.28,1.84,16.5," 1=absent",2," Inside",NA," false"," ",2023-04-27,2023,4,"2023-04-27 10:28","Spring"
"316",7887,13138,"EAV21-FLYW-27APR2023","true","MI","EAV",""," "," "," Channel edge",0.5,NA,NA,NA,"","10:28","",NA,NA,0.2,38.360862,121.641279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," 1",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," ",NA," "," 25 stems",NA,"true","Mudsucker","BA;AC;DC;ED;AE","Flyway Farms","04/27/2023","FLYW-CH-ENTRANCE","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NW"," 4=flood",41,22,6.24,764,9.1,11.7,0.28,1.84,16.5," 1=absent",2," Inside",NA," false"," ",2023-04-27,2023,4,"2023-04-27 10:28","Spring"
"317",7889,13142,"NT21-WTIB-12APR2023","true","Trawl","NT",""," "," 2= against flow"," Channel",1.9,NA,50,NA,"","09:48","00:00",NA,NA,NA,38.100109,121.581299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","5.Boogie board","",NA," "," Garmin 6",3," "," Boogie Board tow; nt net & cod end = ""new""",NA,"true","Mudsucker","MA;ED;GU;AM","Webb Tract Island and Berms","04/12/2023","WTIB-CH-INT","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",80,14.7,8.61,160,7.2,7.5,0.28,0.37,14.8," 1=absent",1," Inside",NA," false"," Guest= Alec Strachan. Zoop sample= cast and return; 7 tosses at 8m each= 56 m total. MAC sample= boogie board tow; 10 tows at 5m each= 50m total. NT sample=boogieboard tow; 10 tows at 5m each= 50m total.",2023-04-12,2023,4,"2023-04-12 09:48","Spring"
"318",7889,13141,"ZOOP21-WTIB-12APR2023","true","Trawl","ZOOP",""," "," 2= against flow"," Channel",1.9,NA,56,NA,"","09:48","00:00",NA,NA,NA,38.100109,121.581299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","3.Cast and retrieve","3",1," "," Garmin 6",3," "," zoop x7 tosses @ 8m each",NA,"true","Mudsucker","MA;ED;GU;AM","Webb Tract Island and Berms","04/12/2023","WTIB-CH-INT","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",80,14.7,8.61,160,7.2,7.5,0.28,0.37,14.8," 1=absent",1," Inside",NA," false"," Guest= Alec Strachan. Zoop sample= cast and return; 7 tosses at 8m each= 56 m total. MAC sample= boogie board tow; 10 tows at 5m each= 50m total. NT sample=boogieboard tow; 10 tows at 5m each= 50m total.",2023-04-12,2023,4,"2023-04-12 09:48","Spring"
"319",7889,13140,"MAC21-WTIB-12APR2023","true","Trawl","MAC",""," "," 2= against flow"," Channel",1.9,NA,50,NA,"","09:48","00:00",NA,NA,NA,38.100109,121.581299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","5.Boogie board","5",5," "," Garmin 6",3," "," Boogie board tow",NA,"true","Mudsucker","MA;ED;GU;AM","Webb Tract Island and Berms","04/12/2023","WTIB-CH-INT","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",80,14.7,8.61,160,7.2,7.5,0.28,0.37,14.8," 1=absent",1," Inside",NA," false"," Guest= Alec Strachan. Zoop sample= cast and return; 7 tosses at 8m each= 56 m total. MAC sample= boogie board tow; 10 tows at 5m each= 50m total. NT sample=boogieboard tow; 10 tows at 5m each= 50m total.",2023-04-12,2023,4,"2023-04-12 09:48","Spring"
"320",7890,13147,"PPG21-WTIB-12APR2023","true","MI","PPG",""," "," "," Channel",1.8,NA,NA,NA,"","07:51","",NA,NA,1.8,38.099525,121.581323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," 1",35,0,0,0,0,65,NA,NA," false"," "," ","","",NA," "," Garmin 6",3," "," ",NA,"true","Mudsucker","MA;ED;GU;AM","Webb Tract Island and Berms","04/12/2023","WTIB-CH-INT","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 4=flood",65,14,7.76,163,7.2,8.4,0.32,0.47,15.3," 1=absent",1," Inside",NA," false"," Point samples only",2023-04-12,2023,4,"2023-04-12 07:51","Spring"
"321",7890,13144,"FAV21-WTIB-12APR2023","true","MI","FAV",""," "," "," Channel",1.8,NA,NA,NA,"","07:51","",NA,NA,0.5,38.099525,121.581323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," 3",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," Garmin 6",3," "," ",NA,"true","Mudsucker","MA;ED;GU;AM","Webb Tract Island and Berms","04/12/2023","WTIB-CH-INT","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 4=flood",65,14,7.76,163,7.2,8.4,0.32,0.47,15.3," 1=absent",1," Inside",NA," false"," Point samples only",2023-04-12,2023,4,"2023-04-12 07:51","Spring"
"322",7891,13145,"ZOOP11-TULE-17APR2023","true","Trawl","ZOOP",""," "," 2= against flow"," Channel",2,NA,54,NA,"","14:08","00:00",NA,NA,NA,38.119924,121.982014,NA,NA,31512,189450,191373,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","5.Boogie board","1",1," "," Garmin 5",2," "," boogie board",NA,"true","Mudsucker","SH;AM;GN;KMP","Tule Red","04/17/2023","TULE-CH-SM-11","3=66-100% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",12,14.2,10.12,330,8,107.4,0.85,1.52,7.8," 1=absent",1," Inside",NA," false"," mac tows = 5 m each tow; mac tow # 3 and 8 = 4m; mac tows 11. zoop tows = 5m each tow; zoop tow #4 = 4m; zoop tows 11. nt tows = 5m each tow",2023-04-17,2023,4,"2023-04-17 14:08","Spring"
"323",7891,13143,"MAC11-TULE-17APR2023","true","Trawl","MAC",""," "," 2= against flow"," Channel",2,NA,53,NA,"","14:08","00:00",NA,NA,NA,38.119924,121.982014,NA,NA,31506,204881,206979,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","5.Boogie board","11",11," "," Garmin 5",2," "," boogie board ",NA,"true","Mudsucker","SH;AM;GN;KMP","Tule Red","04/17/2023","TULE-CH-SM-11","3=66-100% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",12,14.2,10.12,330,8,107.4,0.85,1.52,7.8," 1=absent",1," Inside",NA," false"," mac tows = 5 m each tow; mac tow # 3 and 8 = 4m; mac tows 11. zoop tows = 5m each tow; zoop tow #4 = 4m; zoop tows 11. nt tows = 5m each tow",2023-04-17,2023,4,"2023-04-17 14:08","Spring"
"324",7891,13146,"NT11-TULE-17APR2023","true","Trawl","NT",""," "," 2= against flow"," Channel",2,NA,50,NA,"","14:08","00:00",NA,NA,NA,38.119924,121.982014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","5.Boogie board","3",NA," "," Garmin 5",2," "," boogie board",NA,"true","Mudsucker","SH;AM;GN;KMP","Tule Red","04/17/2023","TULE-CH-SM-11","3=66-100% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",12,14.2,10.12,330,8,107.4,0.85,1.52,7.8," 1=absent",1," Inside",NA," false"," mac tows = 5 m each tow; mac tow # 3 and 8 = 4m; mac tows 11. zoop tows = 5m each tow; zoop tow #4 = 4m; zoop tows 11. nt tows = 5m each tow",2023-04-17,2023,4,"2023-04-17 14:08","Spring"
"325",7892,13150,"NT12-TULE-17APR2023","true","Trawl","NT",""," "," 2= against flow"," Channel",1.8,NA,50,NA,"","14:57","00:00",NA,NA,NA,38.123426,121.981245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","5.Boogie board","3",NA," "," Garmin 5",2," "," boogie board",NA,"true","Mudsucker","SH;AM;GN;KMP","Tule Red","04/17/2023","TULE-TP-1","3=66-100% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",17,14.5,9.86,1057,7.7,64.4,0.85,1.98,19.6," 1=absent",1," Inside",NA," false"," mac tow = 11; 9th; 11th cast = 4m; rest 5m each; mac sample lost 1% of sample while processing. zoop tow = 10; each tow =5m. nt tow=10; each tow = 5m. 1 three spine stickleback in nt12 sample; not measured and in sample bottle",2023-04-17,2023,4,"2023-04-17 14:57","Spring"
"326",7892,13148,"MAC12-TULE-17APR2023","true","Trawl","MAC",""," "," 2= against flow"," Channel",1.8,NA,55,NA,"","14:57","00:00",NA,NA,NA,38.123426,121.981245,NA,NA,31506,206964,208540,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","5.Boogie board","11",11," "," Garmin 5",2," "," boogie board",NA,"true","Mudsucker","SH;AM;GN;KMP","Tule Red","04/17/2023","TULE-TP-1","3=66-100% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",17,14.5,9.86,1057,7.7,64.4,0.85,1.98,19.6," 1=absent",1," Inside",NA," false"," mac tow = 11; 9th; 11th cast = 4m; rest 5m each; mac sample lost 1% of sample while processing. zoop tow = 10; each tow =5m. nt tow=10; each tow = 5m. 1 three spine stickleback in nt12 sample; not measured and in sample bottle",2023-04-17,2023,4,"2023-04-17 14:57","Spring"
"327",7892,13149,"ZOOP12-TULE-17APR2023","true","Trawl","ZOOP",""," "," 2= against flow"," Channel",1.8,NA,50,NA,"","14:57","00:00",NA,NA,NA,38.123426,121.981245,NA,NA,31512,191378,192725,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","5.Boogie board","1",1," "," Garmin 5",2," "," boogie board",NA,"true","Mudsucker","SH;AM;GN;KMP","Tule Red","04/17/2023","TULE-TP-1","3=66-100% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",17,14.5,9.86,1057,7.7,64.4,0.85,1.98,19.6," 1=absent",1," Inside",NA," false"," mac tow = 11; 9th; 11th cast = 4m; rest 5m each; mac sample lost 1% of sample while processing. zoop tow = 10; each tow =5m. nt tow=10; each tow = 5m. 1 three spine stickleback in nt12 sample; not measured and in sample bottle",2023-04-17,2023,4,"2023-04-17 14:57","Spring"
"328",7893,13153,"NT22-WTIB-12APR2023","true","Trawl","NT",""," "," 2= against flow"," Channel",1.6,NA,50,NA,"","11:23","00:00",NA,NA,NA,38.100569,121.58115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","5.Boogie board","",NA," "," Garmin 6",3," "," Boogie board tow. no net/CE#",NA,"true","Mudsucker","MA;ED;GU;AM","Webb Tract Island and Berms","04/12/2023","WTIB-CH-INT","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",72,14.9,8.37,161,7.2,7.5,0.26,0.47,14.6," 1=absent",1," Inside",NA," false"," Guest= Alec Strahan. Zoop sample= cast and retrieve; 10 tosses at 5m each= 50m total. MAC sample= Boogie board tow; 10 tows at 5m each= 50m total. NT sample= Boogie board tow; 10 tows at 5m each= 50m total.",2023-04-12,2023,4,"2023-04-12 11:23","Spring"
"329",7893,13152,"ZOOP22-WTIB-12APR2023","true","Trawl","ZOOP",""," "," 2= against flow"," Channel",1.6,NA,50,NA,"","11:23","00:00",NA,NA,NA,38.100569,121.58115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","3.Cast and retrieve","3",1," "," Garmin 6",3," "," ",NA,"true","Mudsucker","MA;ED;GU;AM","Webb Tract Island and Berms","04/12/2023","WTIB-CH-INT","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",72,14.9,8.37,161,7.2,7.5,0.26,0.47,14.6," 1=absent",1," Inside",NA," false"," Guest= Alec Strahan. Zoop sample= cast and retrieve; 10 tosses at 5m each= 50m total. MAC sample= Boogie board tow; 10 tows at 5m each= 50m total. NT sample= Boogie board tow; 10 tows at 5m each= 50m total.",2023-04-12,2023,4,"2023-04-12 11:23","Spring"
"330",7893,13151,"MAC22-WTIB-12APR2023","true","Trawl","MAC",""," "," 2= against flow"," Channel",1.6,NA,50,NA,"","11:23","00:00",NA,NA,NA,38.100569,121.58115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","5.Boogie board","5",5," "," Garmin 6",3," "," Boogie board tow.",NA,"true","Mudsucker","MA;ED;GU;AM","Webb Tract Island and Berms","04/12/2023","WTIB-CH-INT","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",72,14.9,8.37,161,7.2,7.5,0.26,0.47,14.6," 1=absent",1," Inside",NA," false"," Guest= Alec Strahan. Zoop sample= cast and retrieve; 10 tosses at 5m each= 50m total. MAC sample= Boogie board tow; 10 tows at 5m each= 50m total. NT sample= Boogie board tow; 10 tows at 5m each= 50m total.",2023-04-12,2023,4,"2023-04-12 11:23","Spring"
"331",7894,13154,"MAC13-TULE-17APR2023","true","Trawl","MAC",""," "," 2= against flow"," Channel",1,NA,50,NA,"","16:01","00:00",NA,NA,NA,38.123204,121.984309,NA,NA,31506,208568,210458,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","5.Boogie board","11",11," "," Garmin 5",2," "," boogie board",NA,"true","Mudsucker","SH;AM;GN;KMP","Tule Red","04/17/2023","TULE-CH-SM-8","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",18,15.4,10.1,1068,7.7,53.7,0.78,2.11,26.5," 1=absent",1," Inside",NA," false"," mac tows = 10; each tow = 5m did not finish zoop 13 and nt 13 due to weather",2023-04-17,2023,4,"2023-04-17 16:01","Spring"
"332",7895,13155,"EAV11-TULE-17APR2023","true","MI","EAV",""," "," "," Channel edge",0.9,NA,NA,NA,"","11:16","",NA,NA,0.5,38.117599,121.981146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," 3",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," Garmin 5",2," "," ~42 individuals sampled",NA,"true","Mudsucker","SH;AM;GN;KMP","Tule Red","04/17/2023","TULE-CH-SM-11","3=66-100% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 4=flood",23,13.6,8.55,1467,7.4,50.2,0.87,2.06,28," 1=absent",1," Inside",NA," false"," Kiana Poier is a guest for the day",2023-04-17,2023,4,"2023-04-17 11:16","Spring"
"333",7895,13156,"PPG11-TULE-17APR2023","true","MI","PPG",""," "," "," Channel edge",1.3,NA,NA,NA,"","11:16","",NA,NA,1.3,38.117599,121.981146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," 1",60,0,0,0,0,40,NA,NA," false"," "," ","","",NA," "," Garmin 5",2," "," ",NA,"true","Mudsucker","SH;AM;GN;KMP","Tule Red","04/17/2023","TULE-CH-SM-11","3=66-100% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 4=flood",23,13.6,8.55,1467,7.4,50.2,0.87,2.06,28," 1=absent",1," Inside",NA," false"," Kiana Poier is a guest for the day",2023-04-17,2023,4,"2023-04-17 11:16","Spring"
"334",7896,13157,"EAV12-TULE-17APR2023","true","MI","EAV",""," "," "," Channel edge",0.6,NA,NA,NA,"","11:54","",NA,NA,0.3,38.124427,121.980591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," 3",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," Garmin 5",2," "," stem count = 45",NA,"true","Mudsucker","SH;AM;GN;KMP","Tule Red","04/17/2023","TULE-TP-1","3=66-100% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 4=flood",15,13.6,8.87,1330,7.5,55.1,0.94,2.34,25.2," 1=absent",1," Inside",NA," false"," point samples only",2023-04-17,2023,4,"2023-04-17 11:54","Spring"
"335",7896,13158,"PPG12-TULE-17APR2023","true","MI","PPG",""," "," "," Channel edge",0.7,NA,NA,NA,"","11:54","",NA,NA,0.7,38.124427,121.980591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," 1",95,0,0,0,0,5,NA,NA," false"," "," ","","",NA," "," Garmin 5",2," "," ",NA,"true","Mudsucker","SH;AM;GN;KMP","Tule Red","04/17/2023","TULE-TP-1","3=66-100% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 4=flood",15,13.6,8.87,1330,7.5,55.1,0.94,2.34,25.2," 1=absent",1," Inside",NA," false"," point samples only",2023-04-17,2023,4,"2023-04-17 11:54","Spring"
"336",7897,13159,"EAV21-WTIB-12APR2023","true","MI","EAV",""," "," "," Channel edge",1.2,NA,NA,NA,"","08:15","",NA,NA,0.6,38.099912,121.581224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," 3",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," Garmin 6",3," "," stem count= 20",NA,"true","Mudsucker","MA;ED;GU;AM","Webb Tract Island and Berms","04/12/2023","WTIB-CH-INT","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 1=high slack",73,14.5,9.08,158,7.3,7.9,0.35,0.6,14.7," 1=absent",1," Inside",NA," false"," Guest= Alec Strachan",2023-04-12,2023,4,"2023-04-12 08:15","Spring"
"337",7897,13160,"PPG22-WTIB-12APR2023","true","MI","PPG",""," "," "," Channel edge",0.9,NA,NA,NA,"","08:15","",NA,NA,0.9,38.099912,121.581224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," 1",40,0,0,0,0,60,NA,NA," false"," "," ","","",NA," "," Garmin 6",3," "," ",NA,"true","Mudsucker","MA;ED;GU;AM","Webb Tract Island and Berms","04/12/2023","WTIB-CH-INT","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 1=high slack",73,14.5,9.08,158,7.3,7.9,0.35,0.6,14.7," 1=absent",1," Inside",NA," false"," Guest= Alec Strachan",2023-04-12,2023,4,"2023-04-12 08:15","Spring"
"338",7899,13161,"EAV13-TULE-17APR2023","true","MI","EAV",""," "," "," Channel edge",0.6,NA,NA,NA,"","12:30","",NA,NA,0.3,38.122804,121.984959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," 3",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," Garmin 5",2," "," stem count =15; 1 phrag leaf fell from sweepnet but was recovered (may have lost >1% of sample)",NA,"true","Mudsucker","SH;AM;GN;KMP","Tule Red","04/17/2023","TULE-CH-SM-8","3=66-100% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 4=flood",12,13.9,10.11,376,7.9,121.5,0.94,1.36,7.3," 1=absent",1," Inside",NA," false"," 1 three spine stickleback (37mm) in sweepnet; point samples only",2023-04-17,2023,4,"2023-04-17 12:30","Spring"
"339",7899,13163,"PPG13-TULE-17APR2023","true","MI","PPG",""," "," "," Channel edge",1.7,NA,NA,NA,"","12:30","",NA,NA,1.7,38.122804,121.984959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," 1",99,0,0,0,0,1,NA,NA," false"," "," ","","",NA," "," Garmin 5",2," "," ",NA,"true","Mudsucker","SH;AM;GN;KMP","Tule Red","04/17/2023","TULE-CH-SM-8","3=66-100% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 4=flood",12,13.9,10.11,376,7.9,121.5,0.94,1.36,7.3," 1=absent",1," Inside",NA," false"," 1 three spine stickleback (37mm) in sweepnet; point samples only",2023-04-17,2023,4,"2023-04-17 12:30","Spring"
"340",7901,13164,"ZOOP23-WTIB-12APR2023","true","Trawl","ZOOP",""," "," 2= against flow"," Channel",1.2,NA,NA,NA,"","12:26","00:00",5.5,NA,NA,38.101095,121.581176,38.099945,121.581385,31512,132327,139077,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","1.Boat","1",1," "," Garmin 6",3," "," ",NA,"true","Mudsucker","MA;ED;GU;AM","Webb Tract Island and Berms","04/12/2023","WTIB-CH-INT","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",57,15.1,8.14,160,7.1,8,0.31,0.43,14.7," 1=absent",1," Inside",NA," false"," Guest= Alec Strachan.  MAC23-WTIB-12APR2023 in 1 gallon bag (1/2) and 500 mL jar (2/2). Repeated trawl over same area to complete 5 min trawls. Same start and end for all trawls (GPS). MAC done right after Zoop and NT; time was not recorded.",2023-04-12,2023,4,"2023-04-12 12:26","Spring"
