"","VisitNo","SampleID_key","SampleID_frp","StartTime","EndTime","Duration","LatitudeStart","LatitudeEnd","LongitudeStart","LongitudeEnd","DepthMeters","NetMeterStart","NetMeterEnd","TowDirection","SeineCode","SeineDeploymentType","LengthOfTrawl","Width","PercentOpen","GearTypeAbbreviation","volume","Location","Visit.Date2","Comments"
"185",7371,12391,"LAMOPE03-WINT-15MAR2023","09:56","",NA,38.052002,NA,121.854518,NA,2.9,NA,NA," 2= against flow","2. Partial twist; snag; or tear","Boat",NA,NA,NA,"LAMOPE",280.81804009311,"Winter Island",2023-03-15," gps 5; accuracy 2m. not paired. channel was narrow"
"186",7356,12376,"LAMOPE03-WTIB-02MAR2023","09:46","",NA,38.095792,NA,121.586405,NA,1.9,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",197.300077206198,"Webb Tract Island and Berms",2023-03-02," gps 5; accuracy 2m. not paired. "
"187",7698,12758,"LAMOPE03-WTIB-12APR2023","16:06","",NA,38.094831,NA,121.591121,NA,8.8,NA,NA," 2= against flow","2. Partial twist; snag; or tear","Boat",NA,NA,NA,"LAMOPE",332.7,"Webb Tract Island and Berms",2023-04-12," gps 6. accuracy 3m. paired. code 2 - depth. gps calculated 2023 sample inventory ed 9/11/23"
"188",8492,13992,"LAMOPE04-BRAD-26DEC2023","10:20","",NA,38.197421,NA,121.916315,NA,2,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",206.41862200576,"Bradmoor Island",2023-12-26," "
"189",8424,13904,"LAMOPE04-BRAD-28NOV2023","11:17","",NA,38.197471,NA,121.916389,NA,1.6,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",168.922111459686,"Bradmoor Island",2023-11-28," "
"190",7484,12524,"LAMOPE04-BROA-05APR2023","10:45","",NA,38.036832,NA,121.842725,NA,5,NA,NA," 2= against flow","2. Partial twist; snag; or tear","Boat",NA,NA,NA,"LAMOPE",332.7,"Broad Slough",2023-04-05," gps 5; accuracy 2m. not paired. code 2: depth"
"191",7253,12257,"LAMOPE04-BROW-12JAN2023","09:54","",NA,38.040131,NA,121.858524,NA,1.7,NA,NA," 2= against flow","2. Partial twist; snag; or tear","Boat",NA,NA,NA,"LAMOPE",178.551821933162,"Browns Island",2023-01-12," gps 5; accuracy 3m. not paired. cod end 1/4 full of mud and detritus"
"192",7372,12392,"LAMOPE04-BROW-15MAR2023","10:20","",NA,38.032635,NA,121.857042,NA,2.7,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",265.477555979498,"Browns Island",2023-03-15," gps 5; accuracy 2m. not paired. "
"193",8386,13847,"LAMOPE04-DECK-21NOV2023","11:56","",NA,38.084316,NA,121.723936,NA,1.8,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",188.011143848666,"Decker Island",2023-11-21," "
"194",8082,13484,"LAMOPE04-FLYW-25MAY2023","11:24","",NA,38.360824,NA,121.640907,NA,1.3,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",139.010648691434,"Flyway Farms",2023-05-25," depth from handheld. gps 6; accuracy 3m. not paired. hitch confirmed frp23-019"
"195",7344,12364,"LAMOPE04-GRIZ-28FEB2023","09:30","",NA,38.133383,NA,122.007262,NA,2.3,NA,NA," 2= against flow","2. Partial twist; snag; or tear","Boat",NA,NA,NA,"LAMOPE",232.751925056618,"Grizzly Bay",2023-02-28," code 2 = conditions; not finishing grizzly because of conditions (too choppy/rough). gps 5; accuracy 2m. not paired."
"196",8352,13793,"LAMOPE04-HONK-15NOV2023","10:09","",NA,38.061755,NA,121.929427,NA,2.7,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",265.477555979498,"Honker-Spoonbill",2023-11-15," "
"197",8014,13414,"LAMOPE04-HONK-18MAY2023","10:18","",NA,38.055795,NA,121.89569,NA,2.1,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",215.36677824735,"Honker-Spoonbill",2023-05-18," gps 6 accuracy 3m. depth from handheld."
"198",7246,12246,"LAMOPE04-HORS-03JAN2023","11:40","",NA,38.080321,NA,121.728292,NA,2.7,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",265.477555979498,"Horseshoe Bend",2023-01-03," gps 6; accuracy 3m. not paired. dominant vegetation in net: egeden. gps manually updated from geo-tagged photos taken that day - ed 21jul2023 "
"199",8465,13965,"LAMOPE04-HORS-19DEC2023","10:33","",NA,38.094863,NA,121.708539,NA,10.7,NA,NA," 2= against flow","2. Partial twist; snag; or tear","Boat",NA,NA,NA,"LAMOPE",332.7,"Horseshoe Bend",2023-12-19," "
"200",8472,13972,"LAMOPE04-LIBE-20DEC2023","10:28","",NA,38.30074,NA,121.680318,NA,0.9,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",96.7432585221664,"Liberty Island",2023-12-20," "
"201",8436,13921,"LAMOPE04-LOWE-06DEC2023","09:58","",NA,38.343851,NA,121.66458,NA,2.6,NA,NA," 2= against flow","2. Partial twist; snag; or tear","Boat",NA,NA,NA,"LAMOPE",257.551731085734,"Lower Yolo Ranch",2023-12-06," current was quick and had to make a hasty deployment"
"202",8376,13817,"LAMOPE04-LOWE-20NOV2023","11:15","",NA,38.345261,NA,121.669538,NA,1.6,NA,NA," 2= against flow","1. No twists; snags; or tears","Crew Members and Boat",NA,NA,NA,"LAMOPE",168.922111459686,"Lower Yolo Ranch",2023-11-20," "
"203",7284,12284,"LAMOPE04-LOWE-25JAN2023","11:11","",NA,38.355914,NA,121.654825,NA,1.4,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",149.151524838822,"Lower Yolo Ranch",2023-01-25," not paired. gps 5; accuracy 2m. "
"204",7963,13369,"LAMOPE04-LOWE-26APR2023","11:10","",NA,38.353857,NA,121.654431,NA,1.2,NA,NA," 2= against flow","1. No twists; snags; or tears","Crew Members and Boat",NA,NA,NA,"LAMOPE",128.699383986074,"Lower Yolo Ranch",2023-04-26," gps 5; accuracy 2m. not paired. 1 crayfish found in lampara bucket; not counted"
"205",8030,13434,"LAMOPE04-LOWE-26MAY2023","10:37","",NA,38.35691,NA,121.658859,NA,1.3,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",139.010648691434,"Lower Yolo Ranch",2023-05-26," gps 6 accuracy 3m. extra sample taken because of code 2 sample and location of first being so close to stairsteps on a flood tide. depth from handheld."
"206",7465,12487,"LAMOPE04-PEYT-04APR2023","13:47","",NA,38.220179,NA,122.044351,NA,3.6,NA,NA," 2= against flow","2. Partial twist; snag; or tear","Boat",NA,NA,NA,"LAMOPE",332.7,"Peytonia-Suisun",2023-04-04," gps 5; accuracy 3m. code 2: twist in wing at first red buoy. same wq as lamope03-peyt-04apr2023"
"207",7424,12444,"LAMOPE04-RYER-20MAR2023","11:13","",NA,38.079469,NA,122.015878,NA,2.6,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",257.551731085734,"Ryer Island",2023-03-20," gps 5; accuracy 2m. not paired. unid not brough back from previous sample mangled - unid 25mm"
"208",7295,12296,"LAMOPE04-RYER-26JAN2023","09:34","",NA,38.079369,NA,122.011133,NA,1.7,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",178.551821933162,"Ryer Island",2023-01-26," not paired. gps 5; accuracy 2m. first set; code 3 - twist in cod end; reset upstream; same environmentals"
"209",8005,13405,"LAMOPE04-TULE-16MAY2023","10:57","",NA,38.121913,NA,121.982931,NA,2.3,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",232.751925056618,"Tule Red",2023-05-16," gps 6 accuracy 3m. depth from handheld"
"210",7785,12845,"LAMOPE04-TULE-18APR2023","10:37","",NA,38.124128,NA,121.984319,NA,1.9,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",197.300077206198,"Tule Red",2023-04-18," paired n . gps calculated in 2023 sample inventory - ed 9/7/2023. one thrsti found on deck prior to next sample; plus counted and released"
"211",8483,13983,"LAMOPE04-TULE-22DEC2023","11:06","",NA,38.128837,NA,121.988336,NA,2.7,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",265.477555979498,"Tule Red",2023-12-22," "
"212",8068,13469,"LAMOPE04-WING-03MAY2023","12:47","",NA,38.215288,NA,122.03602,NA,0.9,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",96.7432585221664,"Wings Landing",2023-05-03," depth from handheld. gps 5. not paired"
"213",7436,12456,"LAMOPE04-WING-16MAR2023","09:15","",NA,38.21567,NA,122.03584,NA,1.2,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",128.699383986074,"Wings Landing",2023-03-16," gps 5; accuracy 2m. not paired."
"214",7268,12272,"LAMOPE04-WING-19JAN2023","08:35","",NA,38.220765,NA,122.041146,NA,1.1,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",118.217730722742,"Wings Landing",2023-01-19," gps 5; accuracy 2. not paired."
"215",8504,14004,"LAMOPE04-WING-29DEC2023","10:45","",NA,38.222388,NA,122.034882,NA,1.3,NA,NA," 2= against flow","2. Partial twist; snag; or tear","Boat",NA,NA,NA,"LAMOPE",139.010648691434,"Wings Landing",2023-12-29," code 2: deployed kind of weirdly"
"216",7315,12315,"LAMOPE04-WINT-02FEB2023","09:40","",NA,38.05269,NA,121.854722,NA,3.8,NA,NA," 2= against flow","2. Partial twist; snag; or tear","Boat",NA,NA,NA,"LAMOPE",332.7,"Winter Island",2023-02-02," not paired. gps 5; accuracy 3m. very strong current. code 2: depth and net got shaped weirdly because of current"
"217",8443,13928,"LAMOPE04-WINT-11DEC2023","08:52","",NA,38.043445,NA,121.846432,NA,2.3,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",232.751925056618,"Winter Island",2023-12-11," ribbon weed trace in net; refer to gps for location"
"218",7321,12321,"LAMOPE04-WTIB-08FEB2023","10:02","",NA,38.095206,NA,121.591541,NA,2.8,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",273.23299231529,"Webb Tract Island and Berms",2023-02-08," not paired. gps 5; accuracy 2m. dominant vegetation in net: egeria; cerdem; carolina fanwort; trace; pics"
"219",8493,13993,"LAMOPE05-BRAD-26DEC2023","10:41","",NA,38.195853,NA,121.920448,NA,1.3,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",139.010648691434,"Bradmoor Island",2023-12-26," "
"220",8425,13905,"LAMOPE05-BRAD-28NOV2023","11:48","",NA,38.196541,NA,121.920935,NA,2.5,NA,NA," 2= against flow","2. Partial twist; snag; or tear","Boat",NA,NA,NA,"LAMOPE",249.455517634,"Bradmoor Island",2023-11-28," code 2 = narrow; high current"
"221",7254,12258,"LAMOPE05-BROW-12JAN2023","10:27","",NA,38.039703,NA,121.864099,NA,4.1,NA,NA," 2= against flow","2. Partial twist; snag; or tear","Boat",NA,NA,NA,"LAMOPE",332.7,"Browns Island",2023-01-12," gps 5; accuracy 3m. not paired. seine code 2 due to depth."
"222",7373,12393,"LAMOPE05-BROW-15MAR2023","10:53","",NA,38.038591,NA,121.863868,NA,5.3,NA,NA," 2= against flow","2. Partial twist; snag; or tear","Boat",NA,NA,NA,"LAMOPE",332.7,"Browns Island",2023-03-15," gps 5; accuracy 2m. not paired. code 2: deep."
"223",8473,13973,"LAMOPE05-FLYW-20DEC2023","11:29","",NA,38.360708,NA,121.64039,NA,1.7,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",178.551821933162,"Flyway Farms",2023-12-20," "
"224",7964,13370,"LAMOPE05-FLYW-26APR2023","11:55","",NA,38.360897,NA,121.643492,NA,1.2,NA,NA," 2= against flow","1. No twists; snags; or tears","Crew Members and Boat",NA,NA,NA,"LAMOPE",128.699383986074,"Flyway Farms",2023-04-26," gps 5 accuracy 2m"
"225",8484,13984,"LAMOPE05-GRIZ-22DEC2023","11:38","",NA,38.122429,NA,122.004253,NA,2.9,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",280.81804009311,"Grizzly Bay",2023-12-22," missil found on deck. could be from a previous sample."
"226",7485,12525,"LAMOPE05-HONK-05APR2023","11:36","",NA,38.075266,NA,121.920321,NA,1.9,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",197.300077206198,"Honker-Spoonbill",2023-04-05," gps 5; accuracy 2m. not paired. depth from handheld"
"227",8353,13794,"LAMOPE05-HONK-15NOV2023","10:29","",NA,38.064855,NA,121.933517,NA,2.9,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",280.81804009311,"Honker-Spoonbill",2023-11-15," detritus in cod end"
"228",8015,13415,"LAMOPE05-HONK-18MAY2023","10:46","",NA,38.070212,NA,121.911795,NA,3.6,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",332.7,"Honker-Spoonbill",2023-05-18," gps 6 accuracy 3m. depth from handheld."
"229",7360,12380,"LAMOPE05-HORS-02MAR2023","12:47","",NA,38.083763,NA,121.723609,NA,1.5,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",159.12201242824,"Horseshoe Bend",2023-03-02," gps 5; accuracy 2m. not paired. "
"230",8387,13848,"LAMOPE05-LIBE-21NOV2023","12:49","",NA,38.275638,NA,121.668239,NA,2.2,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",224.14454593097,"Liberty Island",2023-11-21," "
"231",8437,13922,"LAMOPE05-LOWE-06DEC2023","11:04","",NA,38.350772,NA,121.66053,NA,3.1,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",295.476969974838,"Lower Yolo Ranch",2023-12-06," potential hardhead put in etoh; ided in lab as golshi 12/28/2023"
"232",8377,13818,"LAMOPE05-LOWE-20NOV2023","12:07","",NA,38.344263,NA,121.666803,NA,1.9,NA,NA," 2= against flow","1. No twists; snags; or tears","Crew Members and Boat",NA,NA,NA,"LAMOPE",197.300077206198,"Lower Yolo Ranch",2023-11-20," "
"233",7285,12285,"LAMOPE05-LOWE-25JAN2023","11:49","",NA,38.348953,NA,121.662624,NA,2.9,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",280.81804009311,"Lower Yolo Ranch",2023-01-25," not paired. gps 5; accuracy 2m. strong ebb. "
"234",7466,12488,"LAMOPE05-NURS-04APR2023","14:57","",NA,38.177735,NA,121.919703,NA,6.1,NA,NA," 2= against flow","2. Partial twist; snag; or tear","Boat",NA,NA,NA,"LAMOPE",332.7,"Nurse-Denverton",2023-04-04," gps 5. accuracy 2m. not paired. code 2 due to depth"
"235",7425,12445,"LAMOPE05-RYER-20MAR2023","11:34","",NA,38.085896,NA,122.020778,NA,2.8,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",273.23299231529,"Ryer Island",2023-03-20," gps 5; accuracy 2m. not paired"
"236",7301,12301,"LAMOPE05-RYER-26JAN2023","09:49","",NA,38.081122,NA,122.017596,NA,4.1,NA,NA," 2= against flow","2. Partial twist; snag; or tear","Boat",NA,NA,NA,"LAMOPE",332.7,"Ryer Island",2023-01-26," not paired. gps 5; accuracy 2m. code 2 - depth"
"237",7345,12365,"LAMOPE05-RYER-28FEB2023","10:22","",NA,38.082984,NA,122.007132,NA,1.6,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",168.922111459686,"Ryer Island",2023-02-28," unid clam - stepped on. gps 5; accuracy 2m. not paired."
"238",8032,13436,"LAMOPE05-STAI-26MAY2023","12:12","",NA,38.33639,NA,121.666155,NA,2.5,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",249.455517634,"Stairsteps-Liberty Cut",2023-05-26," gps 6 accuracy 3m. all smelt collected in etoh. depth from handheld."
"239",8006,13406,"LAMOPE05-TULE-16MAY2023","11:35","",NA,38.123871,NA,121.984211,NA,1.7,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",178.551821933162,"Tule Red",2023-05-16," gps 6 accuracy 3m. depth from handheld"
"240",7786,12846,"LAMOPE05-TULE-18APR2023","11:05","",NA,38.120766,NA,121.981685,NA,1.7,NA,NA," 2= against flow","2. Partial twist; snag; or tear","Crew Members and Boat",NA,NA,NA,"LAMOPE",178.551821933162,"Tule Red",2023-04-18," code 2: narrow. paired n. thrsti found on deck prior to next sample. gps calculated in 2023 sample inventory - ed 9/7/2023"
"241",8414,13877,"LAMOPE05-TULE-27NOV2023","10:42","",NA,38.122346,NA,121.983209,NA,3.6,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",332.7,"Tule Red",2023-11-27," "
"242",8069,13470,"LAMOPE05-WING-03MAY2023","13:00","",NA,38.215491,NA,122.036826,NA,0.9,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",96.7432585221664,"Wings Landing",2023-05-03," depth from handheld. gps 5; accuracy 2m. not paired"
"243",7437,12457,"LAMOPE05-WING-16MAR2023","09:40","",NA,38.222018,NA,122.039636,NA,1.4,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",149.151524838822,"Wings Landing",2023-03-16," gps 5; accuracy 2m. not paired. thrsti @ 43: frp23-517"
"244",7269,12273,"LAMOPE05-WING-19JAN2023","08:49","",NA,38.219083,NA,122.039343,NA,1.4,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",149.151524838822,"Wings Landing",2023-01-19," gps 5; accuracy 2. not paired"
"245",8505,14005,"LAMOPE05-WING-29DEC2023","11:03","",NA,38.222979,NA,122.035593,NA,0.8,NA,NA," 2= against flow","2. Partial twist; snag; or tear","Boat",NA,NA,NA,"LAMOPE",85.7504395849216,"Wings Landing",2023-12-29," code 2: mud!"
"246",7316,12316,"LAMOPE05-WINT-02FEB2023","10:02","",NA,38.051769,NA,121.851131,NA,1.3,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",139.010648691434,"Winter Island",2023-02-02," not paired. gps 5; accuracy 2m. "
"247",8444,13929,"LAMOPE05-WINT-11DEC2023","09:32","",NA,38.033523,NA,121.843653,NA,2.8,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",273.23299231529,"Winter Island",2023-12-11," "
"248",7247,12247,"LAMOPE05-WTIB-03JAN2023","12:40","",NA,38.095686,NA,121.591478,NA,12.3,NA,NA," 2= against flow","2. Partial twist; snag; or tear","Boat",NA,NA,NA,"LAMOPE",332.7,"Webb Tract Island and Berms",2023-01-03," gps 6; accuracy 3m. not paired. code 2- depth. gps calculated and fixed in 2023 sample inventory - ed 21jul2023"
"249",7322,12322,"LAMOPE05-WTIB-08FEB2023","10:44","",NA,38.096114,NA,121.589807,NA,1.6,NA,NA," 2= against flow","2. Partial twist; snag; or tear","Boat",NA,NA,NA,"LAMOPE",168.922111459686,"Webb Tract Island and Berms",2023-02-08," not paired. gps 5; accuracy 2m. a lot of veg - code 2. "
"250",8466,13966,"LAMOPE05-WTIB-19DEC2023","11:59","",NA,38.094925,NA,121.582474,NA,8.7,NA,NA," 2= against flow","2. Partial twist; snag; or tear","Boat",NA,NA,NA,"LAMOPE",332.7,"Webb Tract Island and Berms",2023-12-19," code 2 = depth"
"251",8494,13994,"LAMOPE06-BRAD-26DEC2023","11:14","",NA,38.184654,NA,121.924086,NA,1,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",107.56568890144,"Bradmoor Island",2023-12-26," "
"252",8426,13906,"LAMOPE06-BRAD-28NOV2023","12:17","",NA,38.183681,NA,121.924219,NA,1.4,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",149.151524838822,"Bradmoor Island",2023-11-28," "
"253",7255,12259,"LAMOPE06-BROW-12JAN2023","10:52","",NA,38.042799,NA,121.871486,NA,2.9,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",280.81804009311,"Browns Island",2023-01-12," gps 5; accuracy 2m. not paired. fish collections: frp23-001 hitch 290 0 fin clip etoh; frp23-500 chisal-f 37 0 whole ice; frp23-501 thrsti 44 0 whole etoh"
"254",7374,12394,"LAMOPE06-BROW-15MAR2023","11:06","",NA,38.038218,NA,121.861419,NA,4.4,NA,NA," 2= against flow","2. Partial twist; snag; or tear","Boat",NA,NA,NA,"LAMOPE",332.7,"Browns Island",2023-03-15," gps 5; accuracy 2m. not paired. code 2: depth"
"255",8354,13795,"LAMOPE06-CHIP-15NOV2023","11:13","",NA,38.057229,NA,121.920031,NA,3.5,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",322.75016704264,"Chipps Island",2023-11-15," "
"256",7361,12381,"LAMOPE06-DECK-02MAR2023","13:06","",NA,38.084295,NA,121.724026,NA,1.7,NA,NA," 2= against flow","2. Partial twist; snag; or tear","Boat",NA,NA,NA,"LAMOPE",178.551821933162,"Decker Island",2023-03-02," gps 5; accuracy 2m. not paired."
"257",8475,13975,"LAMOPE06-FLYW-20DEC2023","12:03","",NA,38.360864,NA,121.646014,NA,1.1,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",118.217730722742,"Flyway Farms",2023-12-20," "
"258",7286,12286,"LAMOPE06-FLYW-25JAN2023","12:24","",NA,38.365055,NA,121.642861,NA,1.8,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",188.011143848666,"Flyway Farms",2023-01-25," not paired. gps 5; accuracy 2m. splittail has tubercles on head"
"259",7965,13371,"LAMOPE06-FLYW-26APR2023","12:45","",NA,38.363372,NA,121.643139,NA,0.9,NA,NA," 2= against flow","1. No twists; snags; or tears","Crew Members and Boat",NA,NA,NA,"LAMOPE",96.7432585221664,"Flyway Farms",2023-04-26," gps 5; accuracy 2m. not paired. depth from handheld"
"260",8007,13407,"LAMOPE06-GRIZ-16MAY2023","12:05","",NA,38.117991,NA,122.001085,NA,2.6,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",257.551731085734,"Grizzly Bay",2023-05-16," gps 6 accuracy 3m. depth from handheld"
"261",8485,13985,"LAMOPE06-GRIZ-22DEC2023","12:11","",NA,38.117302,NA,122.002323,NA,2.7,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",265.477555979498,"Grizzly Bay",2023-12-22," "
"262",7486,12526,"LAMOPE06-HONK-05APR2023","11:57","",NA,38.073458,NA,121.928656,NA,2.3,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",232.751925056618,"Honker-Spoonbill",2023-04-05," gps 5; accuracy 2m. not paired. handheld depthfinder"
"263",8016,13416,"LAMOPE06-HONK-18MAY2023","11:07","",NA,38.059799,NA,121.90732,NA,6.9,NA,NA," 2= against flow","2. Partial twist; snag; or tear","Boat",NA,NA,NA,"LAMOPE",332.7,"Honker-Spoonbill",2023-05-18," gps 6 accuracy 3m. depth from handheld. code 2: depth"
"264",8388,13849,"LAMOPE06-LIBE-21NOV2023","13:06","",NA,38.274771,NA,121.681883,NA,2.5,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",249.455517634,"Liberty Island",2023-11-21," "
"265",8439,13924,"LAMOPE06-LOWE-06DEC2023","13:13","",NA,38.349258,NA,121.667329,NA,2.1,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",215.36677824735,"Lower Yolo Ranch",2023-12-06," "
"266",7467,12489,"LAMOPE06-NURS-04APR2023","15:10","",NA,38.182444,NA,121.915728,NA,1.2,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",128.699383986074,"Nurse-Denverton",2023-04-04," gps 5; accuracy 2m. not paired. "
"267",7438,12458,"LAMOPE06-PEYT-16MAR2023","10:05","",NA,38.221715,NA,122.04398,NA,4,NA,NA," 2= against flow","2. Partial twist; snag; or tear","Boat",NA,NA,NA,"LAMOPE",332.7,"Peytonia-Suisun",2023-03-16," gps 5; accuracy 2m. not paired.  code 2: depth"
"268",7270,12274,"LAMOPE06-PEYT-19JAN2023","09:15","",NA,38.210755,NA,122.035481,NA,1.6,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",168.922111459686,"Peytonia-Suisun",2023-01-19," gps 5; accuracy 3. not paired. pulled net through tule (californicus). frp23-504 thrsti @32"
"269",8506,14006,"LAMOPE06-PEYT-29DEC2023","12:08","",NA,38.226491,NA,122.038288,NA,4.5,NA,NA," 2= against flow","2. Partial twist; snag; or tear","Boat",NA,NA,NA,"LAMOPE",332.7,"Peytonia-Suisun",2023-12-29," code 2: depth"
"270",7426,12446,"LAMOPE06-RYER-20MAR2023","11:56","",NA,38.078129,NA,122.007459,NA,2.4,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",241.188915624294,"Ryer Island",2023-03-20," gps 5; accuracy 2m. not paired. "
"271",7302,12302,"LAMOPE06-RYER-26JAN2023","10:04","",NA,38.078306,NA,122.013944,NA,1.9,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",197.300077206198,"Ryer Island",2023-01-26," not paired. gps 5; accuracy 2m. macoma id by ma 2/9/23"
"272",7346,12366,"LAMOPE06-RYER-28FEB2023","10:45","",NA,38.089013,NA,122.019887,NA,2.2,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",224.14454593097,"Ryer Island",2023-02-28," gps 5; accuracy 2m. not paired."
"273",8378,13819,"LAMOPE06-STAI-20NOV2023","13:02","",NA,38.34979,NA,121.649456,NA,1.6,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",168.922111459686,"Stairsteps-Liberty Cut",2023-11-20," "
"274",8033,13437,"LAMOPE06-STAI-26MAY2023","14:07","",NA,38.333112,NA,121.675876,NA,1.8,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",188.011143848666,"Stairsteps-Liberty Cut",2023-05-26," gps 6 accuracy 3m. a lot of mud and veg. frp23-550: mussel unid dead; for id purposes only! depth from handheld. "
"275",7787,12847,"LAMOPE06-TULE-18APR2023","11:26","",NA,38.1236,NA,121.980044,NA,2.1,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",215.36677824735,"Tule Red",2023-04-18," mysid party! gps from geo-tagged photos - ed 9/7/2023"
