"","VisitNo","SampleID_key","SampleID_frp","QAQC.x","GearType","GearTypeAbbreviation","Habitat","SeineCode","TowDirection","HabitatMorphology","DepthOfWater","CableOut","LengthOfTrawl","Width","Netter","StartTime","EndTime","Duration","PercentOpen","DepthOfSample","LatitudeStart","LongitudeStart","LatitudeEnd","LongitudeEnd","NetMeterSerial","NetMeterStart","NetMeterEnd","Volts","DutyCycle","Amps","PulseRate","VolumeEstimated","SeineDeploymentType","GearDetail","Silt","Sand","Gravel","Cobble","Boulder","Organics","MassOfStandardLow","MassOfStandardHigh","QuestionableData.x","VegetationInSample","FlowType","DragMethod","NetNumber","CodEnd","CodEndPercent","GpsUnit","GpsAccuracy","DepthSource","Comments","QAQC.y","Boat","Crew","Location","Visit.Date","Station","Weather","WindWaves","WindDirection","Tide","Secchi","SurfTemp","DO","SC","pH","Turbidity","Phycocyanin","Chlorophyll","FDOM","Microcystis","SondeNo","Wetland","DataQuality","QuestionableData.y","SiteComments","Visit.Date2","year","month","DateTime","Season"
"222",8002,13402,"LAMOPE01-GRIZ-16MAY2023","true","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",1.3,NA,NA,NA,"","09:30","",NA,NA,NA,38.132095,122.00263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","3",NA," 0%"," ",NA," "," GPS 6 accuracy 3m. Depth from handheld. GPS 6 worked this day.","true","Mudsucker","MA;CB;AE;SH","Grizzly Bay","05/16/2023","GRIZ-UNK","1=0-33% clouds","3= wind 8-12 mph; large wavelets"," SW"," 4=flood",20,17.2,9.45,148,7.8,67.4,0.62,1.17,6," 1=absent",1," Inside",NA," false"," Depth from handheld",2023-05-16,2023,5,"2023-05-16 09:30","Spring"
"223",8003,13403,"LAMOPE02-GRIZ-16MAY2023","true","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",0.9,NA,NA,NA,"","09:45","",NA,NA,NA,38.130617,121.997562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","3",NA," 0%"," ",NA," "," depth from handheld. GPS 6 accuracy 4m","true","Mudsucker","AC;ED;GU;AM","Grizzly Bay","05/16/2023","GRIZ-UNK","1=0-33% clouds","3= wind 8-12 mph; large wavelets"," SW"," 4=flood",19,17.3,9.59,154,7.9,63.9,0.67,1.52,6.1," 1=absent",1," Inside",NA," false"," Guest - Anthony Elias-Linarez",2023-05-16,2023,5,"2023-05-16 09:45","Spring"
"224",8004,13404,"LAMOPE03-TULE-16MAY2023","true","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",1.6,NA,NA,NA,"","10:08","",NA,NA,NA,38.131352,121.99099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","3",NA," 0%"," ",NA," "," Depth from handheld. GPS 6 accuracy 3m","true","Mudsucker","AC;ED;GU;AM","Tule Red","05/16/2023","TULE-CH-LG-M","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 4=flood",16,17.6,9.45,353,7.8,57.7,1.23,5.01,9.9," 1=absent",1," Inside",NA," false"," Guest - Anthony Elias-Linarez",2023-05-16,2023,5,"2023-05-16 10:08","Spring"
"225",8004,13428,"CAST01-TULE-16MAY2023","true","Cast","CAST",""," "," "," ",1.6,NA,NA,NA,"AM","10:20","",NA,63,NA,38.131348,121.99132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," ",NA," "," GPS 6 accuracy 3m. Depth from handheld.","true","Mudsucker","AC;ED;GU;AM","Tule Red","05/16/2023","TULE-CH-LG-M","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 4=flood",16,17.6,9.45,353,7.8,57.7,1.23,5.01,9.9," 1=absent",1," Inside",NA," false"," Guest - Anthony Elias-Linarez",2023-05-16,2023,5,"2023-05-16 10:20","Spring"
"226",8005,13405,"LAMOPE04-TULE-16MAY2023","true","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",2.3,NA,NA,NA,"","10:57","",NA,NA,NA,38.121913,121.982931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","3",NA," 0%"," ",NA," "," GPS 6 accuracy 3m. Depth from handheld","true","Mudsucker","AC;ED;GU;AM","Tule Red","05/16/2023","TULE-CH-LG-SE","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 4=flood",20,19.5,6.63,1104,7.2,42.2,0.66,2.18,26.7," 1=absent",1," Inside",NA," false"," Guest - Anthony Elias-Linarez",2023-05-16,2023,5,"2023-05-16 10:57","Spring"
"227",8005,13429,"CAST02-TULE-16MAY2023","true","Cast","CAST",""," "," "," ",2.3,NA,NA,NA,"AM","11:05","",NA,72,NA,38.121323,121.982431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," ",NA," "," GPS 6 accuracy 3m. Depth from handheld.","true","Mudsucker","AC;ED;GU;AM","Tule Red","05/16/2023","TULE-CH-LG-SE","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 4=flood",20,19.5,6.63,1104,7.2,42.2,0.66,2.18,26.7," 1=absent",1," Inside",NA," false"," Guest - Anthony Elias-Linarez",2023-05-16,2023,5,"2023-05-16 11:05","Spring"
"228",8006,13406,"LAMOPE05-TULE-16MAY2023","true","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",1.7,NA,NA,NA,"","11:35","",NA,NA,NA,38.123871,121.984211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","3",NA," 0%"," ",NA," "," GPS 6 accuracy 3m. Depth from handheld","true","Mudsucker","AC;ED;GU;AM","Tule Red","05/16/2023","TULE-CH-LG-SE","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 4=flood",17,18.9,8.22,665,7.5,45.4,0.93,3.57,15.8," 1=absent",1," Inside",NA," false"," Guest - Anthony Elias-Linarez",2023-05-16,2023,5,"2023-05-16 11:35","Spring"
"229",8007,13407,"LAMOPE06-GRIZ-16MAY2023","true","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",2.6,NA,NA,NA,"","12:05","",NA,NA,NA,38.117991,122.001085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","3",NA," 0%"," ",NA," "," GPS 6 accuracy 3m. Depth from handheld","true","Mudsucker","AC;ED;GU;AM","Grizzly Bay","05/16/2023","GRIZ-UNK","1=0-33% clouds","3= wind 8-12 mph; large wavelets"," SW"," 4=flood",18,17.9,9.62,207,7.9,38.5,0.53,1.26,7.3," 1=absent",1," Inside",NA," false"," Guest - Anthony Elias-Linarez",2023-05-16,2023,5,"2023-05-16 12:05","Spring"
"230",8008,13408,"LAMOPE07-RYER-16MAY2023","true","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",2.5,NA,NA,NA,"","12:42","",NA,NA,NA,38.089497,122.025071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","3",NA," 0%"," ",NA," "," GPS 6 accuracy 3m. Depth from handheld","true","Mudsucker","AC;ED;GU;AM","Ryer Island","05/16/2023","RYER-W","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 4=flood",31,18.4,9.64,188,7.8,22.8,0.49,1.22,8," 1=absent",1," Inside",NA," false"," Guest - Anthony Elias-Linarez",2023-05-16,2023,5,"2023-05-16 12:42","Spring"
"231",8009,13409,"LAMOPE08-RYER-16MAY2023","true","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",1.2,NA,NA,NA,"","13:07","",NA,NA,NA,38.080661,122.015075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","3",NA," 0%"," ",NA," "," GPS 6 accuracy 3m. Depth from handheld","true","Mudsucker","AC;ED;GU;AM","Ryer Island","05/16/2023","RYER-CH-LG-M","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 4=flood",41,18.7,9.65,160,7.8,16.1,0.36,0.93,8," 1=absent",1," Inside",NA," false"," Guest - Anthony Elias-Linarez",2023-05-16,2023,5,"2023-05-16 13:07","Spring"
"232",8010,13410,"LAMOPE09-RYER-16MAY2023","true","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",1,NA,NA,NA,"","13:26","",NA,NA,NA,38.081651,122.017746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","3",NA," 0%"," ",NA," "," GPS 6 accuracy 3m. Depth from handheld","true","Mudsucker","AC;ED;GU;AM","Ryer Island","05/16/2023","RYER-CH-LG-M","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 4=flood",20,18.8,9.69,166,7.8,17.5,0.41,1.02,8," 1=absent",1," Inside",NA," false"," Guest - Anthony Elias-Linarez",2023-05-16,2023,5,"2023-05-16 13:26","Spring"
"233",8011,13411,"LAMOPE01-BROA-18MAY2023","true","Seine","LAMOPE",""," 2. Partial twist; snag; or tear"," 2= against flow"," ",6,NA,NA,NA,"","08:53","",NA,NA,NA,38.043055,121.841883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","3",NA," 0%"," ",NA," "," GPS 6 accuracy 2m. Code 2: Depth and Waves. Depth from handheld","true","Mudsucker","MA;ED;SH;KMP","Broad Slough","05/18/2023","BROA-EXT","1=0-33% clouds","3= wind 8-12 mph; large wavelets"," W"," 2=ebb",68,19,8.92,126,7.6,10.4,0.11,0.46,8.2," 1=absent",2," Inside",NA," false"," ",2023-05-18,2023,5,"2023-05-18 08:53","Spring"
"234",8012,13412,"LAMOPE02-BROA-18MAY2023","true","Seine","LAMOPE",""," 2. Partial twist; snag; or tear"," 2= against flow"," ",8,NA,NA,NA,"","09:11","",NA,NA,NA,38.045395,121.846622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","3",NA," 0%"," ",NA," "," GPS 6 accuracy 3m. Code 2: Depth. Depth from handheld","true","Mudsucker","MA;ED;SH;KMP","Broad Slough","05/18/2023","BROA-INT","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",56,19,8.9,128,7.5,11.1,0.1,0.48,8.3," 1=absent",2," Inside",NA," false"," ",2023-05-18,2023,5,"2023-05-18 09:11","Spring"
"235",8013,13413,"LAMOPE03-BROA-18MAY2023","true","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",2.5,NA,NA,NA,"","09:36","",NA,NA,NA,38.053578,121.849656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","3",NA," 0%"," ",NA," "," GPS 6 accuracy 3m. Depth from handheld all day.","true","Mudsucker","MA;ED;SH;KMP","Broad Slough","05/18/2023","BROA-INT","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",59,18.8,7.81,145,7.2,14.9,0.18,0.58,9.2," 1=absent",2," Inside",NA," false"," ",2023-05-18,2023,5,"2023-05-18 09:36","Spring"
"236",8014,13414,"LAMOPE04-HONK-18MAY2023","true","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",2.1,NA,NA,NA,"","10:18","",NA,NA,NA,38.055795,121.89569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","3",NA," 0%"," ",NA," "," GPS 6 accuracy 3m. Depth from handheld.","true","Mudsucker","MA;ED;SH;KMP","Honker-Spoonbill","05/18/2023","HONK-SPOON","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 3=low slack",49,18.1,9.07,140,7.6,29.2,0.24,0.86,6.2," 1=absent",2," Inside",NA," false"," ",2023-05-18,2023,5,"2023-05-18 10:18","Spring"
"237",8015,13415,"LAMOPE05-HONK-18MAY2023","true","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",3.6,NA,NA,NA,"","10:46","",NA,NA,NA,38.070212,121.911795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","3",NA," 0%"," ",NA," "," GPS 6 accuracy 3m. Depth from handheld.","true","Mudsucker","MA;ED;SH;KMP","Honker-Spoonbill","05/18/2023","HONK-SPOON","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 3=low slack",46,18.1,8.92,140,7.6,16.4,0.21,0.99,6.6," 1=absent",2," Inside",NA," false"," ",2023-05-18,2023,5,"2023-05-18 10:46","Spring"
"238",8016,13416,"LAMOPE06-HONK-18MAY2023","true","Seine","LAMOPE",""," 2. Partial twist; snag; or tear"," 2= against flow"," ",6.9,NA,NA,NA,"","11:07","",NA,NA,NA,38.059799,121.90732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","3",NA," 0%"," ",NA," "," GPS 6 accuracy 3m. Depth from handheld. Code 2: Depth","true","Mudsucker","MA;ED;SH;KMP","Honker-Spoonbill","05/18/2023","HONK-SPOON","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 3=low slack",52,18.1,8.23,157,7.3,14.2,0.16,0.78,6.5," 1=absent",2," Inside",NA," false"," ",2023-05-18,2023,5,"2023-05-18 11:07","Spring"
"239",8017,13417,"LAMOPE07-CHIP-18MAY2023","true","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",1.9,NA,NA,NA,"","11:21","",NA,NA,NA,38.061417,121.909733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","3",NA," 0%"," ",NA," "," GPS 6 accuracy 3m. Depth from handheld.","true","Mudsucker","MA;ED;SH;KMP","Chipps Island","05/18/2023","CHIP-UNK","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NW"," 4=flood",40,18.1,7.1,216,7.1,16.2,0.14,0.67,10.4," 1=absent",2," Inside",NA," false"," ",2023-05-18,2023,5,"2023-05-18 11:21","Spring"
"240",8018,13418,"LAMOPE08-CHIP-18MAY2023","true","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",1.6,NA,NA,NA,"","11:41","",NA,NA,NA,38.066658,121.912626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","3",NA," 0%"," ",NA," "," GPS 6 accuracy 3m. Depth from handheld.","true","Mudsucker","MA;ED;SH;KMP","Chipps Island","05/18/2023","CHIP-UNK","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NW"," 4=flood",39,18.6,6.99,203,7,14.5,0.14,0.7,9.6," 1=absent",2," Inside",NA," false"," ",2023-05-18,2023,5,"2023-05-18 11:41","Spring"
"241",8019,13419,"LAMOPE09-CHIP-18MAY2023","true","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",1.6,NA,NA,NA,"","12:01","",NA,NA,NA,38.070784,121.913965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","3",NA," 0%"," ",NA," "," GPS 6 accuracy 7m. Depth from handheld.","true","Mudsucker","MA;ED;SH;KMP","Chipps Island","05/18/2023","CHIP-UNK","1=0-33% clouds","2= wind 4-7 mph; small wavelets"," NW"," 4=flood",21,18.5,9.44,172,7.9,43.2,0.5,1.45,7.1," 1=absent",2," Inside",NA," false"," ",2023-05-18,2023,5,"2023-05-18 12:01","Spring"
"242",8020,13420,"LAMOPE10-BROW-18MAY2023","true","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",3.6,NA,NA,NA,"","12:37","",NA,NA,NA,38.038521,121.863101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","3",NA," 0%"," ",NA," "," GPS 6 accuracy 3m. Depth from handheld.","true","Mudsucker","MA;ED;SH;KMP","Browns Island","05/18/2023","BROW-CH-MAIN","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NW"," 4=flood",42,19.4,5.43,553,6.9,11.6,0.22,1.2,20.9," 1=absent",2," Inside",NA," false"," ",2023-05-18,2023,5,"2023-05-18 12:37","Spring"
"243",8021,13421,"LAMOPE11-BROW-18MAY2023","true","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",1.6,NA,NA,NA,"","12:55","",NA,NA,NA,38.041183,121.868375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","3",NA," 0%"," ",NA," "," GPS 6 accuracy 3. Depth from handheld","true","Mudsucker","MA;ED;SH;KMP","Browns Island","05/18/2023","BROW-CH-MAIN","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NW"," 4=flood",46,19.5,8.85,174,7.5,14.8,0.26,1.32,9.4," 1=absent",2," Inside",NA," false"," ",2023-05-18,2023,5,"2023-05-18 12:55","Spring"
"244",8022,13422,"LAMOPE12-BROW-18MAY2023","true","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",1.7,NA,NA,NA,"","13:17","",NA,NA,NA,38.03354,121.856863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","3",NA," 1-33%"," ",NA," "," GPS 6 accuracy 3m. Depth from handheld.","true","Mudsucker","MA;ED;SH;KMP","Browns Island","05/18/2023","BROW-EXT-S","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NW"," 4=flood",86,20.2,8.94,130,7.6,10.9,0.11,0.67,8.9," 1=absent",2," Inside",NA," false"," ",2023-05-18,2023,5,"2023-05-18 13:17","Spring"
"245",8023,13423,"LAMOPE13-WINT-18MAY2023","true","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",2.5,NA,NA,NA,"","13:41","",NA,NA,NA,38.030086,121.841663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","3",NA," 0%"," ",NA," "," GPS 6 accuracy 3m. Depth from handheld.","true","Mudsucker","MA;ED;SH;KMP","Winter Island","05/18/2023","WINT-CH-INT","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NW"," 4=flood",69,19.6,8.75,129,7.5,8.9,0.11,0.55,9.2," 1=absent",2," Inside",NA," false"," ",2023-05-18,2023,5,"2023-05-18 13:41","Spring"
"246",8024,13424,"LAMOPE14-WINT-18MAY2023","true","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",1.4,NA,NA,NA,"","14:02","",NA,NA,NA,38.047595,121.851498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","3",NA," 1-33%"," ",NA," "," GPS 6 accuracy 3m. Depth from handheld.","true","Mudsucker","MA;ED;SH;KMP","Winter Island","05/18/2023","WINT-CH-INT","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NW"," 4=flood",76,20.5,7.68,191,7.1,10.4,0.11,0.61,11.8," 1=absent",2," Inside",NA," false"," ",2023-05-18,2023,5,"2023-05-18 14:02","Spring"
"247",8025,13425,"LAMOPE15-WINT-18MAY2023","true","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",1.7,NA,NA,NA,"","14:31","",NA,NA,NA,38.048869,121.84854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","3",NA," 1-33%"," ",NA," "," GPS 6 accuracy 3m. Depth from handheld.","true","Mudsucker","MA;ED;SH;KMP","Winter Island","05/18/2023","WINT-BARGE","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NW"," 4=flood",71,19.9,9.09,132,7.6,9.7,0.14,0.61,8.6," 1=absent",2," Inside",NA," false"," ",2023-05-18,2023,5,"2023-05-18 14:31","Spring"
"248",8027,13430,"LAMOPE01-LOWE-26MAY2023","true","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",1.9,NA,NA,NA,"","07:30","",NA,NA,NA,38.338056,121.666676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","3",NA," 0%"," ",NA," "," GPS 6 accuracy 3m. Depth from handheld.","true","Mudsucker","AC;ED;AM","Lower Yolo Ranch","05/26/2023","LOWE-CH-ENTRANCE-S","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 4=flood",51,18.9,7.34,447,8,12.3,0.18,0.52,16.7," 1=absent",2," Inside",NA," false"," ",2023-05-26,2023,5,"2023-05-26 07:30","Spring"
"249",8028,13431,"LAMOPE02-LOWE-26MAY2023","true","Seine","LAMOPE",""," 2. Partial twist; snag; or tear"," 2= against flow"," ",0.9,NA,NA,NA,"","08:16","",NA,NA,NA,38.349278,121.679687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Crew Members and Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","3",NA," 0%"," ",NA," "," GPS6 accuracy 3m. Code 2: Narrow. Depth from handheld.","true","Mudsucker","AC;ED;AM","Lower Yolo Ranch","05/26/2023","LOWE-CH-W","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 4=flood",20,16.9,7.32,676,8,48.1,0.68,2.04,24.8," 1=absent",2," Inside",NA," false"," ",2023-05-26,2023,5,"2023-05-26 08:16","Spring"
"250",8028,13432,"CAST01-LOWE-26MAY2023","true","Cast","CAST",""," "," "," ",0.9,NA,NA,NA,"AM","08:16","",NA,72,NA,38.34965,121.676211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," ",NA," "," GPS 6 accuracy 3m. Depth from handheld.","true","Mudsucker","AC;ED;AM","Lower Yolo Ranch","05/26/2023","LOWE-CH-W","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 4=flood",20,16.9,7.32,676,8,48.1,0.68,2.04,24.8," 1=absent",2," Inside",NA," false"," ",2023-05-26,2023,5,"2023-05-26 08:16","Spring"
"251",8029,13433,"LAMOPE03-LOWE-26MAY2023","true","Seine","LAMOPE",""," 2. Partial twist; snag; or tear"," 2= against flow"," ",1.2,NA,NA,NA,"","10:02","",NA,NA,NA,38.354164,121.654948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","3",NA," 1-33%"," ",NA," "," GPS 6 accuracy 3m. Code 2: twist in one wing. Depth from handheld.","true","Mudsucker","AC;ED;AM","Lower Yolo Ranch","05/26/2023","LOWE-CH-NE","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 4=flood",51,18.1,6.8,498,7.8,11.7,0.16,0.57,19.4," 1=absent",2," Inside",NA," false"," ",2023-05-26,2023,5,"2023-05-26 10:02","Spring"
"252",8030,13434,"LAMOPE04-LOWE-26MAY2023","true","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",1.3,NA,NA,NA,"","10:37","",NA,NA,NA,38.35691,121.658859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","3",NA," 1-33%"," ",NA," "," GPS 6 accuracy 3m. Extra sample taken because of Code 2 sample and location of first being so close to stairsteps on a flood tide. Depth from handheld.","true","Mudsucker","AC;ED;AM","Lower Yolo Ranch","05/26/2023","LOWE-CH-ENTRANCE-N","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 2=ebb",49,18.6,9.08,626,8.4,9.9,0.19,0.66,23.7," 1=absent",2," Inside",NA," false"," ",2023-05-26,2023,5,"2023-05-26 10:37","Spring"
"253",8031,13435,"CAST02-LOWE-26MAY2023","true","Cast","CAST",""," "," "," ",1,NA,NA,NA,"AM","11:07","",NA,67,NA,38.35362,121.660628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," ",NA," "," GPS 6 accuracy 3m. Lavaged LARBAS @374: nothing. Depth from handheld.","true","Mudsucker","AC;ED;AM","Lower Yolo Ranch","05/26/2023","LOWE-CH-ENTRANCE-N","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 2=ebb",NA,19.5,8.28,562,8,13.6,0.17,0.67,23.5," 1=absent",2," Inside",NA," false"," ",2023-05-26,2023,5,"2023-05-26 11:07","Spring"
"254",8032,13436,"LAMOPE05-STAI-26MAY2023","true","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",2.5,NA,NA,NA,"","12:12","",NA,NA,NA,38.33639,121.666155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","3",NA," 1-33%"," ",NA," "," GPS 6 accuracy 3m. All smelt collected in ETOH. Depth from handheld.","true","Mudsucker","AC;ED;AM","Stairsteps-Liberty Cut","05/26/2023","STAI-UNK","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 2=ebb",52,19.9,8,426,8.1,8.5,0.14,0.56,15.5," 1=absent",2," Inside",NA," false"," ",2023-05-26,2023,5,"2023-05-26 12:12","Spring"
"255",8033,13437,"LAMOPE06-STAI-26MAY2023","true","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",1.8,NA,NA,NA,"","14:07","",NA,NA,NA,38.333112,121.675876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","3",NA," 34-66%"," ",NA," "," GPS 6 accuracy 3m. A lot of mud and veg. FRP23-550: Mussel UNID dead; for ID purposes only! Depth from handheld. ","true","Mudsucker","AC;ED;AM","Stairsteps-Liberty Cut","05/26/2023","STAI-M","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 2=ebb",72,20,8.3,434,8.2,8.4,0.12,0.46,15.8," 1=absent",2," Inside",NA," false"," ",2023-05-26,2023,5,"2023-05-26 14:07","Spring"
