EventID,StationCode,Datetime,SampleDate,WaterTemp,SpecificConductance,Conductivity,Turbidity,DO,pH,Secchi,Tide,WeatherCode,VegetationRank,SubstrateCode,HabitatType,MicrocystisRank,MethodCode,GearCode,GearConditionCode,SampleAltered,FieldComments,Flag_WQ,Comment_WQ,Duplicated
1072,PCS,2/22/2005 10:00,2/22/2005,13,NA,435,NA,NA,NA,0.19,NA,CLR,NA,NA,NA,NA,FKTR,FKTR,1,NA,,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
1073,PCS,2/23/2005 10:20,2/23/2005,13.4,NA,395,NA,NA,NA,0.08,NA,CLR,NA,NA,NA,NA,FKTR,FKTR,1,NA,"all SPLT sent to study pond, 5 radio tagged","1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
1074,PCS,2/25/2005 9:50,2/25/2005,13.7,NA,459,NA,NA,NA,0.14,NA,CLD,NA,NA,NA,NA,FKTR,FKTR,1,NA,"3 SPLT total taken to pond, 2 were tagged","1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
1075,PCS,2/28/2005 10:20,2/28/2005,13.9,NA,586,NA,NA,NA,0.2,NA,CLR,NA,NA,NA,NA,FKTR,FKTR,1,NA,"SPLT: 4 tagged-1 died, 2 released, remainder taken","1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
1076,PCS,3/2/2005 8:45,3/2/2005,13.9,NA,623,NA,NA,NA,0.16,NA,CLD,NA,NA,NA,NA,FKTR,FKTR,1,NA,"All SPLT taken to pond, 2 tagged","1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
1077,PCS,3/4/2005 10:15,3/4/2005,14.2,NA,572,NA,NA,NA,0.17,NA,RAN,NA,NA,NA,NA,FKTR,FKTR,1,NA,all SPLT taken to pond,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
1078,PCS,3/7/2005 11:50,3/7/2005,16.9,NA,669,NA,NA,NA,0.18,NA,CLR,NA,NA,NA,NA,FKTR,FKTR,1,NA,,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
1079,PCS,3/9/2005 10:30,3/9/2005,19.2,NA,624,NA,NA,NA,0.19,NA,CLR,NA,NA,NA,NA,FKTR,FKTR,1,NA,,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
1080,PCS,3/11/2005 10:30,3/11/2005,19.3,NA,762,NA,NA,NA,0.24,NA,CLR,NA,NA,NA,NA,FKTR,FKTR,1,NA,,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
1081,PCS,3/14/2005 8:45,3/14/2005,17.2,NA,806,NA,NA,NA,0.24,NA,CLR,NA,NA,NA,NA,FKTR,FKTR,1,NA,,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
1082,PCS,3/16/2005 10:40,3/16/2005,16.7,NA,865,NA,NA,NA,0.22,NA,CLR,NA,NA,NA,NA,FKTR,FKTR,1,NA,,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
1083,PCS,3/17/2005 9:10,3/17/2005,15.2,NA,884,NA,NA,NA,0.23,NA,CLD,NA,NA,NA,NA,FKTR,FKTR,1,NA,,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
1084,PCS,3/21/2005 9:50,3/21/2005,15,NA,879,NA,NA,NA,0.26,NA,CLR,NA,NA,NA,NA,FKTR,FKTR,1,NA,,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
1085,PCS,3/23/2005 13:30,3/23/2005,13.1,NA,514,NA,NA,NA,0.16,NA,CLD,NA,NA,NA,NA,FKTR,FKTR,1,NA,3 WST tagged,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
1086,PCS,3/25/2005 10:15,3/25/2005,13.7,NA,416,NA,NA,NA,0.15,NA,CLR,NA,NA,NA,NA,FKTR,FKTR,2,NA,"some small fish escaped (likely cats),4 WST tagged","1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
1087,PCS,3/28/2005 10:15,3/28/2005,14.4,NA,385,NA,NA,NA,0.21,NA,CLR,NA,NA,NA,NA,FKTR,FKTR,1,NA,5 WST tagged,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
1088,PCS,3/30/2005 10:30,3/30/2005,13.9,NA,404,NA,NA,NA,0.22,NA,CLR,NA,NA,NA,NA,FKTR,FKTR,1,NA,,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
1089,PCS,4/1/2005 10:00,4/1/2005,15.4,NA,408,NA,NA,NA,0.25,NA,CLR,NA,NA,NA,NA,FKTR,FKTR,1,NA,,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
2596,PCS,4/4/2005 10:05,4/4/2005,17.5,NA,736,NA,NA,NA,0.33,NA,CLR,NA,NA,NA,NA,FKTR,FKTR,1,NA,,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
1090,PCS,4/4/2005 17:50,4/4/2005,15,NA,465,NA,NA,NA,0.24,NA,CLR,NA,NA,NA,NA,FKTR,FKTR,1,NA,1 WST taken by DFG warden,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
1091,PCS,4/6/2005 10:10,4/6/2005,16.2,NA,478,NA,NA,NA,0.27,NA,CLR,NA,NA,NA,NA,FKTR,FKTR,1,NA,,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
1092,PCS,4/8/2005 12:20,4/8/2005,14.3,NA,455,NA,NA,NA,0.25,NA,RAN,NA,NA,NA,NA,FKTR,FKTR,1,NA,,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
1093,PCS,4/11/2005 10:10,4/11/2005,16.2,NA,455,NA,NA,NA,0.27,NA,CLR,NA,NA,NA,NA,FKTR,FKTR,1,NA,,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
1094,PCS,4/13/2005 10:20,4/13/2005,15.6,NA,443,NA,NA,NA,0.28,NA,CLR,NA,NA,NA,NA,FKTR,FKTR,1,NA,,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
1095,PCS,4/15/2005 10:50,4/15/2005,15,NA,491,NA,NA,NA,0.27,NA,CLR,NA,NA,NA,NA,FKTR,FKTR,1,NA,,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
1096,PCS,4/18/2005 10:35,4/18/2005,18.2,NA,530,NA,NA,NA,0.23,NA,CLR,NA,NA,NA,NA,FKTR,FKTR,1,NA,,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
1097,PCS,4/20/2005 11:00,4/20/2005,16.5,NA,543,NA,NA,NA,0.24,NA,CLR,NA,NA,NA,NA,FKTR,FKTR,1,NA,,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
1099,PCS,4/22/2005 10:20,4/22/2005,18.1,NA,588,NA,NA,NA,NA,NA,CLR,NA,NA,NA,NA,FKTR,FKTR,1,NA,no secchi,"1,1,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA",not duplicated
1100,PCS,4/25/2005 10:30,4/25/2005,17.2,NA,625,NA,NA,NA,0.22,NA,CLR,NA,NA,NA,NA,FKTR,FKTR,1,NA,,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
1101,PCS,4/27/2005 10:15,4/27/2005,18.5,NA,698,NA,NA,NA,0.27,NA,CLR,NA,NA,NA,NA,FKTR,FKTR,1,NA,,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
1103,PCS,4/29/2005 10:40,4/29/2005,19,NA,678,NA,NA,NA,0.25,NA,CLR,NA,NA,NA,NA,FKTR,FKTR,1,NA,,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
1104,PCS,5/2/2005 10:15,5/2/2005,20.5,NA,560,NA,NA,NA,0.17,NA,CLR,NA,NA,NA,NA,FKTR,FKTR,1,NA,,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
1105,PCS,5/4/2005 10:05,5/4/2005,21.2,NA,574,NA,NA,NA,0.26,NA,CLD,NA,NA,NA,NA,FKTR,FKTR,1,NA,,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
1106,PCS,5/6/2005 10:45,5/6/2005,20.7,NA,599,NA,NA,NA,0.21,NA,CLR,NA,NA,NA,NA,FKTR,FKTR,1,NA,,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
1107,PCS,5/9/2005 10:30,5/9/2005,18.5,NA,521,NA,NA,NA,0.15,NA,RAN,NA,NA,NA,NA,FKTR,FKTR,1,NA,,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
1108,PCS,5/11/2005 12:00,5/11/2005,20.4,NA,462,NA,NA,NA,0.17,NA,CLR,NA,NA,NA,NA,FKTR,FKTR,1,NA,,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
1109,PCS,5/13/2005 10:35,5/13/2005,21.5,NA,409,NA,NA,NA,0.16,NA,CLR,NA,NA,NA,NA,FKTR,FKTR,1,NA,,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
1110,PCS,5/16/2005 11:00,5/16/2005,22.8,NA,439,NA,NA,NA,0.22,NA,CLR,NA,NA,NA,NA,FKTR,FKTR,1,NA,,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
1111,PCS,5/18/2005 10:05,5/18/2005,19.6,NA,496,NA,NA,NA,0.19,NA,RAN,NA,NA,NA,NA,FKTR,FKTR,1,NA,,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
1112,PCS,5/20/2005 15:00,5/20/2005,21.3,NA,485,NA,NA,NA,0.15,NA,CLR,NA,NA,NA,NA,FKTR,FKTR,1,NA,,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
1113,PCS,5/23/2005 10:45,5/23/2005,19.3,NA,154,NA,NA,NA,0.13,NA,CLR,NA,NA,NA,NA,FKTR,FKTR,2,NA,trap fishing shallow,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
1115,PCS,5/25/2005 10:45,5/25/2005,23.6,NA,198,NA,NA,NA,0.3,NA,CLR,NA,NA,NA,NA,FKTR,FKTR,1,NA,,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
1116,PCS,5/27/2005 14:20,5/27/2005,24.4,NA,335,NA,NA,NA,0.17,NA,CLR,NA,NA,NA,NA,FKTR,FKTR,1,NA,,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
1117,PCS,5/28/2005 10:45,5/28/2005,21.5,NA,372,NA,NA,NA,0.23,NA,CLD,NA,NA,NA,NA,FKTR,FKTR,1,NA,,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
1119,PCS,6/1/2005 9:45,6/1/2005,24.7,NA,488,NA,NA,NA,0.16,NA,CLR,NA,NA,NA,NA,FKTR,FKTR,1,NA,,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
1120,PCS,6/3/2005 15:30,6/3/2005,24.7,NA,647,NA,NA,NA,0.18,NA,CLR,NA,NA,NA,NA,FKTR,FKTR,1,NA,,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
1121,PCS,6/6/2005 13:15,6/6/2005,23.6,NA,616,NA,NA,NA,0.16,NA,CLR,NA,NA,NA,NA,FKTR,FKTR,1,NA,,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
1122,PCS,6/8/2005 9:30,6/8/2005,21.7,NA,648,NA,NA,NA,0.2,NA,RAN,NA,NA,NA,NA,FKTR,FKTR,1,NA,,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
1123,PCS,6/10/2005 12:30,6/10/2005,22.9,NA,652,NA,NA,NA,0.18,NA,CLR,NA,NA,NA,NA,FKTR,FKTR,1,NA,,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
1124,PCS,6/13/2005 12:30,6/13/2005,25.4,NA,669,NA,NA,NA,0.15,NA,CLR,NA,NA,NA,NA,FKTR,FKTR,1,NA,,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
1125,PCS,6/15/2005 12:40,6/15/2005,26.6,NA,696,NA,NA,NA,0.14,NA,CLR,NA,NA,NA,NA,FKTR,FKTR,1,NA,,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
1126,PCS,6/17/2005 10:30,6/17/2005,21.6,NA,594,NA,NA,NA,0.15,NA,CLD,NA,NA,NA,NA,FKTR,FKTR,1,NA,,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
1128,PCS,6/20/2005 13:30,6/20/2005,23.1,NA,780,NA,NA,NA,0.14,NA,CLR,NA,NA,NA,NA,FKTR,FKTR,1,NA,,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
1129,PCS,6/22/2005 10:20,6/22/2005,22.4,NA,669,NA,NA,NA,0.16,NA,CLR,NA,NA,NA,NA,FKTR,FKTR,1,NA,,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
1130,PCS,6/24/2005 9:45,6/24/2005,22.9,NA,680,NA,NA,NA,0.19,NA,CLR,NA,NA,NA,NA,FKTR,FKTR,1,NA,Pulled trap for season,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
2271,PCS,10/7/2005 11:48,10/7/2005,20.3,NA,639,NA,NA,NA,NA,NA,CLR,NA,NA,NA,NA,FKTR,FKTR,1,NA,First trap set for the season,"1,1,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA",not duplicated
2272,PCS,10/11/2005 11:46,10/11/2005,19,NA,605,NA,NA,NA,0.2,NA,CLR,NA,NA,NA,NA,FKTR,FKTR,1,NA,,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
2273,PCS,10/14/2005 12:38,10/14/2005,20.4,NA,660,NA,NA,NA,0.2,NA,CLR,NA,NA,NA,NA,FKTR,FKTR,1,NA,Repositioned guide cable posts,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
2274,PCS,10/18/2005 9:28,10/18/2005,17.3,NA,649,NA,NA,NA,0.2,NA,CLR,NA,NA,NA,NA,FKTR,FKTR,1,NA,,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
2275,PCS,10/19/2005 10:40,10/19/2005,17.6,NA,631,NA,NA,NA,0.22,NA,CLD,NA,NA,NA,NA,FKTR,FKTR,1,NA,,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
2276,PCS,10/21/2005 10:30,10/21/2005,17.3,NA,528,NA,NA,NA,0.23,NA,CLR,NA,NA,NA,NA,FKTR,FKTR,1,NA,,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
2277,PCS,10/24/2005 10:15,10/24/2005,17.4,NA,647,NA,NA,NA,0.21,NA,CLR,NA,NA,NA,NA,FKTR,FKTR,1,NA,,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
2278,PCS,10/26/2005 9:45,10/26/2005,17.1,NA,658,NA,NA,NA,0.28,NA,CLD,NA,NA,NA,NA,FKTR,FKTR,1,NA,,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
2279,PCS,10/28/2005 9:55,10/28/2005,16.2,NA,708,NA,NA,NA,0.15,NA,CLD,NA,NA,NA,NA,FKTR,FKTR,1,NA,,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
2280,PCS,10/31/2005 11:11,10/31/2005,16.5,NA,690,NA,NA,NA,0.19,NA,CLR,NA,NA,NA,NA,FKTR,FKTR,1,NA,,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
2281,PCS,11/2/2005 10:15,11/2/2005,15.6,NA,658,NA,NA,NA,0.17,NA,CLD,NA,NA,NA,NA,FKTR,FKTR,1,NA,,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
2282,PCS,11/4/2005 9:55,11/4/2005,15.2,NA,660,NA,NA,NA,0.27,NA,CLR,NA,NA,NA,NA,FKTR,FKTR,1,NA,,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
2283,PCS,11/7/2005 10:05,11/7/2005,14.9,NA,615,NA,NA,NA,0.21,NA,CLD,NA,NA,NA,NA,FKTR,FKTR,1,NA,,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
2284,PCS,11/11/2005 11:14,11/11/2005,15.5,NA,638,NA,NA,NA,0.25,NA,CLR,NA,NA,NA,NA,FKTR,FKTR,1,NA,,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
2285,PCS,11/14/2005 12:20,11/14/2005,15.7,NA,633,NA,NA,NA,0.18,NA,CLR,NA,NA,NA,NA,FKTR,FKTR,1,NA,Windy,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
2286,PCS,11/16/2005 12:10,11/16/2005,14.9,NA,626,NA,NA,NA,0.17,NA,CLR,NA,NA,NA,NA,FKTR,FKTR,1,NA,,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
2287,PCS,11/18/2005 11:22,11/18/2005,13.7,NA,601,NA,NA,NA,0.2,NA,CLR,NA,NA,NA,NA,FKTR,FKTR,1,NA,,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
2332,PCS,11/21/2005 10:05,11/21/2005,11.9,NA,546,NA,NA,NA,0.21,NA,CLR,NA,NA,NA,NA,FKTR,FKTR,1,NA,,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
2331,PCS,11/23/2005 9:32,11/23/2005,10.9,NA,501,NA,NA,NA,0.21,NA,CLR,NA,NA,NA,NA,FKTR,FKTR,1,NA,,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
2317,PCS,11/28/2005 11:30,11/28/2005,11.1,NA,614,NA,NA,NA,0.27,NA,RAN,NA,NA,NA,NA,FKTR,FKTR,2,NA,Door not shut tightly.  Some fish escaped.,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
2321,PCS,11/30/2005 11:45,11/30/2005,9.8,NA,595,NA,NA,NA,0.28,NA,CLD,NA,NA,NA,NA,FKTR,FKTR,1,NA,,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
2322,PCS,12/2/2005 10:37,12/2/2005,10.7,NA,592,NA,NA,NA,0.24,NA,CLR,NA,NA,NA,NA,FKTR,FKTR,1,NA,,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
2323,PCS,12/5/2005 11:57,12/5/2005,9.2,NA,558,NA,NA,NA,0.2,NA,CLR,NA,NA,NA,NA,FKTR,FKTR,1,NA,,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
2318,PCS,12/13/2005 10:04,12/13/2005,9,NA,500,NA,NA,NA,0.24,NA,CLR,NA,NA,NA,NA,FKTR,FKTR,1,NA,,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
2319,PCS,12/14/2005 10:15,12/14/2005,8.7,NA,506,NA,NA,NA,0.24,NA,FOG,NA,NA,NA,NA,FKTR,FKTR,1,NA,,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
2320,PCS,12/16/2005 9:30,12/16/2005,8.2,NA,506,NA,NA,NA,0.31,NA,FOG,NA,NA,NA,NA,FKTR,FKTR,1,NA,,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
2325,PCS,12/19/2005 10:40,12/19/2005,9.9,NA,348,NA,NA,NA,0.22,NA,CLD,NA,NA,NA,NA,FKTR,FKTR,1,NA,,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
2326,PCS,12/21/2005 10:25,12/21/2005,10.8,NA,489,NA,NA,NA,0.14,NA,CLD,NA,NA,NA,NA,FKTR,FKTR,1,NA,,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
2327,PCS,12/23/2005 10:30,12/23/2005,12.8,NA,418,NA,NA,NA,0.13,NA,CLD,NA,NA,NA,NA,FKTR,FKTR,1,NA,,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
2429,PCS,1/17/2006 14:00,1/17/2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FKTR,FKTR,1,NA,,"NA,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA",not duplicated
2333,PCS,1/18/2006 14:40,1/18/2006,11.2,NA,125,NA,NA,NA,0.18,NA,CLR,NA,NA,NA,NA,FKTR,FKTR,1,NA,Set @1400 on 1/17/06.  Above channel on bank,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
2336,PCS,1/24/2006 9:30,1/24/2006,9,NA,301,NA,NA,NA,0.18,NA,CLR,NA,NA,NA,NA,FKTR,FKTR,1,NA,,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
2330,PCS,1/25/2006 12:47,1/25/2006,10.6,NA,377,NA,NA,NA,0.17,NA,CLD,NA,NA,NA,NA,FKTR,FKTR,1,NA,,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
2341,PCS,1/27/2006 11:08,1/27/2006,10.4,NA,395,NA,NA,NA,0.21,NA,CLD,NA,NA,NA,NA,FKTR,FKTR,1,NA,,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
2340,PCS,1/30/2006 10:50,1/30/2006,12.5,NA,399,NA,NA,NA,0.18,NA,CLD,NA,NA,NA,NA,FKTR,FKTR,1,NA,,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
2339,PCS,2/1/2006 10:45,2/1/2006,11.3,NA,427,NA,NA,NA,0.18,NA,CLD,NA,NA,NA,NA,FKTR,FKTR,1,NA,,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
2338,PCS,2/3/2006 11:50,2/3/2006,13.8,NA,417,NA,NA,NA,0.22,NA,CLR,NA,NA,NA,NA,FKTR,FKTR,1,NA,,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
2337,PCS,2/6/2006 12:11,2/6/2006,12.7,NA,288,NA,NA,NA,0.17,NA,CLR,NA,NA,NA,NA,FKTR,FKTR,1,NA,,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
2342,PCS,2/8/2006 11:43,2/8/2006,12.3,NA,138,NA,NA,NA,0.19,NA,CLR,NA,NA,NA,NA,FKTR,FKTR,1,NA,CHNW pics taken,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
2343,PCS,2/10/2006 9:45,2/10/2006,11.5,NA,548,NA,NA,NA,0.28,NA,CLR,NA,NA,NA,NA,FKTR,FKTR,1,NA,,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
2345,PCS,2/14/2006 10:46,2/14/2006,14.8,NA,436,NA,NA,NA,0.07,NA,CLR,NA,NA,NA,NA,FKTR,FKTR,1,NA,Strong winds.  Possible cause for low secchi value,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
2344,PCS,2/15/2006 11:34,2/15/2006,12.8,NA,479,NA,NA,NA,0.17,NA,CLR,NA,NA,NA,NA,FKTR,FKTR,1,NA,,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
2364,PCS,2/17/2006 10:09,2/17/2006,11,NA,501,NA,NA,NA,0.28,NA,CLD,NA,NA,NA,NA,FKTR,FKTR,1,NA,,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
2369,PCS,2/21/2006 12:10,2/21/2006,11.4,NA,523,NA,NA,NA,0.24,NA,CLR,NA,NA,NA,NA,FKTR,FKTR,1,NA,,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
2371,PCS,2/22/2006 10:39,2/22/2006,11.2,NA,554,NA,NA,NA,0.28,NA,CLR,NA,NA,NA,NA,FKTR,FKTR,2,NA,Top of trap 2' above water level,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
2396,PCS,2/24/2006 9:55,2/24/2006,12.2,NA,538,NA,NA,NA,0.23,NA,CLR,NA,NA,NA,NA,FKTR,FKTR,1,NA,1Mort CHN seen in trap. Gone once trap pulled.,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
2397,PCS,2/27/2006 12:54,2/27/2006,12.9,NA,543,NA,NA,NA,0.2,NA,CLD,NA,NA,NA,NA,FKTR,FKTR,1,NA,,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
2393,PCS,3/20/2006 13:25,3/20/2006,11.1,NA,163,NA,NA,NA,0.2,NA,CLD,NA,NA,NA,NA,FKTR,FKTR,1,NA,Made repairs and added new door.,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
2395,PCS,3/22/2006 9:40,3/22/2006,12.6,NA,189,NA,NA,NA,0.24,NA,CLD,NA,NA,NA,NA,FKTR,FKTR,1,NA,,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
2406,PCS,3/24/2006 13:13,3/24/2006,14.1,NA,65,NA,NA,NA,0.24,NA,CLD,NA,NA,NA,NA,FKTR,FKTR,1,NA,Nose cable stuck - could only pull in half way,"1,1,NA,NA,NA,NA,1","NA,NA,NA,NA,NA,NA,NA",not duplicated
