OrganismID,OrganismCode,FishCode,Code_UCDAVIS,Code_YBFM,CommonName,Category,Species,Genus,Family,Order,Class,Phylum,Native,State Status,Federal Status,Status Abrev,LifeStage,FishDiet,Legend_Clams,Legend_Fish_Color_hex,Legend_Fish,Legend_Macro,Legend_Meso,Analy,Analy2,CN
68,40,,,,calanoid copepodid,Zooplankton,,,,Calanoida,Copepoda,Arthropoda,,,,,larvae,TRUE,Present,,,,Calanoida Juv,Calanoida,Copepoda,calanoid copepodid
69,49,,,,Calanoid Other,Zooplankton,,,,Calanoida,Copepoda,Arthropoda,,,,,adult,TRUE,Present,,,,Calanoida Adult,Calanoida,Copepoda,Calanoid Other
70,48,,,,Calanoid UNID/other,Zooplankton,,,,Calanoida,Copepoda,Arthropoda,,,,,adult,TRUE,Present,,,,Calanoida Adult,Calanoida,Copepoda,Calanoid UNID/other
72,415,,,,Calothrix sp.,Phytoplankton,,Calothrix,Rivulariaceae,Nostocales,,Cyanobacteria,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
73,239,,,,Carabidae Larvae,Invertebrate,,,Carabidae,Coleoptera,Insecta,Arthropoda,,,,,larvae,FALSE,Present,,,Insecta Larvae,Insecta,Coleoptera,Insecta,Carabidae
74,416,,,,Carteria sp.,Phytoplankton,,Carteria,Chlamydomonadaceae,Chlamydomonadales,,Chlorophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
75,557,,,,Centrales UNID,Phytoplankton,NA,NA,NA,Centrales,,Bacillariophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
76,165,,,,Ceratopogonidae larvae,Invertebrate,,,Ceratopogonidae,Diptera,Insecta,Arthropoda,,,,,larvae,TRUE,Present,,,Insecta Larvae,Insecta,Diptera,Insecta,Ceratopogonidae
77,64,,,,Ceriodaphnia,Zooplankton,spp.,Ceriodaphnia,,Cladocera,Branchiopoda,Arthropoda,,,,,adult,TRUE,Present,,,,Cladocera,Cladocera,Cladocera,Ceriodaphnia
78,417,,,,Chaetoceros sp.,Phytoplankton,,Chaetoceros,Chaetocerotaceae,Chaetocerotales,,Bacillariophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
82,3,,,,Chironomid Larvae,Invertebrate,,,Chironomidae,Diptera,Insecta,Arthropoda,,,,,larvae,TRUE,Present,,,Insecta Larvae,Insecta,Diptera,Insecta,Chironomid
83,418,,,,Chlamydomonas grovei,Phytoplankton,grovei,Chlamydomonas,Chlamydomonadaceae,Chlamydomonadales,,Chlorophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
84,419,,,,Chlorella ellipsoidea,Phytoplankton,ellipsoidea,Chlorella,Chlorellaceae,Chlorellales,,Chlorophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
85,559,,,,Chlorophyte UNID,Phytoplankton,NA,NA,NA,NA,,Chlorophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
86,420,,,,Chroococcus sp.,Phytoplankton,,Chroococcus,Chroococcaceae,Chroococcales,,Cyanobacteria,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
87,421,,,,Chroomonas sp.,Phytoplankton,,Chroomonas,Chroomonadaceae,Pyrenomonadales,,Cryptophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
89,422,,,,Chrysochromulina sp.,Phytoplankton,,Chrysochromulina,Chrysochromulinaceae,Prymnesiales,,Haptophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
90,423,,,,Chrysococcus sp.,Phytoplankton,,Chrysococcus,Dinobryaceae,Chromulinales,,Ochrophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
91,233,,,,Chrysomelidae Adult,Invertebrate,,,Chrysomelidae,Coleoptera,Insecta,Arthropoda,,,,,adult,FALSE,Present,,,Insecta Adult,Insecta,Coleoptera,Insecta,Chrysomelidae
92,564,,,,Chrysophyte UNID,Phytoplankton,NA,NA,NA,NA,,Chrysophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
93,250,,,,Chydoridae,Zooplankton,,,Chydoridae,Cladocera,Branchiopoda,Arthropoda,,,,,adult,TRUE,Present,,,,Cladocera,Cladocera,Cladocera,Chydoridae
94,107,,,,Cladocera,Invertebrate,,,,Cladocera,Branchiopoda,Arthropoda,,,,,adult,TRUE,Present,,,,Cladocera,Cladocera,Cladocera,Cladocera
95,69,,,,cladocera other,Invertebrate,,,,Cladocera,Branchiopoda,Arthropoda,,,,,adult,TRUE,Present,,,,Cladocera,Cladocera,Cladocera,cladocera other
96,424,,,,Cladophora glomerata,Phytoplankton,glomerata,Cladophora,Cladophoraceae,Cladophorales,,Chlorophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
97,10003,,,,Clam Juvenile,Invertebrate,Unknown,Unknown,Unknown,Unknown,Bivalvia,Mollusca,,,,,larvae,FALSE,Clam Other,,,Bivalvia,Other,Bivalvia,Mollusca,Clam Other
98,141,,CLAMSHELLS,,Clam Other,Invertebrate,,,,,Bivalvia,Mollusca,,,,,adult,FALSE,Clam Other,,,Bivalvia,Other,Bivalvia,Mollusca,Clam Other
99,425,,,,Closterium sp.,Phytoplankton,,Closterium,Closteriaceae,Desmidiales,,Charophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
100,138,,,,Cnidaria Other,Invertebrate,,,,,,Cnidaria,,,,,,FALSE,Present,,,Cnidaria,Cnidaria,Cnidaria,other,Other
101,10006,,,,Coccinellidae Adult,Invertebrate,,,Coccinellidae,Coleoptera,Insecta,Arthropoda,,,,,adult,FALSE,Present,,,Insecta Adult,Insecta,Coleoptera,Insecta,Coccinellidae
102,10024,,,,Coccinellidae Larvae,Invertebrate,,,Coccinellidae,Coleoptera,Insecta,Arthropoda,,,,,larvae,FALSE,Present,,,Insecta Larvae,Insecta,Coleoptera,Insecta,Coccinellidae Larvae
103,426,,,,Cocconeis sp.,Phytoplankton,,Cocconeis,Cocconeidaceae,Cocconeidales,,Bacillariophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
104,427,,,,Coelastrum sp.,Phytoplankton,,Coelastrum,Coelastroideae,Scenedesmaceae,,Chlorophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
105,130,,,,Coenagrionidae larvae,Invertebrate,,,Coenagrionidae,Odonata,Insecta,Arthropoda,,,,,larvae,FALSE,Present,,,Insecta Larvae,Insecta,Odonata,Insecta,Coenagrionidae larvae
106,167,,,,Coleoptera Larvae,Invertebrate,,,,Coleoptera,Insecta,Arthropoda,,,,,larvae,TRUE,Present,,,Insecta Larvae,Insecta,Coleoptera,Insecta,Coleoptera
107,160,,,,Coleoptera Other adult,Invertebrate,,,,Coleoptera,Insecta,Arthropoda,,,,,adult,TRUE,Present,,,Insecta Adult,Insecta,Coleoptera,Insecta,Coleoptera
108,104,,,,Collembola,Invertebrate,,,,,Collembola,Arthropoda,,,,,adult,TRUE,Present,,,Collembola,Collembola,Collembola,Collembola,Collembola
111,12,,,,Copepod Nauplii,Zooplankton,,,,,Copepoda,Arthropoda,,,,,larvae,FALSE,Present,,,,Copepoda Nauplii,other,Copepoda,Copepod Nauplii
112,11014,,,,Copepod other adult,Zooplankton,,,,,Maxillopoda,Arthropoda,,,,,adult,TRUE,Present,,,,Other,other,Copepoda,Copepod other
113,11013,,,,Copepod Other juvenile,Zooplankton,,,,,,Arthropoda,,,,,larvae,TRUE,Present,,,,Other,other,Copepoda,Copepod Other juvenile
114,151,,,,Copepod UNID,Invertebrate,,,,,Copepoda,Arthropoda,,,,,adult,TRUE,Present,,,,Other,other,Copepoda,Copepod UNID
116,122,,,,Corixidae,Invertebrate,,,Corixidae,Hemiptera,Insecta,Arthropoda,,,,,adult,TRUE,Present,,,Insecta Adult,Insecta,Hemiptera,Insecta,Corixidae
117,267,,,,Corophiid Juvenile,Invertebrate,,,Corophiidae,Amphipoda,Malacostraca,Arthropoda,,,,,larvae,FALSE,Present,,,Amphipoda Juv,Amphipoda,Amphipoda,Amphipoda,Chorophiid
118,78,,,,Corophiid UNID,Invertebrate,,unknown,Corophiidae,Amphipoda,Malacostraca,Arthropoda,,,,,adult,TRUE,Present,,,Amphipoda Adult,Amphipoda,Amphipoda,Amphipoda,Corophiid
119,302,,,,Corophium alienense,Invertebrate,alienense,Corophium,Corophiidae,Amphipoda,Malacostraca,Arthropoda,,,,,adult,FALSE,Present,,,Amphipoda Adult,Amphipoda,Amphipoda,Amphipoda,Chorophiid
120,94,,,,Crab megalope,Zooplankton,,,,Decapoda,Malacostraca,Arthropoda,,,,,larvae,FALSE,Present,,,Other,Other,Decapoda,Decapoda,Crab megalope
121,74,,,,crab zoea,Invertebrate,,,,Decapoda,Malacostraca,Arthropoda,,,,,larvae,TRUE,Present,,,,Other,Decapoda,Decapoda,crab zoea
123,110,,,,Crangonyx,Invertebrate,,Crangonyx,Crangonycitidae,Amphipoda,Malacostraca,Arthropoda,,,,,adult,TRUE,Present,,,Amphipoda Adult,Amphipoda,Gammaridae,Amphipoda,Crangonyx
126,428,,,,Crucigenia sp.,Phytoplankton,,Crucigenia,Trebouxiophyceae incertae sedis,Trebouxiophyceae ordo incertae sedi,,Chlorophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
127,429,,,,Crucigenia tetrapedia,Phytoplankton,tetrapedia,Crucigenia,Trebouxiophyceae incertae sedis,Trebouxiophyceae ordo incertae sedi,,Chlorophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
128,430,,,,Crucigeniella rectangularis,Zooplankton,rectangularis,Crucigeniella,Oocystaceae,Chlorellales,,Chlorophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
129,431,,,,Crucigeniella sp.,Phytoplankton,,Crucigeniella,Oocystaceae,Chlorellales,,Chlorophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
130,432,,,,Cryptomonas sp.,Phytoplankton,,Cryptomonas,Cryptomonadaceae,Cryptomonadales,,Cryptophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
131,565,,,,Cryptophyte UNID,Phytoplankton,NA,NA,NA,NA,,Cryptophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
132,232,,,,Culicidae Larvae,Invertebrate,,,Culicidae,Diptera,Insecta,Arthropoda,,,,,larvae,FALSE,Present,,,Insecta Larvae,Insecta,Diptera,Insecta,Culicidae
133,72,,,,Cumaceans,Invertebrate,,,,Cumacea,Malacostraca,Arthropoda,,,,,adult,TRUE,Present,,,Cumacea,Cumacea,Cumacea,Cumacea,Cumaceans
134,188,,,,Curculionidae,Invertebrate,,,Curculionidae,Coleoptera,Insecta,Arthropoda,,,,,adult,FALSE,Present,,,Insecta Adult,Insecta,Coleoptera,Insecta,Curculionidae
135,230,,,,Curculionidae Larvae,Invertebrate,,,Curculionidae,Coleoptera,Insecta,Arthropoda,,,,,larvae,FALSE,Present,,,Insecta Larvae,Insecta,Coleoptera,Insecta,Curculionidae
136,566,,,,Cyanophyte UNID,Phytoplankton,NA,NA,NA,NA,,Cyanophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
137,109,,,,Cyclopoid,Invertebrate,,,,Cyclopodia,Copepoda,Arthropoda,,,,,adult,TRUE,Present,,,,Cyclopoida Adult,Cyclopoida,Copepoda,Cyclopoid
138,20,,,,Cyclopoid copepodid,Invertebrate,,,,Cyclopoida,Copepoda,Arthropoda,,,,,larvae,TRUE,Present,,,,Cyclopoida Juv,Cyclopoida,Copepoda,Cyclopoid copepodid
139,29,,,,Cyclopoid Other,Zooplankton,,,,Cyclopoida,Copepoda,Arthropoda,,,,,adult,TRUE,Present,,,,Cyclopoida Adult,Cyclopoida,Copepoda,Cyclopoid Other
140,28,,,,Cyclopoid UNID,Zooplankton,,,,Cyclopoida,Copepoda,Arthropoda,,,,,adult,TRUE,Present,,,,Cyclopoida Adult,Cyclopoida,Copepoda,Cyclopoid UNID
141,433,,,,Cyclotella atomus,Phytoplankton,atomus,Cyclotella,Stephanodiscaceae,Stephanodiscales,,Bacillariophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
142,434,,,,Cyclotella meneghiniana,Phytoplankton,meneghiniana,Cyclotella,Stephanodiscaceae,Stephanodiscales,,Bacillariophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
143,435,,,,Cyclotella sp.,Phytoplankton,,Cyclotella,Stephanodiscaceae,Stephanodiscales,,Bacillariophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
144,436,,,,Cylindrotheca sp.,Phytoplankton,,Cylindrotheca,Bacillariaceae,Bacillariales,,Bacillariophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
145,437,,,,Cymbella sp.,Phytoplankton,,Cymbella,Cymbellaceae,Cymbellales,,Bacillariophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
147,62,,,,Daphnia,Zooplankton,spp.,Daphnia,,Cladocera,Branchiopoda,Arthropoda,,,,,adult,TRUE,Present,,,,Cladocera,Cladocera,Cladocera,Daphnia
148,96,,,,Debris (sand/silt/mud),FishParts,,,,,,,,,,,,FALSE,Present,,,,,other,other,Debris (sand/silt/mud)
150,17,,,,Deltamysis homquistae,Invertebrate,homquistae,Deltamysis,,Mysidacea,Malacostraca,Arthropoda,,,,,adult,TRUE,Present,,,Mysidacea,Mysidacea,Mysidacea,Mysidacea,Deltamysis homquistae
151,438,,,,Desmodesmus sp.,Phytoplankton,,Desmodesmus,Scenedesmaceae,Sphaeropleales,,Chlorophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
152,248,,,,Diacyclops,Zooplankton,thomasi,Diacyclops,Cyclopodidae,Cyclopoida,Copepoda,Arthropoda,,,,,adult,TRUE,Present,,,,Cyclopoida Adult,Cyclopoida,Copepoda,Diacyclops
153,63,,,,Diaphanosoma,Zooplankton,spp.,Diaphanosoma,,Cladocera,Branchiopoda,Arthropoda,,,,,adult,TRUE,Present,,,,Cladocera,Cladocera,Cladocera,Diaphanosoma
154,308,,,,Diaptomidae (gravid),Zooplankton,,,Diaptomidae,Calanoida,Copepoda,Arthropoda,,,,,adult,FALSE,Present,,,,Calanoida Adult,Calanoida,Copepoda,Diaptomidae (gravid)
155,44,,,,Diaptomidae copepodid,Zooplankton,,,Diaptomidae,Calanoida,Copepoda,Arthropoda,,,,,larvae,TRUE,Present,,,,Calanoida Juv,Calanoida,Copepoda,Diaptomidae copepodid
156,32,,,,Diaptomidae spp.,Zooplankton,,,Diaptomidae,Calanoida,Copepoda,Arthropoda,,,,,adult,TRUE,Present,,,,Calanoida Adult,Calanoida,Copepoda,Diaptomidae spp.
157,576,,,,Diatom UNID,Phytoplankton,NA,NA,NA,NA,,Bacillariophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
158,439,,,,Diatoma sp.,Phytoplankton,,Diatoma,Tabellariaceae,Tabellariales,,Bacillariophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
159,440,,,,Dictyosphaerium pulchellum,Phytoplankton,pulchellum,Dictyosphaerium,Chlorellaceae,Chlorellales,,Chlorophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
160,441,,,,Dictyosphaerium sp.,Phytoplankton,,Dictyosphaerium,Chlorellaceae,Chlorellales,,Chlorophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
161,442,,,,Didymosphenia geminata,Phytoplankton,geminata,Didymosphenia,Cymbellaceae,Cymbellales,,Bacillariophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
162,443,,,,Dinobryon sp.,Phytoplankton,,Dinobryon,Dinobryaceae,Chromulinales,,Ochrophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
163,574,,,,Dinoflagellate  UNID,Phytoplankton,NA,NA,NA,NA,,Miozoa,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
164,444,,,,Diploneis sp.,Phytoplankton,,Diploneis,Diploneidaceae,Diploneidineae,,Bacillariophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
165,116,,,,Diptera Adult,Invertebrate,,,,Diptera,Insecta,Arthropoda,,,,,adult,TRUE,Present,,,Insecta Adult,Insecta,Diptera,Insecta,Diptera adult
166,158,,,,Diptera Larvae Other,Invertebrate,,,,Diptera,Insecta,Arthropoda,,,,,larvae,TRUE,Present,,,Insecta Larvae,Insecta,Diptera,Insecta,Diptera Other
167,173,,,,Diptera Pupae,Invertebrate,,,,Diptera,Insecta,Arthropoda,,,,,pupae,TRUE,Present,,,Insecta Pupae,Insecta,Diptera,Insecta,Diptera Other
168,208,,,,Dolichopodidae larvae,Invertebrate,,,Dolichopodidae,Diptera,Insecta,Arthropoda,,,,,larvae,FALSE,Present,,,Insecta Larvae,Insecta,Diptera,Insecta,Dolichopodidae
169,202,,,,Dytiscidae adult,Invertebrate,,,Dytiscidae,Coleoptera,Insecta,Arthropoda,,,,,adult,TRUE,Present,,,Insecta Adult,Insecta,Coleoptera,Insecta,Dytiscidae
170,174,,,,Dytiscidae larvae,Invertebrate,,,Dytiscidae,Coleoptera,Insecta,Arthropoda,,,,,larvae,TRUE,Present,,,Insecta Larvae,Insecta,Coleoptera,Insecta,Dytiscidae
171,193,,,,Earwig,Invertebrate,,,,Dermaptera,Insecta,Arthropoda,,,,,adult,TRUE,Present,,,Insecta Adult,Insecta,Dermaptera,Decapoda,Other
174,445,,,,Elakatothrix acuta,Phytoplankton,acuta,Elakatothrix,Elakatotrichaceae,Klebsormidiales,,Charophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
175,203,,,,Elmidae adult,Invertebrate,,,Elmidae,Coleoptera,Insecta,Arthropoda,,,,,adult,TRUE,Present,,,Insecta Adult,Insecta,Coleoptera,Insecta,Elmidae
176,213,,,,Elmidae larvae,Invertebrate,,,Elmidae,Coleoptera,Insecta,Arthropoda,,,,,adult,FALSE,Present,,,Insecta Larvae,Insecta,Coleoptera,Insecta,Elmidae
177,446,,,,Encyonema sp.,Phytoplankton,,Encyonema,Gomphonemataceae,Cymbellales,,Bacillariophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
178,447,,,,Encyonopsis sp.,Phytoplankton,,Encyonopsis,Gomphonemataceae,Cymbellales,,Bacillariophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
179,448,,,,Entomoneis sp.,Phytoplankton,,Entomoneis,Entomoneidaceae,Surirellales,,Bacillariophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
180,10000,,,,Eogammarus,Invertebrate,,Eogammarus,Anisogammaridae,Amphipoda,Malacostraca,Arthropoda,,,,,adult,TRUE,Present,,,Amphipoda Adult,Amphipoda,Gammaridae,Amphipoda,Eogammarus
181,242,,,,Ephemeroptera Adult,Invertebrate,,,,Ephemeroptera,Insecta,Arthropoda,,,,,adult,FALSE,Present,,,Insecta Adult,Insecta,Ephemeroptera,Insecta,Ephemeroptera Other
182,119,,,,Ephemeroptera larvae Other,Invertebrate,,,,Ephemeroptera,Insecta,Arthropoda,,,,,larvae,TRUE,Present,,,Insecta Larvae,Insecta,Ephemeroptera,Insecta,Ephemeroptera Other
183,168,,,,Ephemeroptera larvae UNID,Invertebrate,,,,Ephemeroptera,Insecta,Arthropoda,,,,,larvae,FALSE,Present,,,Insecta Larvae,Insecta,Ephemeroptera,Insecta,Ephemeroptera Other
184,115,,,,Ephydridae Larvae,Invertebrate,,,Ephydridae,Diptera,Insecta,Arthropoda,,,,,larvae,TRUE,Present,,,Insecta Larvae,Insecta,Diptera,Insecta,Ephydridae
185,449,,,,Epipyxis sp.,Phytoplankton,,Epipyxis,Dinobryaceae,Chromulinales,,Ochrophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
186,450,,,,Epithemia sp.,Phytoplankton,,Epithemia,Rhopalodiaceae,Rhopalodiales,,Bacillariophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
187,259,,,,Eucyclops,Zooplankton,,Eucyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,,,,,adult,FALSE,Present,,,,Cyclopoida Adult,Cyclopoida,Copepoda,Eucyclops
188,451,,,,Euglena sp.,Phytoplankton,,Euglena,Euglenaceae,Euglenales,,Euglenophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
189,575,,,,Euglenophyta  UNID,Phytoplankton,NA,NA,NA,NA,,Euglenophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
190,452,,,,Eunotia sp.,Phytoplankton,,Eunotia,Eunotiaceae,Eunotiales,,Bacillariophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
191,304,,,,Eurytemora (gravid),Zooplankton,affinis,Eurytemora,,Calanoida,Copepoda,Arthropoda,,,,,adult,FALSE,Present,,,,Calanoida Adult,Calanoida,Copepoda,Eurytemora (gravid)
192,34,,,,Eurytemora affinis,Zooplankton,affinis,Eurytemora,,Calanoida,Copepoda,Arthropoda,,,,,adult,TRUE,Present,,,,Calanoida Adult,Calanoida,Copepoda,Eurytemora affinis
193,41,,,,Eurytemora copepodid,Zooplankton,affinis,Eurytemora,,Calanoida,Copepoda,Arthropoda,,,,,larvae,TRUE,Present,,,,Calanoida Juv,Calanoida,Copepoda,Eurytemora copepodid
194,80,,,,Eurytemora nauplii,Zooplankton,,Eurytemora,,Calanoida,Copepoda,Arthropoda,,,,,larvae,TRUE,Present,,,,Copepoda Nauplii,Calanoida,Copepoda,Eurytemora nauplii
200,142,,,,Fluminicola,Invertebrate,,Fluminicola,Lythoglyphidae,,Gastopoda,Mollusca,,,,,adult,FALSE,Present,,,Mollusca,Mollusca,Gastropoda,Mollusca,Fluminicola
201,185,,,,Fossaria,Invertebrate,,Fossaria,Lymnaeidae,Basommatophora,Gastropoda,Mollusca,,,,,adult,FALSE,Present,,,Mollusca,Mollusca,Gastropoda,Mollusca,Fossaria
202,453,,,,Fragilaria crotonensis,Phytoplankton,crotonensis,Fragilaria,Fragilariaceae,Fragilariales,,Bacillariophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
203,454,,,,Fragilaria sp.,Phytoplankton,,Fragilaria,Fragilariaceae,Fragilariales,,Bacillariophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
204,455,,,,Frustulia sp.,Phytoplankton,,Frustulia,Amphipleuraceae,Naviculales,,Bacillariophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
205,303,,,,Gammarid juvenile,Invertebrate,,,Gammaridae,Amphipoda,Malacostraca,Arthropoda,,,,,larvae,FALSE,Present,,,Amphipoda Juv,Amphipoda,Gammaridae,Amphipoda,Gammarid
206,77,,,,Gammarus,Invertebrate,spp.,Gammarus,Gammaridae,Amphipoda,Malacostraca,Arthropoda,,,,,adult,TRUE,Present,,,Amphipoda Adult,Amphipoda,Gammaridae,Amphipoda,Gammarus
207,456,,,,Geitlerinema sp.,Phytoplankton,,Geitlerinema,Coleofasciculaceae,Oscillatoriales,,Cyanobacteria,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
208,457,,,,Geminella sp.,Phytoplankton,,Geminella,Chlorellaceae,Chlorellales,,Chlorophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
209,123,,,,Gerridae,Invertebrate,,,Gerridae,Hemiptera,Insecta,Arthropoda,,,,,adult,TRUE,Present,,,Insecta Adult,Insecta,Hemiptera,Insecta,Gerridae
210,178,,,,Gnorimosphaeroma,Invertebrate,insulare,Gnorimosphaeroma,Sphaeromatidae,Isopoda,Malacostraca,Arthropoda,,,,,adult,FALSE,Present,,,Isopoda,Isopoda,Isopoda,Isopoda,Gnorimosphaeroma
213,209,,,,Gomphidae larvae,Invertebrate,,,Gompidae,Odanata,Insecta,Arthropoda,,,,,larvae,FALSE,Present,,,Insecta Larvae,Insecta,Odanata,Insecta,Gomphidae larvae
214,458,,,,Gomphonema sp.,Phytoplankton,,Gomphonema,Gomphonemataceae,Cymbellales,,Bacillariophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
215,246,,,,Grandidierella,Invertebrate,spp.,Grandidierella,Aoridae,Amphipoda,Malacostraca,Arthropoda,,,,,adult,TRUE,Present,,,Amphipoda Adult,Amphipoda,Aoridae,Amphipoda,Aoridae
218,143,,,,Gyraulus,Invertebrate,,Gyraulus,Planorbidae,,Gastropoda,Mollusca,,,,,adult,FALSE,Present,,,Mollusca,Mollusca,Gastropoda,Mollusca,Gyraulus
219,215,,,,Gyrinidae larvae,Invertebrate,,,Gyrinidae,Coleoptera,Insecta,Arthropoda,,,,,larvae,FALSE,Present,,,Insecta Larvae,Insecta,Coleoptera,Insecta,Gyrinidae
220,459,,,,Gyrosigma sp.,Phytoplankton,,Gyrosigma,Naviculaceae,Naviculales,,Bacillariophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
221,247,,,,Halicyclops,Zooplankton,,Halicyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,,,,,adult,TRUE,Present,,,,Cyclopoida Adult,Cyclopoida,Copepoda,Halicyclops
222,900,,,,Haliplidae adult,Invertebrate,,,Haliplidae,Coleoptera,Insecta,Arthropoda,,,,,adult,FALSE,Present,,,Insecta Adult,Insecta,Coleoptera,Insecta,Haliplidae
223,235,,,,Haliplidae Larvae,Invertebrate,,,Haliplidae,Coleoptera,Insecta,Arthropoda,,Moderate Concern,,,larvae,FALSE,Present,,,Insecta Larvae,Insecta,Coleoptera,Insecta,Haliplidae
225,59,,,,Harpacticoids,Invertebrate,,,,Harpacticoida,Copepoda,Arthropoda,,,,,adult,TRUE,Present,,,,Harpacticoida,Harpacticoida,Copepoda,Harpacticoid
227,240,,,,Hebridae,Invertebrate,,,Hebridae,Hemiptera,Insecta,Arthropoda,,,,,adult,FALSE,Present,,,Insecta Adult,Insecta,Hemiptera,Insecta,Hebridae
228,217,,,,Hediste limnicola,Invertebrate,limnicola,Hediste,Nereididae,Phyllodocida,Polychaeta,Annelida,,,,,adult,FALSE,Present,,,Annelida,Annelida,Annelida,Annelida,Polychaeate
229,127,,,,Hemiptera Other,Invertebrate,,,,Hemiptera,Insecta,Arthropoda,,,,,adult,TRUE,Present,,,Insecta Adult,Insecta,Hemiptera,Insecta,Hemiptera Other
230,460,,,,Hemiselmis sp.,Phytoplankton,,Hemiselmis,Chroomonadaceae,Pyrenomonadales,,Cryptophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
231,461,,,,Heterocapsa sp.,Phytoplankton,,Heterocapsa,Heterocapsaceae,Peridiniales,,Miozoa,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
232,462,,,,Hippodonta sp.,Phytoplankton,,Hippodonta,Naviculaceae,Naviculales,,Bacillariophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
234,265,,,,Holopedium,Zooplankton,,Holopedium,Holopedidae,Cladocera,Branchiopoda,Arthropoda,,,,,adult,FALSE,Present,,,,Cladocera,Cladocera,Cladocera,Holopedium
235,262,,,,Homocyclops,Zooplankton,,Homocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,,,,,adult,FALSE,Present,,,,Cyclopoida Juv,Cyclopoida,Copepoda,Homocyclops
236,10009,,,,Homoptera,Invertebrate,,,,Hemiptera,Insecta,Arthropoda,,,,,adult,FALSE,Present,,,Insecta Adult,Insecta,Hemiptera,Insecta,Homoptera
